"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","AcylGlcADG","[M+NH4]+","[M-SN3-C6H10O7+H]+","[C6H6O67+SN3+H]+","[SN2+C3H4O2+H]+","[SN1+C3H4O2+H]+","[SN3-H]+","RT_min","RT_max","Comment","RT at Max Intensity","AcylGlcADG","[M+NH4]+","[M-SN3-C6H10O7+H]+","[C6H6O67+SN3+H]+","[SN2+C3H4O2+H]+","[SN1+C3H4O2+H]+","[SN3-H]+","RT_min","RT_max","Comment","Number of Scans","AcylGlcADG","[M+NH4]+","[M-SN3-C6H10O7+H]+","[C6H6O67+SN3+H]+","[SN2+C3H4O2+H]+","[SN1+C3H4O2+H]+","[SN3-H]+","RT_min","RT_max","Comment","Max Intensity","AcylGlcADG","[M+NH4]+","[M-SN3-C6H10O7+H]+","[C6H6O67+SN3+H]+","[SN2+C3H4O2+H]+","[SN1+C3H4O2+H]+","[SN3-H]+","RT_min","RT_max","Comment","Average m/z","AcylGlcADG","[M+NH4]+","[M-SN3-C6H10O7+H]+","[C6H6O67+SN3+H]+","[SN2+C3H4O2+H]+","[SN1+C3H4O2+H]+","[SN3-H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","AcylGlcADG","[M+NH4]+","[M-SN3-C6H10O7+H]+","[C6H6O67+SN3+H]+","[SN2+C3H4O2+H]+","[SN1+C3H4O2+H]+","[SN3-H]+","RT_min","RT_max","Comment"
"","AcylGlcADG(18:0_22:1_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:1_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:1_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:1_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:1_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:1_22:1)+NH4","1192.991","661.6129","497.3473","395.352","341.3051","321.3163","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(18:0_22:2_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:2_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:2_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:2_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:2_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:0_22:2_22:0)+NH4","1192.991","659.5973","499.3629","393.3363","341.3051","323.3319","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(18:1_22:0_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:1_22:0_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:1_22:0_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:1_22:0_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:1_22:0_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:1_22:0_22:1)+NH4","1192.991","661.6129","497.3473","397.3676","339.2894","321.3163","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(18:1_22:1_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:1_22:1_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:1_22:1_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:1_22:1_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:1_22:1_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:1_22:1_22:0)+NH4","1192.991","659.5973","499.3629","395.352","339.2894","323.3319","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(18:2_22:0_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:2_22:0_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:2_22:0_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:2_22:0_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:2_22:0_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(18:2_22:0_22:0)+NH4","1192.991","659.5973","499.3629","397.3676","337.2737","323.3319","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(20:0_20:0_22:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:0_22:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:0_22:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:0_22:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:0_22:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:0_22:2)+NH4","1192.991","663.6286","495.3316","369.3363","369.3363","319.3006","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(20:0_20:1_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:1_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:1_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:1_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:1_22:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:1_22:1)+NH4","1192.991","661.6129","497.3473","367.3207","369.3363","321.3163","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(20:0_20:2_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:2_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:2_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:2_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:2_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_20:2_22:0)+NH4","1192.991","659.5973","499.3629","365.3051","369.3363","323.3319","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(20:0_22:0_20:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:0_20:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:0_20:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:0_20:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:0_20:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:0_20:2)+NH4","1192.991","691.6599","467.3003","397.3676","369.3363","291.2693","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(20:0_22:1_20:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:1_20:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:1_20:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:1_20:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:1_20:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:1_20:1)+NH4","1192.991","689.6442","469.316","395.352","369.3363","293.285","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(20:0_22:2_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:2_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:2_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:2_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:2_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:0_22:2_20:0)+NH4","1192.991","687.6286","471.3316","393.3363","369.3363","295.3006","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(20:1_20:1_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_20:1_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_20:1_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_20:1_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_20:1_22:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_20:1_22:0)+NH4","1192.991","659.5973","499.3629","367.3207","367.3207","323.3319","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(20:1_22:0_20:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_22:0_20:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_22:0_20:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_22:0_20:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_22:0_20:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_22:0_20:1)+NH4","1192.991","689.6442","469.316","397.3676","367.3207","293.285","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(20:1_22:1_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_22:1_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_22:1_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_22:1_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_22:1_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:1_22:1_20:0)+NH4","1192.991","687.6286","471.3316","395.352","367.3207","295.3006","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(20:2_22:0_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:2_22:0_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:2_22:0_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:2_22:0_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:2_22:0_20:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(20:2_22:0_20:0)+NH4","1192.991","687.6286","471.3316","397.3676","365.3051","295.3006","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(22:0_22:0_18:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:0_18:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:0_18:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:0_18:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:0_18:2)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:0_18:2)+NH4","1192.991","719.6912","439.269","397.3676","397.3676","263.238","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(22:0_22:1_18:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:1_18:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:1_18:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:1_18:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:1_18:1)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:1_18:1)+NH4","1192.991","717.6755","441.2847","395.352","397.3676","265.2537","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(22:0_22:2_18:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:2_18:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:2_18:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:2_18:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:2_18:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:0_22:2_18:0)+NH4","1192.991","715.6599","443.3003","393.3363","397.3676","267.2693","9.45287424242424","9.75287424242424","15226"
"","AcylGlcADG(22:1_22:1_18:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:1_22:1_18:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:1_22:1_18:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:1_22:1_18:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:1_22:1_18:0)+NH4",0,0,0,0,0,0,"9.45287424242424","9.75287424242424","15226","","AcylGlcADG(22:1_22:1_18:0)+NH4","1192.991","715.6599","443.3003","395.352","395.352","267.2693","9.45287424242424","9.75287424242424","15226"
