"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","[M+H]-sn1","[M+H]-sn2","[M+H]-sn1-H2O","[M+H]-sn2-H2O","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","[M+H]-sn1","[M+H]-sn2","[M+H]-sn1-H2O","[M+H]-sn2-H2O","RT_min","RT_max","Comment","Number of Scans","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","[M+H]-sn1","[M+H]-sn2","[M+H]-sn1-H2O","[M+H]-sn2-H2O","RT_min","RT_max","Comment","Max Intensity","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","[M+H]-sn1","[M+H]-sn2","[M+H]-sn1-H2O","[M+H]-sn2-H2O","RT_min","RT_max","Comment","Average m/z","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","[M+H]-sn1","[M+H]-sn2","[M+H]-sn1-H2O","[M+H]-sn2-H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","[M+H]-sn1","[M+H]-sn2","[M+H]-sn1-H2O","[M+H]-sn2-H2O","RT_min","RT_max","Comment"
"","PS(10:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(10:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(10:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(10:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(10:0_22:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(10:0_22:1)+H","734.49676","549.48781","395.35206","229.17986","155.14305","321.31525","580.3617","414.1895","562.3512","396.179","1.86179583333333","2.16179583333333","9016"
"","PS(10:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(10:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(10:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(10:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(10:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(10:0_22:2)+H","732.48106","547.47211","393.33636","229.17986","155.14305","319.29955","578.346","414.1895","560.3355","396.179","1.54857083333333","1.84857083333333","12234"
"","PS(10:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(10:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(10:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(10:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(10:0_22:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(10:0_22:3)+H","730.46546","545.45651","391.32076","229.17986","155.14305","317.28395","576.3304","414.1895","558.3199","396.179","1.47424166666667","1.77424166666667","7817"
"","PS(10:0_24:0)+H",1,1,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(10:0_24:0)+H",7.867475,7.867475,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(10:0_24:0)+H",1,1,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(10:0_24:0)+H",4952.251,7554868,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(10:0_24:0)+H",764.5439,579.535,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(10:0_24:0)+H","764.54366","579.53471","425.39896","229.17986","155.14305","351.36215","610.4086","414.1895","592.3981","396.179","7.68959027777778","7.98959027777778","200"
"","PS(10:0_25:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(10:0_25:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(10:0_25:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(10:0_25:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(10:0_25:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(10:0_25:0)+H","778.55936","593.55041","439.41466","229.17986","155.14305","365.37785","624.4243","414.1895","606.4138","396.179","8.01333333333333","8.31333333333333","14247"
"","PS(12:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(12:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(12:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(12:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(12:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(12:0_14:0)+H","652.41846","467.40951","285.24246","257.21116","183.17435","211.20565","470.2521","442.2208","452.2416","424.2103","2.6957875","2.9957875","8069"
"","PS(12:0_14:1)+H",0,0,0,0,0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PS(12:0_14:1)+H",0,0,0,0,0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PS(12:0_14:1)+H",0,0,0,0,0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PS(12:0_14:1)+H",0,0,0,0,0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PS(12:0_14:1)+H",0,0,0,0,0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PS(12:0_14:1)+H","650.40286","465.39391","283.22686","257.21116","183.17435","209.19005","468.2365","442.2208","450.226","424.2103","0.92806527777778","1.22806527777778","5931"
"","PS(12:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(12:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(12:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(12:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(12:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(12:0_15:0)+H","666.43416","481.42521","299.25816","257.21116","183.17435","225.22135","484.2678","442.2208","466.2573","424.2103","0.97390138888889","1.27390138888889","5474"
"","PS(12:0_16:0)+H",1,1,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(12:0_16:0)+H",4.028213,4.028213,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(12:0_16:0)+H",1,2,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(12:0_16:0)+H",3461.459,4628533,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(12:0_16:0)+H",680.4498,495.44145,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(12:0_16:0)+H","680.44976","495.44081","313.27376","257.21116","183.17435","239.23695","498.2834","442.2208","480.2729","424.2103","3.85204848484848","4.15204848484848","264"
"","PS(12:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(12:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(12:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(12:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(12:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(12:0_16:0)+H","680.44976","495.44081","313.27376","257.21116","183.17435","239.23695","498.2834","442.2208","480.2729","424.2103","4.899375","5.199375","2098"
"","PS(12:0_16:0)+H",1,1,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(12:0_16:0)+H",4.028213,4.028213,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(12:0_16:0)+H",1,2,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(12:0_16:0)+H",3461.459,4628533,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(12:0_16:0)+H",680.4498,495.44145,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(12:0_16:0)+H","680.44976","495.44081","313.27376","257.21116","183.17435","239.23695","498.2834","442.2208","480.2729","424.2103","3.85645138888889","4.15645138888889","12646"
"","PS(12:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(12:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(12:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(12:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(12:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(12:0_16:0)+H","680.44976","495.44081","313.27376","257.21116","183.17435","239.23695","498.2834","442.2208","480.2729","424.2103","4.91009027777778","5.21009027777778","12764"
"","PS(12:0_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(12:0_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(12:0_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(12:0_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(12:0_16:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(12:0_16:1)+H","678.43416","493.42521","311.25816","257.21116","183.17435","237.22135","496.2678","442.2208","478.2573","424.2103","1.40908333333333","1.70908333333333","10447"
"","PS(12:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(12:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(12:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(12:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(12:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(12:0_17:0)+H","694.46546","509.45651","327.28946","257.21116","183.17435","253.25265","512.2991","442.2208","494.2886","424.2103","5.00976527777778","5.30976527777778","981"
"","PS(12:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(12:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(12:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(12:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(12:0_17:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(12:0_17:0)+H","694.46546","509.45651","327.28946","257.21116","183.17435","253.25265","512.2991","442.2208","494.2886","424.2103","1.50699722222222","1.80699722222222","14667"
"","PS(12:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(12:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(12:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(12:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(12:0_17:2)+H",0,0,0,0,0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(12:0_17:2)+H","690.43416","505.42521","323.25816","257.21116","183.17435","249.22135","508.2678","442.2208","490.2573","424.2103","1.15756944444444","1.45756944444444","6755"
"","PS(12:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(12:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(12:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(12:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(12:0_18:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(12:0_18:1)+H","706.46546","521.45651","339.28946","257.21116","183.17435","265.25265","524.2991","442.2208","506.2886","424.2103","1.34317916666667","1.64317916666667","6183"
"","PS(12:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(12:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(12:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(12:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(12:0_18:2)+H",0,0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(12:0_18:2)+H","704.44976","519.44081","337.27376","257.21116","183.17435","263.23695","522.2834","442.2208","504.2729","424.2103","1.05886111111111","1.35886111111111","7726"
"","PS(12:0_19:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(12:0_19:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(12:0_19:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(12:0_19:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(12:0_19:0)+H",0,0,0,0,0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(12:0_19:0)+H","722.49676","537.48781","355.32076","257.21116","183.17435","281.28395","540.3304","442.2208","522.3199","424.2103","5.71002361111111","6.01002361111111","952"
"","PS(12:0_20:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(12:0_20:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(12:0_20:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(12:0_20:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(12:0_20:1)+H",0,0,0,0,0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(12:0_20:1)+H","734.49676","549.48781","367.32076","257.21116","183.17435","293.28395","552.3304","442.2208","534.3199","424.2103","1.86179583333333","2.16179583333333","9016"
"","PS(12:0_20:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(12:0_20:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(12:0_20:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(12:0_20:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(12:0_20:2)+H",0,0,0,0,0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(12:0_20:2)+H","732.48106","547.47211","365.30506","257.21116","183.17435","291.26825","550.3147","442.2208","532.3042","424.2103","1.54857083333333","1.84857083333333","12234"
"","PS(12:0_20:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(12:0_20:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(12:0_20:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(12:0_20:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(12:0_20:3)+H",0,0,0,0,0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(12:0_20:3)+H","730.46546","545.45651","363.28946","257.21116","183.17435","289.25265","548.2991","442.2208","530.2886","424.2103","1.47424166666667","1.77424166666667","7817"
"","PS(12:0_22:0)+H",1,1,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(12:0_22:0)+H",7.867475,7.867475,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(12:0_22:0)+H",1,1,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(12:0_22:0)+H",4952.251,7554868,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(12:0_22:0)+H",764.5439,579.535,0,0,0,0,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(12:0_22:0)+H","764.54366","579.53471","397.36766","257.21116","183.17435","323.33085","582.3773","442.2208","564.3668","424.2103","7.68959027777778","7.98959027777778","200"
"","PS(12:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(12:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(12:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(12:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(12:0_22:2)+H",0,0,0,0,0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(12:0_22:2)+H","760.51236","575.50341","393.33636","257.21116","183.17435","319.29955","578.346","442.2208","560.3355","424.2103","1.78840833333333","2.08840833333333","8216"
"","PS(12:0_23:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(12:0_23:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(12:0_23:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(12:0_23:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(12:0_23:0)+H",0,0,0,0,0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(12:0_23:0)+H","778.55936","593.55041","411.38336","257.21116","183.17435","337.34655","596.393","442.2208","578.3825","424.2103","8.01333333333333","8.31333333333333","14247"
"","PS(12:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(12:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(12:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(12:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(12:0_24:1)+H",0,0,0,0,0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(12:0_24:1)+H","790.55936","605.55041","423.38336","257.21116","183.17435","349.34655","608.393","442.2208","590.3825","424.2103","3.00620416666667","3.30620416666667","4995"
"","PS(13:0_13:0)+H",0,0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(13:0_13:0)+H",0,0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(13:0_13:0)+H",0,0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(13:0_13:0)+H",0,0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(13:0_13:0)+H",0,0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(13:0_13:0)+H","652.41856","467.40961","271.22686","271.22686","197.19005","197.19005","456.2365","456.2365","438.226","438.226","2.6957875","2.9957875","8069"
"","PS(13:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(13:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(13:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(13:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(13:0_14:0)+H",0,0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(13:0_14:0)+H","666.43416","481.42521","285.24246","271.22686","197.19005","211.20565","470.2521","456.2365","452.2416","438.226","0.97390138888889","1.27390138888889","5474"
"","PS(13:0_15:0)+H",1,1,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(13:0_15:0)+H",4.028213,4.028213,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(13:0_15:0)+H",1,2,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(13:0_15:0)+H",3461.459,4628533,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(13:0_15:0)+H",680.4498,495.44145,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(13:0_15:0)+H","680.44986","495.44091","299.25816","271.22686","197.19005","225.22135","484.2678","456.2365","466.2573","438.226","3.85204848484848","4.15204848484848","264"
"","PS(13:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(13:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(13:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(13:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(13:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(13:0_15:0)+H","680.44986","495.44091","299.25816","271.22686","197.19005","225.22135","484.2678","456.2365","466.2573","438.226","4.899375","5.199375","2098"
"","PS(13:0_15:0)+H",1,1,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(13:0_15:0)+H",4.028213,4.028213,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(13:0_15:0)+H",1,2,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(13:0_15:0)+H",3461.459,4628533,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(13:0_15:0)+H",680.4498,495.44145,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(13:0_15:0)+H","680.44986","495.44091","299.25816","271.22686","197.19005","225.22135","484.2678","456.2365","466.2573","438.226","3.85645138888889","4.15645138888889","12646"
"","PS(13:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(13:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(13:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(13:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(13:0_15:0)+H",0,0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(13:0_15:0)+H","680.44986","495.44091","299.25816","271.22686","197.19005","225.22135","484.2678","456.2365","466.2573","438.226","4.91009027777778","5.21009027777778","12764"
"","PS(13:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(13:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(13:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(13:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(13:0_15:1)+H",0,0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(13:0_15:1)+H","678.43416","493.42521","297.24246","271.22686","197.19005","223.20565","482.2521","456.2365","464.2416","438.226","1.40908333333333","1.70908333333333","10447"
"","PS(13:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(13:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(13:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(13:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(13:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(13:0_16:0)+H","694.46546","509.45651","313.27376","271.22686","197.19005","239.23695","498.2834","456.2365","480.2729","438.226","5.00976527777778","5.30976527777778","981"
"","PS(13:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(13:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(13:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(13:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(13:0_16:0)+H",0,0,0,0,0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(13:0_16:0)+H","694.46546","509.45651","313.27376","271.22686","197.19005","239.23695","498.2834","456.2365","480.2729","438.226","1.50699722222222","1.80699722222222","14667"
"","PS(13:0_17:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(13:0_17:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(13:0_17:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(13:0_17:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(13:0_17:1)+H",0,0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(13:0_17:1)+H","706.46546","521.45651","325.27376","271.22686","197.19005","251.23695","510.2834","456.2365","492.2729","438.226","1.34317916666667","1.64317916666667","6183"
