"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","Cer-NDS(d20:0/23:1)+H",1,1,1,0,0,0,0,"11.7034333333333","12.0034333333333","16549","","Cer-NDS(d20:0/23:1)+H",11.82918,11.82918,11.82918,0,0,0,0,"11.7034333333333","12.0034333333333","16549","","Cer-NDS(d20:0/23:1)+H",1,1,1,0,0,0,0,"11.7034333333333","12.0034333333333","16549","","Cer-NDS(d20:0/23:1)+H",1941.903,215676.7,49119.42,0,0,0,0,"11.7034333333333","12.0034333333333","16549","","Cer-NDS(d20:0/23:1)+H",664.6602,646.6512,628.6406,0,0,0,0,"11.7034333333333","12.0034333333333","16549","","Cer-NDS(d20:0/23:1)+H","664.6602","646.6497","628.6391","312.3261","294.3155","352.3574","282.3155","11.7034333333333","12.0034333333333","16549"
"","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"12.0986208333333","12.3986208333333","1304","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"12.0986208333333","12.3986208333333","1304","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"12.0986208333333","12.3986208333333","1304","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"12.0986208333333","12.3986208333333","1304","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"12.0986208333333","12.3986208333333","1304","","Cer-NDS(d20:0/24:1)+H","678.6758","660.6653","642.6547","312.3261","294.3155","366.373","282.3155","12.0986208333333","12.3986208333333","1304"
"","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"13.8205902777778","14.1205902777778","1371","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"13.8205902777778","14.1205902777778","1371","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"13.8205902777778","14.1205902777778","1371","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"13.8205902777778","14.1205902777778","1371","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"13.8205902777778","14.1205902777778","1371","","Cer-NDS(d20:0/24:1)+H","678.6758","660.6653","642.6547","312.3261","294.3155","366.373","282.3155","13.8205902777778","14.1205902777778","1371"
"","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"11.6858597222222","11.9858597222222","6470","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"11.6858597222222","11.9858597222222","6470","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"11.6858597222222","11.9858597222222","6470","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"11.6858597222222","11.9858597222222","6470","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"11.6858597222222","11.9858597222222","6470","","Cer-NDS(d20:0/24:1)+H","678.6758","660.6653","642.6547","312.3261","294.3155","366.373","282.3155","11.6858597222222","11.9858597222222","6470"
"","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"14.0583833333333","14.3583833333333","13260","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"14.0583833333333","14.3583833333333","13260","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"14.0583833333333","14.3583833333333","13260","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"14.0583833333333","14.3583833333333","13260","","Cer-NDS(d20:0/24:1)+H",0,0,0,0,0,0,0,"14.0583833333333","14.3583833333333","13260","","Cer-NDS(d20:0/24:1)+H","678.6758","660.6653","642.6547","312.3261","294.3155","366.373","282.3155","14.0583833333333","14.3583833333333","13260"
"","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"11.2191861111111","11.5191861111111","3355","","Cer-NDS(d20:0/24:2)+H","676.6602","658.6497","640.6391","312.3261","294.3155","364.3574","282.3155","11.2191861111111","11.5191861111111","3355"
"","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"10.8477722222222","11.1477722222222","7911","","Cer-NDS(d20:0/24:2)+H","676.6602","658.6497","640.6391","312.3261","294.3155","364.3574","282.3155","10.8477722222222","11.1477722222222","7911"
"","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NDS(d20:0/24:2)+H",0,0,0,0,0,0,0,"11.2112666666667","11.5112666666667","17694","","Cer-NDS(d20:0/24:2)+H","676.6602","658.6497","640.6391","312.3261","294.3155","364.3574","282.3155","11.2112666666667","11.5112666666667","17694"
"","Cer-NDS(d20:0/25:0)+H",0,0,0,0,0,0,0,"14.3569055555556","14.6569055555556","4675","","Cer-NDS(d20:0/25:0)+H",0,0,0,0,0,0,0,"14.3569055555556","14.6569055555556","4675","","Cer-NDS(d20:0/25:0)+H",0,0,0,0,0,0,0,"14.3569055555556","14.6569055555556","4675","","Cer-NDS(d20:0/25:0)+H",0,0,0,0,0,0,0,"14.3569055555556","14.6569055555556","4675","","Cer-NDS(d20:0/25:0)+H",0,0,0,0,0,0,0,"14.3569055555556","14.6569055555556","4675","","Cer-NDS(d20:0/25:0)+H","694.7072","676.6966","658.686","312.3261","294.3155","382.4044","282.3155","14.3569055555556","14.6569055555556","4675"
"","Cer-NDS(d20:0/25:1)+H",0,0,0,0,0,0,0,"12.4638638888889","12.7638638888889","5374","","Cer-NDS(d20:0/25:1)+H",0,0,0,0,0,0,0,"12.4638638888889","12.7638638888889","5374","","Cer-NDS(d20:0/25:1)+H",0,0,0,0,0,0,0,"12.4638638888889","12.7638638888889","5374","","Cer-NDS(d20:0/25:1)+H",0,0,0,0,0,0,0,"12.4638638888889","12.7638638888889","5374","","Cer-NDS(d20:0/25:1)+H",0,0,0,0,0,0,0,"12.4638638888889","12.7638638888889","5374","","Cer-NDS(d20:0/25:1)+H","692.6915","674.681","656.6704","312.3261","294.3155","380.3887","282.3155","12.4638638888889","12.7638638888889","5374"
"","Cer-NDS(d20:0/26:2)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NDS(d20:0/26:2)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NDS(d20:0/26:2)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NDS(d20:0/26:2)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NDS(d20:0/26:2)+H",0,0,0,0,0,0,0,"11.6771583333333","11.9771583333333","6271","","Cer-NDS(d20:0/26:2)+H","704.6915","686.681","668.6704","312.3261","294.3155","392.3887","282.3155","11.6771583333333","11.9771583333333","6271"
"","Cer-NDS(d20:0/28:2)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NDS(d20:0/28:2)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NDS(d20:0/28:2)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NDS(d20:0/28:2)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NDS(d20:0/28:2)+H",0,0,0,0,0,0,0,"12.4224513888889","12.7224513888889","10246","","Cer-NDS(d20:0/28:2)+H","732.7228","714.7123","696.7017","312.3261","294.3155","420.42","282.3155","12.4224513888889","12.7224513888889","10246"
"","Cer-NDS(d20:0/28:2)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NDS(d20:0/28:2)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NDS(d20:0/28:2)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NDS(d20:0/28:2)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NDS(d20:0/28:2)+H",0,0,0,0,0,0,0,"12.4253027777778","12.7253027777778","17432","","Cer-NDS(d20:0/28:2)+H","732.7228","714.7123","696.7017","312.3261","294.3155","420.42","282.3155","12.4253027777778","12.7253027777778","17432"
"","Cer-NDS(d20:0/29:0)+H",0,0,0,0,0,0,0,"15.2574458333333","15.5574458333333","6942","","Cer-NDS(d20:0/29:0)+H",0,0,0,0,0,0,0,"15.2574458333333","15.5574458333333","6942","","Cer-NDS(d20:0/29:0)+H",0,0,0,0,0,0,0,"15.2574458333333","15.5574458333333","6942","","Cer-NDS(d20:0/29:0)+H",0,0,0,0,0,0,0,"15.2574458333333","15.5574458333333","6942","","Cer-NDS(d20:0/29:0)+H",0,0,0,0,0,0,0,"15.2574458333333","15.5574458333333","6942","","Cer-NDS(d20:0/29:0)+H","750.7698","732.7592","714.7487","312.3261","294.3155","438.4669","282.3155","15.2574458333333","15.5574458333333","6942"
"","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"9.27542222222222","9.57542222222222","8266","","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"9.27542222222222","9.57542222222222","8266","","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"9.27542222222222","9.57542222222222","8266","","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"9.27542222222222","9.57542222222222","8266","","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"9.27542222222222","9.57542222222222","8266","","Cer-NDS(d21:0/12:1)+H","524.5037","506.4932","488.4826","326.3417","308.3312","198.1853","296.3312","9.27542222222222","9.57542222222222","8266"
"","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"4.03312638888889","4.33312638888889","8831","","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"4.03312638888889","4.33312638888889","8831","","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"4.03312638888889","4.33312638888889","8831","","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"4.03312638888889","4.33312638888889","8831","","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"4.03312638888889","4.33312638888889","8831","","Cer-NDS(d21:0/12:1)+H","524.5037","506.4932","488.4826","326.3417","308.3312","198.1853","296.3312","4.03312638888889","4.33312638888889","8831"
"","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"6.55073472222222","6.85073472222222","16082","","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"6.55073472222222","6.85073472222222","16082","","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"6.55073472222222","6.85073472222222","16082","","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"6.55073472222222","6.85073472222222","16082","","Cer-NDS(d21:0/12:1)+H",0,0,0,0,0,0,0,"6.55073472222222","6.85073472222222","16082","","Cer-NDS(d21:0/12:1)+H","524.5037","506.4932","488.4826","326.3417","308.3312","198.1853","296.3312","6.55073472222222","6.85073472222222","16082"
"","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.62279166666667","7.92279166666667","3830","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.62279166666667","7.92279166666667","3830","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.62279166666667","7.92279166666667","3830","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.62279166666667","7.92279166666667","3830","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.62279166666667","7.92279166666667","3830","","Cer-NDS(d21:0/13:0)+H","540.535","522.5245","504.5139","326.3417","308.3312","214.2166","296.3312","7.62279166666667","7.92279166666667","3830"
"","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.79289027777778","8.09289027777778","15307","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.79289027777778","8.09289027777778","15307","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.79289027777778","8.09289027777778","15307","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.79289027777778","8.09289027777778","15307","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.79289027777778","8.09289027777778","15307","","Cer-NDS(d21:0/13:0)+H","540.535","522.5245","504.5139","326.3417","308.3312","214.2166","296.3312","7.79289027777778","8.09289027777778","15307"
"","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.62025694444444","7.92025694444444","17203","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.62025694444444","7.92025694444444","17203","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.62025694444444","7.92025694444444","17203","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.62025694444444","7.92025694444444","17203","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"7.62025694444444","7.92025694444444","17203","","Cer-NDS(d21:0/13:0)+H","540.535","522.5245","504.5139","326.3417","308.3312","214.2166","296.3312","7.62025694444444","7.92025694444444","17203"
"","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"8.85525","9.15525","17792","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"8.85525","9.15525","17792","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"8.85525","9.15525","17792","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"8.85525","9.15525","17792","","Cer-NDS(d21:0/13:0)+H",0,0,0,0,0,0,0,"8.85525","9.15525","17792","","Cer-NDS(d21:0/13:0)+H","540.535","522.5245","504.5139","326.3417","308.3312","214.2166","296.3312","8.85525","9.15525","17792"
"","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"7.18354583333333","7.48354583333333","929","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"7.18354583333333","7.48354583333333","929","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"7.18354583333333","7.48354583333333","929","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"7.18354583333333","7.48354583333333","929","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"7.18354583333333","7.48354583333333","929","","Cer-NDS(d21:0/13:1)+H","538.5193","520.5088","502.4982","326.3417","308.3312","212.2009","296.3312","7.18354583333333","7.48354583333333","929"
"","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"9.76985277777778","10.0698527777778","2689","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"9.76985277777778","10.0698527777778","2689","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"9.76985277777778","10.0698527777778","2689","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"9.76985277777778","10.0698527777778","2689","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"9.76985277777778","10.0698527777778","2689","","Cer-NDS(d21:0/13:1)+H","538.5193","520.5088","502.4982","326.3417","308.3312","212.2009","296.3312","9.76985277777778","10.0698527777778","2689"
"","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"10.3738621212121","10.6738621212121","10304","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"10.3738621212121","10.6738621212121","10304","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"10.3738621212121","10.6738621212121","10304","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"10.3738621212121","10.6738621212121","10304","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"10.3738621212121","10.6738621212121","10304","","Cer-NDS(d21:0/13:1)+H","538.5193","520.5088","502.4982","326.3417","308.3312","212.2009","296.3312","10.3738621212121","10.6738621212121","10304"
"","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"6.04809305555556","6.34809305555556","11903","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"6.04809305555556","6.34809305555556","11903","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"6.04809305555556","6.34809305555556","11903","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"6.04809305555556","6.34809305555556","11903","","Cer-NDS(d21:0/13:1)+H",0,0,0,0,0,0,0,"6.04809305555556","6.34809305555556","11903","","Cer-NDS(d21:0/13:1)+H","538.5193","520.5088","502.4982","326.3417","308.3312","212.2009","296.3312","6.04809305555556","6.34809305555556","11903"
"","Cer-NDS(d21:0/14:1)+H",0,0,0,0,0,0,0,"7.79029305555556","8.09029305555556","5828","","Cer-NDS(d21:0/14:1)+H",0,0,0,0,0,0,0,"7.79029305555556","8.09029305555556","5828","","Cer-NDS(d21:0/14:1)+H",0,0,0,0,0,0,0,"7.79029305555556","8.09029305555556","5828","","Cer-NDS(d21:0/14:1)+H",0,0,0,0,0,0,0,"7.79029305555556","8.09029305555556","5828","","Cer-NDS(d21:0/14:1)+H",0,0,0,0,0,0,0,"7.79029305555556","8.09029305555556","5828","","Cer-NDS(d21:0/14:1)+H","552.535","534.5245","516.5139","326.3417","308.3312","226.2166","296.3312","7.79029305555556","8.09029305555556","5828"
"","Cer-NDS(d21:0/14:1)+H",0,0,0,0,0,0,0,"10.3445847222222","10.6445847222222","7621","","Cer-NDS(d21:0/14:1)+H",0,0,0,0,0,0,0,"10.3445847222222","10.6445847222222","7621","","Cer-NDS(d21:0/14:1)+H",0,0,0,0,0,0,0,"10.3445847222222","10.6445847222222","7621","","Cer-NDS(d21:0/14:1)+H",0,0,0,0,0,0,0,"10.3445847222222","10.6445847222222","7621","","Cer-NDS(d21:0/14:1)+H",0,0,0,0,0,0,0,"10.3445847222222","10.6445847222222","7621","","Cer-NDS(d21:0/14:1)+H","552.535","534.5245","516.5139","326.3417","308.3312","226.2166","296.3312","10.3445847222222","10.6445847222222","7621"
"","Cer-NDS(d21:0/15:0)+H",0,0,0,0,0,0,0,"9.8590222222222","10.1590222222222","6571","","Cer-NDS(d21:0/15:0)+H",0,0,0,0,0,0,0,"9.8590222222222","10.1590222222222","6571","","Cer-NDS(d21:0/15:0)+H",0,0,0,0,0,0,0,"9.8590222222222","10.1590222222222","6571","","Cer-NDS(d21:0/15:0)+H",0,0,0,0,0,0,0,"9.8590222222222","10.1590222222222","6571","","Cer-NDS(d21:0/15:0)+H",0,0,0,0,0,0,0,"9.8590222222222","10.1590222222222","6571","","Cer-NDS(d21:0/15:0)+H","568.5663","550.5557","532.5452","326.3417","308.3312","242.2478","296.3312","9.8590222222222","10.1590222222222","6571"
"","Cer-NDS(d21:0/15:0)+H",0,0,0,0,0,0,0,"8.94820277777778","9.24820277777778","7240","","Cer-NDS(d21:0/15:0)+H",0,0,0,0,0,0,0,"8.94820277777778","9.24820277777778","7240","","Cer-NDS(d21:0/15:0)+H",0,0,0,0,0,0,0,"8.94820277777778","9.24820277777778","7240","","Cer-NDS(d21:0/15:0)+H",0,0,0,0,0,0,0,"8.94820277777778","9.24820277777778","7240","","Cer-NDS(d21:0/15:0)+H",0,0,0,0,0,0,0,"8.94820277777778","9.24820277777778","7240","","Cer-NDS(d21:0/15:0)+H","568.5663","550.5557","532.5452","326.3417","308.3312","242.2478","296.3312","8.94820277777778","9.24820277777778","7240"
"","Cer-NDS(d21:0/15:1)+H",0,0,0,0,0,0,0,"8.37502222222222","8.67502222222222","1861","","Cer-NDS(d21:0/15:1)+H",0,0,0,0,0,0,0,"8.37502222222222","8.67502222222222","1861","","Cer-NDS(d21:0/15:1)+H",0,0,0,0,0,0,0,"8.37502222222222","8.67502222222222","1861","","Cer-NDS(d21:0/15:1)+H",0,0,0,0,0,0,0,"8.37502222222222","8.67502222222222","1861","","Cer-NDS(d21:0/15:1)+H",0,0,0,0,0,0,0,"8.37502222222222","8.67502222222222","1861","","Cer-NDS(d21:0/15:1)+H","566.5507","548.5401","530.5295","326.3417","308.3312","240.2322","296.3312","8.37502222222222","8.67502222222222","1861"
"","Cer-NDS(d21:0/15:1)+H",0,0,0,0,0,0,0,"11.2871939393939","11.5871939393939","12093","","Cer-NDS(d21:0/15:1)+H",0,0,0,0,0,0,0,"11.2871939393939","11.5871939393939","12093","","Cer-NDS(d21:0/15:1)+H",0,0,0,0,0,0,0,"11.2871939393939","11.5871939393939","12093","","Cer-NDS(d21:0/15:1)+H",0,0,0,0,0,0,0,"11.2871939393939","11.5871939393939","12093","","Cer-NDS(d21:0/15:1)+H",0,0,0,0,0,0,0,"11.2871939393939","11.5871939393939","12093","","Cer-NDS(d21:0/15:1)+H","566.5507","548.5401","530.5295","326.3417","308.3312","240.2322","296.3312","11.2871939393939","11.5871939393939","12093"
"","Cer-NDS(d21:0/16:1)+H",0,0,0,0,0,0,0,"8.9316625","9.2316625","6904","","Cer-NDS(d21:0/16:1)+H",0,0,0,0,0,0,0,"8.9316625","9.2316625","6904","","Cer-NDS(d21:0/16:1)+H",0,0,0,0,0,0,0,"8.9316625","9.2316625","6904","","Cer-NDS(d21:0/16:1)+H",0,0,0,0,0,0,0,"8.9316625","9.2316625","6904","","Cer-NDS(d21:0/16:1)+H",0,0,0,0,0,0,0,"8.9316625","9.2316625","6904","","Cer-NDS(d21:0/16:1)+H","580.5663","562.5557","544.5452","326.3417","308.3312","254.2478","296.3312","8.9316625","9.2316625","6904"
"","Cer-NDS(d21:0/17:0)+H",0,0,0,0,0,0,0,"8.09795277777778","8.39795277777778","3762","","Cer-NDS(d21:0/17:0)+H",0,0,0,0,0,0,0,"8.09795277777778","8.39795277777778","3762","","Cer-NDS(d21:0/17:0)+H",0,0,0,0,0,0,0,"8.09795277777778","8.39795277777778","3762","","Cer-NDS(d21:0/17:0)+H",0,0,0,0,0,0,0,"8.09795277777778","8.39795277777778","3762","","Cer-NDS(d21:0/17:0)+H",0,0,0,0,0,0,0,"8.09795277777778","8.39795277777778","3762","","Cer-NDS(d21:0/17:0)+H","596.5976","578.587","560.5765","326.3417","308.3312","270.2791","296.3312","8.09795277777778","8.39795277777778","3762"
"","Cer-NDS(d21:0/17:0)+H",0,0,0,0,0,0,0,"9.80331111111111","10.1033111111111","4484","","Cer-NDS(d21:0/17:0)+H",0,0,0,0,0,0,0,"9.80331111111111","10.1033111111111","4484","","Cer-NDS(d21:0/17:0)+H",0,0,0,0,0,0,0,"9.80331111111111","10.1033111111111","4484","","Cer-NDS(d21:0/17:0)+H",0,0,0,0,0,0,0,"9.80331111111111","10.1033111111111","4484","","Cer-NDS(d21:0/17:0)+H",0,0,0,0,0,0,0,"9.80331111111111","10.1033111111111","4484","","Cer-NDS(d21:0/17:0)+H","596.5976","578.587","560.5765","326.3417","308.3312","270.2791","296.3312","9.80331111111111","10.1033111111111","4484"
"","Cer-NDS(d21:0/18:0)+H",0,0,0,0,0,0,0,"10.2995597222222","10.5995597222222","16705","","Cer-NDS(d21:0/18:0)+H",0,0,0,0,0,0,0,"10.2995597222222","10.5995597222222","16705","","Cer-NDS(d21:0/18:0)+H",0,0,0,0,0,0,0,"10.2995597222222","10.5995597222222","16705","","Cer-NDS(d21:0/18:0)+H",0,0,0,0,0,0,0,"10.2995597222222","10.5995597222222","16705","","Cer-NDS(d21:0/18:0)+H",0,0,0,0,0,0,0,"10.2995597222222","10.5995597222222","16705","","Cer-NDS(d21:0/18:0)+H","610.6133","592.6027","574.5921","326.3417","308.3312","284.2948","296.3312","10.2995597222222","10.5995597222222","16705"
"","Cer-NDS(d21:0/18:1)+H",0,0,0,0,0,0,0,"9.9510847222222","10.2510847222222","1711","","Cer-NDS(d21:0/18:1)+H",0,0,0,0,0,0,0,"9.9510847222222","10.2510847222222","1711","","Cer-NDS(d21:0/18:1)+H",0,0,0,0,0,0,0,"9.9510847222222","10.2510847222222","1711","","Cer-NDS(d21:0/18:1)+H",0,0,0,0,0,0,0,"9.9510847222222","10.2510847222222","1711","","Cer-NDS(d21:0/18:1)+H",0,0,0,0,0,0,0,"9.9510847222222","10.2510847222222","1711","","Cer-NDS(d21:0/18:1)+H","608.5976","590.587","572.5765","326.3417","308.3312","282.2791","296.3312","9.9510847222222","10.2510847222222","1711"
"","Cer-NDS(d21:0/18:1)+H",0,0,0,0,0,0,0,"12.126425","12.426425","17746","","Cer-NDS(d21:0/18:1)+H",0,0,0,0,0,0,0,"12.126425","12.426425","17746","","Cer-NDS(d21:0/18:1)+H",0,0,0,0,0,0,0,"12.126425","12.426425","17746","","Cer-NDS(d21:0/18:1)+H",0,0,0,0,0,0,0,"12.126425","12.426425","17746","","Cer-NDS(d21:0/18:1)+H",0,0,0,0,0,0,0,"12.126425","12.426425","17746","","Cer-NDS(d21:0/18:1)+H","608.5976","590.587","572.5765","326.3417","308.3312","282.2791","296.3312","12.126425","12.426425","17746"
"","Cer-NDS(d21:0/19:0)+H",0,0,0,0,0,0,0,"10.7435694444444","11.0435694444444","1417","","Cer-NDS(d21:0/19:0)+H",0,0,0,0,0,0,0,"10.7435694444444","11.0435694444444","1417","","Cer-NDS(d21:0/19:0)+H",0,0,0,0,0,0,0,"10.7435694444444","11.0435694444444","1417","","Cer-NDS(d21:0/19:0)+H",0,0,0,0,0,0,0,"10.7435694444444","11.0435694444444","1417","","Cer-NDS(d21:0/19:0)+H",0,0,0,0,0,0,0,"10.7435694444444","11.0435694444444","1417","","Cer-NDS(d21:0/19:0)+H","624.6289","606.6183","588.6078","326.3417","308.3312","298.3105","296.3312","10.7435694444444","11.0435694444444","1417"
