"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","HBMP","[M+NH4]+","[M-SN3-H3O4P]+","[SN2+C3H4O2+H]+","[SN3+C3H4O2+H]+","[SN1+C3H4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","HBMP","[M+NH4]+","[M-SN3-H3O4P]+","[SN2+C3H4O2+H]+","[SN3+C3H4O2+H]+","[SN1+C3H4O2+H]+","RT_min","RT_max","Comment","Number of Scans","HBMP","[M+NH4]+","[M-SN3-H3O4P]+","[SN2+C3H4O2+H]+","[SN3+C3H4O2+H]+","[SN1+C3H4O2+H]+","RT_min","RT_max","Comment","Max Intensity","HBMP","[M+NH4]+","[M-SN3-H3O4P]+","[SN2+C3H4O2+H]+","[SN3+C3H4O2+H]+","[SN1+C3H4O2+H]+","RT_min","RT_max","Comment","Average m/z","HBMP","[M+NH4]+","[M-SN3-H3O4P]+","[SN2+C3H4O2+H]+","[SN3+C3H4O2+H]+","[SN1+C3H4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","HBMP","[M+NH4]+","[M-SN3-H3O4P]+","[SN2+C3H4O2+H]+","[SN3+C3H4O2+H]+","[SN1+C3H4O2+H]+","RT_min","RT_max","Comment"
"","HBMP(16:0_16:2_14:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(16:0_16:2_14:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(16:0_16:2_14:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(16:0_16:2_14:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(16:0_16:2_14:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(16:0_16:2_14:0)+NH4","946.7112","547.4726","309.2424","285.2424","313.2737","10.6110569444444","10.9110569444444","5737"
"","HBMP(16:0_16:2_14:1)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_16:2_14:1)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_16:2_14:1)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_16:2_14:1)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_16:2_14:1)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_16:2_14:1)+NH4","944.6956","547.4726","309.2424","283.2268","313.2737","9.8998875","10.1998875","4975"
"","HBMP(16:0_16:2_18:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_16:2_18:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_16:2_18:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_16:2_18:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_16:2_18:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_16:2_18:0)+NH4","1002.774","547.4726","309.2424","341.3051","313.2737","12.0416597222222","12.3416597222222","2297"
"","HBMP(16:0_16:2_20:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_16:2_20:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_16:2_20:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_16:2_20:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_16:2_20:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_16:2_20:0)+NH4","1030.805","547.4726","309.2424","369.3363","313.2737","12.6779097222222","12.9779097222222","2632"
"","HBMP(16:0_16:2_20:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_16:2_20:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_16:2_20:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_16:2_20:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_16:2_20:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_16:2_20:0)+NH4","1030.805","547.4726","309.2424","369.3363","313.2737","10.8570590909091","11.1570590909091","18417"
"","HBMP(16:0_16:2_20:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_16:2_20:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_16:2_20:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_16:2_20:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_16:2_20:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_16:2_20:1)+NH4","1028.789","547.4726","309.2424","367.3207","313.2737","12.1038722222222","12.4038722222222","3010"
"","HBMP(16:0_16:2_20:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:2_20:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:2_20:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:2_20:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:2_20:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:2_20:2)+NH4","1026.774","547.4726","309.2424","365.3051","313.2737","11.5779791666667","11.8779791666667","5808"
"","HBMP(16:0_16:3_14:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_16:3_14:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_16:3_14:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_16:3_14:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_16:3_14:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_16:3_14:0)+NH4","944.6956","545.457","307.2268","285.2424","313.2737","9.8998875","10.1998875","4975"
"","HBMP(16:0_16:3_14:1)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_16:3_14:1)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_16:3_14:1)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_16:3_14:1)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_16:3_14:1)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_16:3_14:1)+NH4","942.6799","545.457","307.2268","283.2268","313.2737","9.19669166666667","9.49669166666667","6142"
"","HBMP(16:0_16:3_20:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_16:3_20:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_16:3_20:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_16:3_20:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_16:3_20:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_16:3_20:0)+NH4","1028.789","545.457","307.2268","369.3363","313.2737","12.1038722222222","12.4038722222222","3010"
"","HBMP(16:0_16:3_20:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:3_20:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:3_20:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:3_20:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:3_20:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:3_20:1)+NH4","1026.774","545.457","307.2268","367.3207","313.2737","11.5779791666667","11.8779791666667","5808"
"","HBMP(16:0_16:4_14:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_16:4_14:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_16:4_14:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_16:4_14:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_16:4_14:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_16:4_14:0)+NH4","942.6799","543.4413","305.2112","285.2424","313.2737","9.19669166666667","9.49669166666667","6142"
"","HBMP(16:0_16:4_20:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:4_20:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:4_20:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:4_20:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:4_20:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_16:4_20:0)+NH4","1026.774","543.4413","305.2112","369.3363","313.2737","11.5779791666667","11.8779791666667","5808"
"","HBMP(16:0_18:0_14:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(16:0_18:0_14:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(16:0_18:0_14:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(16:0_18:0_14:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(16:0_18:0_14:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(16:0_18:0_14:0)+NH4","978.7738","579.5352","341.3051","285.2424","313.2737","10.8824257575758","11.1824257575758","7711"
"","HBMP(16:0_18:0_16:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:0_16:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:0_16:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:0_16:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:0_16:2)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:0_16:2)+NH4","1002.774","579.5352","341.3051","309.2424","313.2737","12.0416597222222","12.3416597222222","2297"
"","HBMP(16:0_18:0_18:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:0_18:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:0_18:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:0_18:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:0_18:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:0_18:2)+NH4","1030.805","579.5352","341.3051","337.2737","313.2737","12.6779097222222","12.9779097222222","2632"
"","HBMP(16:0_18:0_18:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:0_18:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:0_18:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:0_18:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:0_18:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:0_18:2)+NH4","1030.805","579.5352","341.3051","337.2737","313.2737","10.8570590909091","11.1570590909091","18417"
"","HBMP(16:0_18:0_18:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:0_18:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:0_18:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:0_18:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:0_18:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:0_18:3)+NH4","1028.789","579.5352","341.3051","335.2581","313.2737","12.1038722222222","12.4038722222222","3010"
"","HBMP(16:0_18:0_18:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:0_18:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:0_18:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:0_18:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:0_18:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:0_18:4)+NH4","1026.774","579.5352","341.3051","333.2424","313.2737","11.5779791666667","11.8779791666667","5808"
"","HBMP(16:0_18:1_16:1)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:1_16:1)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:1_16:1)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:1_16:1)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:1_16:1)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:1_16:1)+NH4","1002.774","577.5196","339.2894","311.2581","313.2737","12.0416597222222","12.3416597222222","2297"
"","HBMP(16:0_18:1_18:1)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:1_18:1)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:1_18:1)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:1_18:1)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:1_18:1)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:1_18:1)+NH4","1030.805","577.5196","339.2894","339.2894","313.2737","12.6779097222222","12.9779097222222","2632"
"","HBMP(16:0_18:1_18:1)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:1_18:1)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:1_18:1)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:1_18:1)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:1_18:1)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:1_18:1)+NH4","1030.805","577.5196","339.2894","339.2894","313.2737","10.8570590909091","11.1570590909091","18417"
"","HBMP(16:0_18:1_18:2)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:1_18:2)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:1_18:2)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:1_18:2)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:1_18:2)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:1_18:2)+NH4","1028.789","577.5196","339.2894","337.2737","313.2737","12.1038722222222","12.4038722222222","3010"
"","HBMP(16:0_18:1_18:3)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:1_18:3)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:1_18:3)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:1_18:3)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:1_18:3)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:1_18:3)+NH4","1026.774","577.5196","339.2894","335.2581","313.2737","11.5779791666667","11.8779791666667","5808"
"","HBMP(16:0_18:2_12:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(16:0_18:2_12:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(16:0_18:2_12:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(16:0_18:2_12:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(16:0_18:2_12:0)+NH4",0,0,0,0,0,"10.6110569444444","10.9110569444444","5737","","HBMP(16:0_18:2_12:0)+NH4","946.7112","575.5039","337.2737","257.2112","313.2737","10.6110569444444","10.9110569444444","5737"
"","HBMP(16:0_18:2_16:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:2_16:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:2_16:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:2_16:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:2_16:0)+NH4",0,0,0,0,0,"12.0416597222222","12.3416597222222","2297","","HBMP(16:0_18:2_16:0)+NH4","1002.774","575.5039","337.2737","313.2737","313.2737","12.0416597222222","12.3416597222222","2297"
"","HBMP(16:0_18:2_18:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:2_18:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:2_18:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:2_18:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:2_18:0)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_18:2_18:0)+NH4","1030.805","575.5039","337.2737","341.3051","313.2737","12.6779097222222","12.9779097222222","2632"
"","HBMP(16:0_18:2_18:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:2_18:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:2_18:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:2_18:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:2_18:0)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_18:2_18:0)+NH4","1030.805","575.5039","337.2737","341.3051","313.2737","10.8570590909091","11.1570590909091","18417"
"","HBMP(16:0_18:2_18:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:2_18:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:2_18:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:2_18:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:2_18:1)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:2_18:1)+NH4","1028.789","575.5039","337.2737","339.2894","313.2737","12.1038722222222","12.4038722222222","3010"
"","HBMP(16:0_18:2_18:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:2_18:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:2_18:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:2_18:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:2_18:2)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:2_18:2)+NH4","1026.774","575.5039","337.2737","337.2737","313.2737","11.5779791666667","11.8779791666667","5808"
"","HBMP(16:0_18:3_12:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_18:3_12:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_18:3_12:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_18:3_12:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_18:3_12:0)+NH4",0,0,0,0,0,"9.8998875","10.1998875","4975","","HBMP(16:0_18:3_12:0)+NH4","944.6956","573.4883","335.2581","257.2112","313.2737","9.8998875","10.1998875","4975"
"","HBMP(16:0_18:3_18:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:3_18:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:3_18:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:3_18:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:3_18:0)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_18:3_18:0)+NH4","1028.789","573.4883","335.2581","341.3051","313.2737","12.1038722222222","12.4038722222222","3010"
"","HBMP(16:0_18:3_18:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:3_18:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:3_18:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:3_18:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:3_18:1)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:3_18:1)+NH4","1026.774","573.4883","335.2581","339.2894","313.2737","11.5779791666667","11.8779791666667","5808"
"","HBMP(16:0_18:4_12:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_18:4_12:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_18:4_12:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_18:4_12:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_18:4_12:0)+NH4",0,0,0,0,0,"9.19669166666667","9.49669166666667","6142","","HBMP(16:0_18:4_12:0)+NH4","942.6799","571.4726","333.2424","257.2112","313.2737","9.19669166666667","9.49669166666667","6142"
"","HBMP(16:0_18:4_18:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:4_18:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:4_18:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:4_18:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:4_18:0)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_18:4_18:0)+NH4","1026.774","571.4726","333.2424","341.3051","313.2737","11.5779791666667","11.8779791666667","5808"
"","HBMP(16:0_20:0_12:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(16:0_20:0_12:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(16:0_20:0_12:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(16:0_20:0_12:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(16:0_20:0_12:0)+NH4",0,0,0,0,0,"10.8824257575758","11.1824257575758","7711","","HBMP(16:0_20:0_12:0)+NH4","978.7738","607.5665","369.3363","257.2112","313.2737","10.8824257575758","11.1824257575758","7711"
"","HBMP(16:0_20:0_16:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_20:0_16:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_20:0_16:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_20:0_16:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_20:0_16:2)+NH4",0,0,0,0,0,"12.6779097222222","12.9779097222222","2632","","HBMP(16:0_20:0_16:2)+NH4","1030.805","607.5665","369.3363","309.2424","313.2737","12.6779097222222","12.9779097222222","2632"
"","HBMP(16:0_20:0_16:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_20:0_16:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_20:0_16:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_20:0_16:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_20:0_16:2)+NH4",0,0,0,0,0,"10.8570590909091","11.1570590909091","18417","","HBMP(16:0_20:0_16:2)+NH4","1030.805","607.5665","369.3363","309.2424","313.2737","10.8570590909091","11.1570590909091","18417"
"","HBMP(16:0_20:0_16:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_20:0_16:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_20:0_16:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_20:0_16:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_20:0_16:3)+NH4",0,0,0,0,0,"12.1038722222222","12.4038722222222","3010","","HBMP(16:0_20:0_16:3)+NH4","1028.789","607.5665","369.3363","307.2268","313.2737","12.1038722222222","12.4038722222222","3010"
"","HBMP(16:0_20:0_16:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_20:0_16:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_20:0_16:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_20:0_16:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_20:0_16:4)+NH4",0,0,0,0,0,"11.5779791666667","11.8779791666667","5808","","HBMP(16:0_20:0_16:4)+NH4","1026.774","607.5665","369.3363","305.2112","313.2737","11.5779791666667","11.8779791666667","5808"
