"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","RT at Max Intensity","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Number of Scans","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Max Intensity","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Average m/z","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PG","[M+NH4]+","NL Head","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment"
"","PG(8:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"2.62962916666667","2.92962916666667","12217","","PG(8:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"2.62962916666667","2.92962916666667","12217","","PG(8:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"2.62962916666667","2.92962916666667","12217","","PG(8:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"2.62962916666667","2.92962916666667","12217","","PG(8:0_14:0)+NH4",0,0,0,0,0,0,0,0,0,"2.62962916666667","2.92962916666667","12217","","PG(8:0_14:0)+NH4","600.38716","429.38126","411.346927","439.245586","355.151686","127.11175","211.20565","201.14853","285.24243","2.62962916666667","2.92962916666667","12217"
"","PG(8:0_15:0)+NH4",0,0,0,0,0,0,0,0,0,"2.96007083333333","3.26007083333333","8820","","PG(8:0_15:0)+NH4",0,0,0,0,0,0,0,0,0,"2.96007083333333","3.26007083333333","8820","","PG(8:0_15:0)+NH4",0,0,0,0,0,0,0,0,0,"2.96007083333333","3.26007083333333","8820","","PG(8:0_15:0)+NH4",0,0,0,0,0,0,0,0,0,"2.96007083333333","3.26007083333333","8820","","PG(8:0_15:0)+NH4",0,0,0,0,0,0,0,0,0,"2.96007083333333","3.26007083333333","8820","","PG(8:0_15:0)+NH4","614.40286","443.39696","425.362627","453.261286","355.151686","127.11175","225.22135","201.14853","299.25813","2.96007083333333","3.26007083333333","8820"
"","PG(8:0_17:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","2688","","PG(8:0_17:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","2688","","PG(8:0_17:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","2688","","PG(8:0_17:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","2688","","PG(8:0_17:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","2688","","PG(8:0_17:0)+NH4","642.43416","471.42826","453.393927","481.292586","355.151686","127.11175","253.25265","201.14853","327.28943","3.20013888888889","3.50013888888889","2688"
"","PG(8:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"2.88142222222222","3.18142222222222","5201","","PG(8:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"2.88142222222222","3.18142222222222","5201","","PG(8:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"2.88142222222222","3.18142222222222","5201","","PG(8:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"2.88142222222222","3.18142222222222","5201","","PG(8:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"2.88142222222222","3.18142222222222","5201","","PG(8:0_18:0)+NH4","656.44976","485.44386","467.409527","495.308186","355.151686","127.11175","267.26825","201.14853","341.30503","2.88142222222222","3.18142222222222","5201"
"","PG(8:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PG(8:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PG(8:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PG(8:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PG(8:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PG(8:0_18:2)+NH4","652.41846","481.41256","463.378227","491.276886","355.151686","127.11175","263.23695","201.14853","337.27373","2.6957875","2.9957875","8069"
"","PG(8:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PG(8:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PG(8:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PG(8:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PG(8:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PG(8:0_18:3)+NH4","650.40286","479.39696","461.362627","489.261286","355.151686","127.11175","261.22135","201.14853","335.25813","0.92806527777778","1.22806527777778","5931"
"","PG(8:0_20:0)+NH4",0,0,1,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","171","","PG(8:0_20:0)+NH4",0,0,4.258391,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","171","","PG(8:0_20:0)+NH4",0,0,2,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","171","","PG(8:0_20:0)+NH4",0,0,8996515,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","171","","PG(8:0_20:0)+NH4",0,0,495.4412,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","171","","PG(8:0_20:0)+NH4","684.48106","513.47516","495.440827","523.339486","355.151686","127.11175","295.29955","201.14853","369.33633","4.09877222222222","4.39877222222222","171"
"","PG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(8:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(8:0_20:0)+NH4","684.48106","513.47516","495.440827","523.339486","355.151686","127.11175","295.29955","201.14853","369.33633","4.91529722222222","5.21529722222222","2547"
"","PG(8:0_20:2)+NH4",1,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(8:0_20:2)+NH4",4.028213,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(8:0_20:2)+NH4",1,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(8:0_20:2)+NH4",3461.459,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(8:0_20:2)+NH4",680.4498,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(8:0_20:2)+NH4","680.44976","509.44386","491.409527","519.308186","355.151686","127.11175","291.26825","201.14853","365.30503","3.85204848484848","4.15204848484848","264"
"","PG(8:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(8:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(8:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(8:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(8:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(8:0_20:2)+NH4","680.44976","509.44386","491.409527","519.308186","355.151686","127.11175","291.26825","201.14853","365.30503","4.899375","5.199375","2098"
"","PG(8:0_20:2)+NH4",1,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(8:0_20:2)+NH4",4.028213,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(8:0_20:2)+NH4",1,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(8:0_20:2)+NH4",3461.459,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(8:0_20:2)+NH4",680.4498,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(8:0_20:2)+NH4","680.44976","509.44386","491.409527","519.308186","355.151686","127.11175","291.26825","201.14853","365.30503","3.85645138888889","4.15645138888889","12646"
"","PG(8:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(8:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(8:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(8:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(8:0_20:2)+NH4",0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(8:0_20:2)+NH4","680.44976","509.44386","491.409527","519.308186","355.151686","127.11175","291.26825","201.14853","365.30503","4.91009027777778","5.21009027777778","12764"
"","PG(8:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PG(8:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PG(8:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PG(8:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PG(8:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PG(8:0_20:3)+NH4","678.43416","507.42826","489.393927","517.292586","355.151686","127.11175","289.25265","201.14853","363.28943","1.40908333333333","1.70908333333333","10447"
"","PG(8:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PG(8:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PG(8:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PG(8:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PG(8:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PG(8:0_20:4)+NH4","676.41846","505.41256","487.378227","515.276886","355.151686","127.11175","287.23695","201.14853","361.27373","1.04389166666667","1.34389166666667","10733"
"","PG(8:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(8:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(8:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(8:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(8:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(8:0_21:0)+NH4","698.49676","527.49086","509.456527","537.355186","355.151686","127.11175","309.31525","201.14853","383.35203","4.48690972222222","4.78690972222222","4828"
"","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(8:0_22:0)+NH4","712.51236","541.50646","523.472127","551.370786","355.151686","127.11175","323.33085","201.14853","397.36763","4.09877222222222","4.39877222222222","2115"
"","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","4290","","PG(8:0_22:0)+NH4","712.51236","541.50646","523.472127","551.370786","355.151686","127.11175","323.33085","201.14853","397.36763","3.20013888888889","3.50013888888889","4290"
"","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(8:0_22:0)+NH4",0,0,0,0,0,0,0,0,0,"4.9523","5.2523","5349","","PG(8:0_22:0)+NH4","712.51236","541.50646","523.472127","551.370786","355.151686","127.11175","323.33085","201.14853","397.36763","4.9523","5.2523","5349"
"","PG(8:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PG(8:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PG(8:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PG(8:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PG(8:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PG(8:0_22:3)+NH4","706.46546","535.45956","517.425227","545.323886","355.151686","127.11175","317.28395","201.14853","391.32073","1.34317916666667","1.64317916666667","6183"
"","PG(8:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PG(8:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PG(8:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PG(8:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PG(8:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PG(8:0_22:4)+NH4","704.44976","533.44386","515.409527","543.308186","355.151686","127.11175","315.26825","201.14853","389.30503","1.05886111111111","1.35886111111111","7726"
"","PG(8:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(8:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(8:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(8:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(8:0_23:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","7940","","PG(8:0_23:0)+NH4","726.52806","555.52216","537.487827","565.386486","355.151686","127.11175","337.34655","201.14853","411.38333","3.20013888888889","3.50013888888889","7940"
"","PG(8:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(8:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(8:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(8:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(8:0_25:0)+NH4",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3023","","PG(8:0_25:0)+NH4","754.55936","583.55346","565.519127","593.417786","355.151686","127.11175","365.37785","201.14853","439.41463","4.10132083333333","4.40132083333333","3023"
"","PG(10:0_12:0)+NH4",0,0,0,0,0,0,0,0,0,"2.62962916666667","2.92962916666667","12217","","PG(10:0_12:0)+NH4",0,0,0,0,0,0,0,0,0,"2.62962916666667","2.92962916666667","12217","","PG(10:0_12:0)+NH4",0,0,0,0,0,0,0,0,0,"2.62962916666667","2.92962916666667","12217","","PG(10:0_12:0)+NH4",0,0,0,0,0,0,0,0,0,"2.62962916666667","2.92962916666667","12217","","PG(10:0_12:0)+NH4",0,0,0,0,0,0,0,0,0,"2.62962916666667","2.92962916666667","12217","","PG(10:0_12:0)+NH4","600.38716","429.38126","411.346927","411.214286","383.182986","155.14305","183.17435","229.17983","257.21113","2.62962916666667","2.92962916666667","12217"
"","PG(10:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"2.96007083333333","3.26007083333333","8820","","PG(10:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"2.96007083333333","3.26007083333333","8820","","PG(10:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"2.96007083333333","3.26007083333333","8820","","PG(10:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"2.96007083333333","3.26007083333333","8820","","PG(10:0_13:0)+NH4",0,0,0,0,0,0,0,0,0,"2.96007083333333","3.26007083333333","8820","","PG(10:0_13:0)+NH4","614.40286","443.39696","425.362627","425.229986","383.182986","155.14305","197.19005","229.17983","271.22683","2.96007083333333","3.26007083333333","8820"
"","PG(10:0_15:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","2688","","PG(10:0_15:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","2688","","PG(10:0_15:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","2688","","PG(10:0_15:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","2688","","PG(10:0_15:0)+NH4",0,0,0,0,0,0,0,0,0,"3.20013888888889","3.50013888888889","2688","","PG(10:0_15:0)+NH4","642.43416","471.42826","453.393927","453.261286","383.182986","155.14305","225.22135","229.17983","299.25813","3.20013888888889","3.50013888888889","2688"
"","PG(10:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"2.88142222222222","3.18142222222222","5201","","PG(10:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"2.88142222222222","3.18142222222222","5201","","PG(10:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"2.88142222222222","3.18142222222222","5201","","PG(10:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"2.88142222222222","3.18142222222222","5201","","PG(10:0_16:0)+NH4",0,0,0,0,0,0,0,0,0,"2.88142222222222","3.18142222222222","5201","","PG(10:0_16:0)+NH4","656.44976","485.44386","467.409527","467.276886","383.182986","155.14305","239.23695","229.17983","313.27373","2.88142222222222","3.18142222222222","5201"
"","PG(10:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PG(10:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PG(10:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PG(10:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PG(10:0_17:2)+NH4",0,0,0,0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PG(10:0_17:2)+NH4","666.43416","495.42826","477.393927","477.261286","383.182986","155.14305","249.22135","229.17983","323.25813","0.97390138888889","1.27390138888889","5474"
"","PG(10:0_18:0)+NH4",0,0,1,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","171","","PG(10:0_18:0)+NH4",0,0,4.258391,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","171","","PG(10:0_18:0)+NH4",0,0,2,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","171","","PG(10:0_18:0)+NH4",0,0,8996515,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","171","","PG(10:0_18:0)+NH4",0,0,495.4412,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","171","","PG(10:0_18:0)+NH4","684.48106","513.47516","495.440827","495.308186","383.182986","155.14305","267.26825","229.17983","341.30503","4.09877222222222","4.39877222222222","171"
"","PG(10:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(10:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(10:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(10:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(10:0_18:0)+NH4",0,0,0,0,0,0,0,0,0,"4.91529722222222","5.21529722222222","2547","","PG(10:0_18:0)+NH4","684.48106","513.47516","495.440827","495.308186","383.182986","155.14305","267.26825","229.17983","341.30503","4.91529722222222","5.21529722222222","2547"
"","PG(10:0_18:2)+NH4",1,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(10:0_18:2)+NH4",4.028213,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(10:0_18:2)+NH4",1,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(10:0_18:2)+NH4",3461.459,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(10:0_18:2)+NH4",680.4498,0,0,0,0,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PG(10:0_18:2)+NH4","680.44976","509.44386","491.409527","491.276886","383.182986","155.14305","263.23695","229.17983","337.27373","3.85204848484848","4.15204848484848","264"
"","PG(10:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(10:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(10:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(10:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(10:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.899375","5.199375","2098","","PG(10:0_18:2)+NH4","680.44976","509.44386","491.409527","491.276886","383.182986","155.14305","263.23695","229.17983","337.27373","4.899375","5.199375","2098"
"","PG(10:0_18:2)+NH4",1,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(10:0_18:2)+NH4",4.028213,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(10:0_18:2)+NH4",1,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(10:0_18:2)+NH4",3461.459,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(10:0_18:2)+NH4",680.4498,0,0,0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PG(10:0_18:2)+NH4","680.44976","509.44386","491.409527","491.276886","383.182986","155.14305","263.23695","229.17983","337.27373","3.85645138888889","4.15645138888889","12646"
"","PG(10:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(10:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(10:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(10:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(10:0_18:2)+NH4",0,0,0,0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PG(10:0_18:2)+NH4","680.44976","509.44386","491.409527","491.276886","383.182986","155.14305","263.23695","229.17983","337.27373","4.91009027777778","5.21009027777778","12764"
"","PG(10:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PG(10:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PG(10:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PG(10:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PG(10:0_18:3)+NH4",0,0,0,0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PG(10:0_18:3)+NH4","678.43416","507.42826","489.393927","489.261286","383.182986","155.14305","261.22135","229.17983","335.25813","1.40908333333333","1.70908333333333","10447"
"","PG(10:0_18:4)+NH4",0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PG(10:0_18:4)+NH4",0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PG(10:0_18:4)+NH4",0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PG(10:0_18:4)+NH4",0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PG(10:0_18:4)+NH4",0,0,0,0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PG(10:0_18:4)+NH4","676.41846","505.41256","487.378227","487.245586","383.182986","155.14305","259.20565","229.17983","333.24243","1.04389166666667","1.34389166666667","10733"
"","PG(10:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(10:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(10:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(10:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(10:0_19:0)+NH4",0,0,0,0,0,0,0,0,0,"4.48690972222222","4.78690972222222","4828","","PG(10:0_19:0)+NH4","698.49676","527.49086","509.456527","509.323886","383.182986","155.14305","281.28395","229.17983","355.32073","4.48690972222222","4.78690972222222","4828"
"","PG(10:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(10:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(10:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(10:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(10:0_20:0)+NH4",0,0,0,0,0,0,0,0,0,"4.09877222222222","4.39877222222222","2115","","PG(10:0_20:0)+NH4","712.51236","541.50646","523.472127","523.339486","383.182986","155.14305","295.29955","229.17983","369.33633","4.09877222222222","4.39877222222222","2115"
