"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","ether-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","RT at Max Intensity","ether-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Number of Scans","ether-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Max Intensity","ether-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Average m/z","ether-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","ether-PS","[M+H]+","NL_head","NL_T2_RCOOH","T2_RCO+","RT_min","RT_max","Comment"
"","Plasmanyl-PS(O-18:0/20:5)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(O-18:0/20:5)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(O-18:0/20:5)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(O-18:0/20:5)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(O-18:0/20:5)+H",0,0,0,0,"2.63831944444444","2.93831944444444","6882","","Plasmanyl-PS(O-18:0/20:5)+H","796.54879","611.53984","327.32579","285.22135","2.63831944444444","2.93831944444444","6882"
"","Plasmanyl-PS(O-18:0/20:5)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(O-18:0/20:5)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(O-18:0/20:5)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(O-18:0/20:5)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(O-18:0/20:5)+H",0,0,0,0,"5.08153636363636","5.38153636363636","9347","","Plasmanyl-PS(O-18:0/20:5)+H","796.54879","611.53984","327.32579","285.22135","5.08153636363636","5.38153636363636","9347"
"","Plasmanyl-PS(O-18:0/21:0)+H",0,0,0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(O-18:0/21:0)+H",0,0,0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(O-18:0/21:0)+H",0,0,0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(O-18:0/21:0)+H",0,0,0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(O-18:0/21:0)+H",0,0,0,0,"9.18499722222222","9.48499722222222","1759","","Plasmanyl-PS(O-18:0/21:0)+H","820.64269","635.63374","327.32579","309.31525","9.18499722222222","9.48499722222222","1759"
"","Plasmanyl-PS(O-18:0/22:0)+H",0,0,0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(O-18:0/22:0)+H",0,0,0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(O-18:0/22:0)+H",0,0,0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(O-18:0/22:0)+H",0,0,0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(O-18:0/22:0)+H",0,0,0,0,"9.19317878787879","9.49317878787879","3095","","Plasmanyl-PS(O-18:0/22:0)+H","834.65829","649.64934","327.32579","323.33085","9.19317878787879","9.49317878787879","3095"
"","Plasmanyl-PS(O-18:0/22:0)+H",0,0,0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(O-18:0/22:0)+H",0,0,0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(O-18:0/22:0)+H",0,0,0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(O-18:0/22:0)+H",0,0,0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(O-18:0/22:0)+H",0,0,0,0,"9.20111527777778","9.50111527777778","17195","","Plasmanyl-PS(O-18:0/22:0)+H","834.65829","649.64934","327.32579","323.33085","9.20111527777778","9.50111527777778","17195"
"","Plasmanyl-PS(O-18:0/22:3)+H",1,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmanyl-PS(O-18:0/22:3)+H",7.465267,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmanyl-PS(O-18:0/22:3)+H",1,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmanyl-PS(O-18:0/22:3)+H",170996.9,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmanyl-PS(O-18:0/22:3)+H",828.6122,0,0,0,"7.28486944444444","7.58486944444444","996","","Plasmanyl-PS(O-18:0/22:3)+H","828.61139","643.60244","327.32579","317.28395","7.28486944444444","7.58486944444444","996"
"","Plasmanyl-PS(O-18:0/22:3)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmanyl-PS(O-18:0/22:3)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmanyl-PS(O-18:0/22:3)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmanyl-PS(O-18:0/22:3)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmanyl-PS(O-18:0/22:3)+H",0,0,0,0,"5.44522424242424","5.74522424242424","10621","","Plasmanyl-PS(O-18:0/22:3)+H","828.61139","643.60244","327.32579","317.28395","5.44522424242424","5.74522424242424","10621"
"","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"4.8403375","5.1403375","2200","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"4.8403375","5.1403375","2200","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"4.8403375","5.1403375","2200","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"4.8403375","5.1403375","2200","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"4.8403375","5.1403375","2200","","Plasmanyl-PS(O-18:0/22:4)+H","826.59569","641.58674","327.32579","315.26825","4.8403375","5.1403375","2200"
"","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"6.15288888888889","6.45288888888889","2392","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"6.15288888888889","6.45288888888889","2392","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"6.15288888888889","6.45288888888889","2392","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"6.15288888888889","6.45288888888889","2392","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"6.15288888888889","6.45288888888889","2392","","Plasmanyl-PS(O-18:0/22:4)+H","826.59569","641.58674","327.32579","315.26825","6.15288888888889","6.45288888888889","2392"
"","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"4.33299444444444","4.63299444444444","6897","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"4.33299444444444","4.63299444444444","6897","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"4.33299444444444","4.63299444444444","6897","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"4.33299444444444","4.63299444444444","6897","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"4.33299444444444","4.63299444444444","6897","","Plasmanyl-PS(O-18:0/22:4)+H","826.59569","641.58674","327.32579","315.26825","4.33299444444444","4.63299444444444","6897"
"","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"5.07220555555556","5.37220555555556","14305","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"5.07220555555556","5.37220555555556","14305","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"5.07220555555556","5.37220555555556","14305","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"5.07220555555556","5.37220555555556","14305","","Plasmanyl-PS(O-18:0/22:4)+H",0,0,0,0,"5.07220555555556","5.37220555555556","14305","","Plasmanyl-PS(O-18:0/22:4)+H","826.59569","641.58674","327.32579","315.26825","5.07220555555556","5.37220555555556","14305"
"","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"4.9516","5.2516","2033","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"4.9516","5.2516","2033","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"4.9516","5.2516","2033","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"4.9516","5.2516","2033","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"4.9516","5.2516","2033","","Plasmanyl-PS(O-18:0/22:5)+H","824.58009","639.57114","327.32579","313.25265","4.9516","5.2516","2033"
"","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"4.10132083333333","4.40132083333333","6007","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"4.10132083333333","4.40132083333333","6007","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"4.10132083333333","4.40132083333333","6007","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"4.10132083333333","4.40132083333333","6007","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"4.10132083333333","4.40132083333333","6007","","Plasmanyl-PS(O-18:0/22:5)+H","824.58009","639.57114","327.32579","313.25265","4.10132083333333","4.40132083333333","6007"
"","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"3.35120555555556","3.65120555555556","14000","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"3.35120555555556","3.65120555555556","14000","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"3.35120555555556","3.65120555555556","14000","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"3.35120555555556","3.65120555555556","14000","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"3.35120555555556","3.65120555555556","14000","","Plasmanyl-PS(O-18:0/22:5)+H","824.58009","639.57114","327.32579","313.25265","3.35120555555556","3.65120555555556","14000"
"","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(O-18:0/22:5)+H",0,0,0,0,"3.88472638888889","4.18472638888889","18235","","Plasmanyl-PS(O-18:0/22:5)+H","824.58009","639.57114","327.32579","313.25265","3.88472638888889","4.18472638888889","18235"
"","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"4.53785277777778","4.83785277777778","4463","","Plasmanyl-PS(O-18:0/22:6)+H","822.56439","637.55544","327.32579","311.23695","4.53785277777778","4.83785277777778","4463"
"","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.08639027777778","3.38639027777778","6937","","Plasmanyl-PS(O-18:0/22:6)+H","822.56439","637.55544","327.32579","311.23695","3.08639027777778","3.38639027777778","6937"
"","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.66438472222222","3.96438472222222","7119","","Plasmanyl-PS(O-18:0/22:6)+H","822.56439","637.55544","327.32579","311.23695","3.66438472222222","3.96438472222222","7119"
"","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"5.19026666666667","5.49026666666667","8412","","Plasmanyl-PS(O-18:0/22:6)+H","822.56439","637.55544","327.32579","311.23695","5.19026666666667","5.49026666666667","8412"
"","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.69199166666667","3.99199166666667","13592","","Plasmanyl-PS(O-18:0/22:6)+H","822.56439","637.55544","327.32579","311.23695","3.69199166666667","3.99199166666667","13592"
"","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"4.92135972222222","5.22135972222222","15390","","Plasmanyl-PS(O-18:0/22:6)+H","822.56439","637.55544","327.32579","311.23695","4.92135972222222","5.22135972222222","15390"
"","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(O-18:0/22:6)+H",0,0,0,0,"3.31961805555556","3.61961805555556","16893","","Plasmanyl-PS(O-18:0/22:6)+H","822.56439","637.55544","327.32579","311.23695","3.31961805555556","3.61961805555556","16893"
"","Plasmanyl-PS(O-18:0/24:0)+H",0,0,0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(O-18:0/24:0)+H",0,0,0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(O-18:0/24:0)+H",0,0,0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(O-18:0/24:0)+H",0,0,0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(O-18:0/24:0)+H",0,0,0,0,"11.3090888888889","11.6090888888889","7568","","Plasmanyl-PS(O-18:0/24:0)+H","862.68959","677.68064","327.32579","351.36215","11.3090888888889","11.6090888888889","7568"
"","Plasmanyl-PS(O-18:0/24:1)+H",0,0,0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(O-18:0/24:1)+H",0,0,0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(O-18:0/24:1)+H",0,0,0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(O-18:0/24:1)+H",0,0,0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(O-18:0/24:1)+H",0,0,0,0,"9.9108183333333","10.2108183333333","15403","","Plasmanyl-PS(O-18:0/24:1)+H","860.67399","675.66504","327.32579","349.34655","9.9108183333333","10.2108183333333","15403"
"","Plasmanyl-PS(O-20:0/10:0)+H",0,0,0,0,"5.75403472222222","6.05403472222222","2025","","Plasmanyl-PS(O-20:0/10:0)+H",0,0,0,0,"5.75403472222222","6.05403472222222","2025","","Plasmanyl-PS(O-20:0/10:0)+H",0,0,0,0,"5.75403472222222","6.05403472222222","2025","","Plasmanyl-PS(O-20:0/10:0)+H",0,0,0,0,"5.75403472222222","6.05403472222222","2025","","Plasmanyl-PS(O-20:0/10:0)+H",0,0,0,0,"5.75403472222222","6.05403472222222","2025","","Plasmanyl-PS(O-20:0/10:0)+H","694.50179","509.49284","355.35709","155.14305","5.75403472222222","6.05403472222222","2025"
"","Plasmanyl-PS(O-20:0/13:0)+H",0,0,0,0,"5.75925833333333","6.05925833333333","3186","","Plasmanyl-PS(O-20:0/13:0)+H",0,0,0,0,"5.75925833333333","6.05925833333333","3186","","Plasmanyl-PS(O-20:0/13:0)+H",0,0,0,0,"5.75925833333333","6.05925833333333","3186","","Plasmanyl-PS(O-20:0/13:0)+H",0,0,0,0,"5.75925833333333","6.05925833333333","3186","","Plasmanyl-PS(O-20:0/13:0)+H",0,0,0,0,"5.75925833333333","6.05925833333333","3186","","Plasmanyl-PS(O-20:0/13:0)+H","736.54879","551.53984","355.35709","197.19005","5.75925833333333","6.05925833333333","3186"
"","Plasmanyl-PS(O-20:0/13:0)+H",0,0,0,0,"5.3107625","5.6107625","13747","","Plasmanyl-PS(O-20:0/13:0)+H",0,0,0,0,"5.3107625","5.6107625","13747","","Plasmanyl-PS(O-20:0/13:0)+H",0,0,0,0,"5.3107625","5.6107625","13747","","Plasmanyl-PS(O-20:0/13:0)+H",0,0,0,0,"5.3107625","5.6107625","13747","","Plasmanyl-PS(O-20:0/13:0)+H",0,0,0,0,"5.3107625","5.6107625","13747","","Plasmanyl-PS(O-20:0/13:0)+H","736.54879","551.53984","355.35709","197.19005","5.3107625","5.6107625","13747"
"","Plasmanyl-PS(O-20:0/14:1)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmanyl-PS(O-20:0/14:1)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmanyl-PS(O-20:0/14:1)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmanyl-PS(O-20:0/14:1)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmanyl-PS(O-20:0/14:1)+H",0,0,0,0,"4.89981527777778","5.19981527777778","9166","","Plasmanyl-PS(O-20:0/14:1)+H","748.54879","563.53984","355.35709","209.19005","4.89981527777778","5.19981527777778","9166"
"","Plasmanyl-PS(O-20:0/14:1)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmanyl-PS(O-20:0/14:1)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmanyl-PS(O-20:0/14:1)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmanyl-PS(O-20:0/14:1)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmanyl-PS(O-20:0/14:1)+H",0,0,0,0,"5.33257777777778","5.63257777777778","12455","","Plasmanyl-PS(O-20:0/14:1)+H","748.54879","563.53984","355.35709","209.19005","5.33257777777778","5.63257777777778","12455"
"","Plasmanyl-PS(O-20:0/15:1)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmanyl-PS(O-20:0/15:1)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmanyl-PS(O-20:0/15:1)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmanyl-PS(O-20:0/15:1)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmanyl-PS(O-20:0/15:1)+H",0,0,0,0,"5.44271805555556","5.74271805555556","3919","","Plasmanyl-PS(O-20:0/15:1)+H","762.56439","577.55544","355.35709","223.20565","5.44271805555556","5.74271805555556","3919"
"","Plasmanyl-PS(O-20:0/16:1)+H",1,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmanyl-PS(O-20:0/16:1)+H",6.225476,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmanyl-PS(O-20:0/16:1)+H",1,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmanyl-PS(O-20:0/16:1)+H",463349.5,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmanyl-PS(O-20:0/16:1)+H",776.5809,0,0,0,"6.06026805555555","6.36026805555555","551","","Plasmanyl-PS(O-20:0/16:1)+H","776.58009","591.57114","355.35709","237.22135","6.06026805555555","6.36026805555555","551"
"","Plasmanyl-PS(O-20:0/16:1)+H",1,0,0,0,"3.8481","4.1481","7330","","Plasmanyl-PS(O-20:0/16:1)+H",4.055396,0,0,0,"3.8481","4.1481","7330","","Plasmanyl-PS(O-20:0/16:1)+H",1,0,0,0,"3.8481","4.1481","7330","","Plasmanyl-PS(O-20:0/16:1)+H",1151.403,0,0,0,"3.8481","4.1481","7330","","Plasmanyl-PS(O-20:0/16:1)+H",776.5801,0,0,0,"3.8481","4.1481","7330","","Plasmanyl-PS(O-20:0/16:1)+H","776.58009","591.57114","355.35709","237.22135","3.8481","4.1481","7330"
"","Plasmanyl-PS(O-20:0/16:1)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmanyl-PS(O-20:0/16:1)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmanyl-PS(O-20:0/16:1)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmanyl-PS(O-20:0/16:1)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmanyl-PS(O-20:0/16:1)+H",0,0,0,0,"4.86781666666667","5.16781666666667","13186","","Plasmanyl-PS(O-20:0/16:1)+H","776.58009","591.57114","355.35709","237.22135","4.86781666666667","5.16781666666667","13186"
"","Plasmanyl-PS(O-20:0/18:1)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmanyl-PS(O-20:0/18:1)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmanyl-PS(O-20:0/18:1)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmanyl-PS(O-20:0/18:1)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmanyl-PS(O-20:0/18:1)+H",0,0,0,0,"7.25400972222222","7.55400972222222","2607","","Plasmanyl-PS(O-20:0/18:1)+H","804.61139","619.60244","355.35709","265.25265","7.25400972222222","7.55400972222222","2607"
"","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"6.33237361111111","6.63237361111111","1954","","Plasmanyl-PS(O-20:0/18:2)+H","802.59569","617.58674","355.35709","263.23695","6.33237361111111","6.63237361111111","1954"
"","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.12052916666667","4.42052916666667","3104","","Plasmanyl-PS(O-20:0/18:2)+H","802.59569","617.58674","355.35709","263.23695","4.12052916666667","4.42052916666667","3104"
"","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.40779305555556","4.70779305555556","4948","","Plasmanyl-PS(O-20:0/18:2)+H","802.59569","617.58674","355.35709","263.23695","4.40779305555556","4.70779305555556","4948"
"","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(O-20:0/18:2)+H",0,0,0,0,"4.12585277777778","4.42585277777778","12860","","Plasmanyl-PS(O-20:0/18:2)+H","802.59569","617.58674","355.35709","263.23695","4.12585277777778","4.42585277777778","12860"
"","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"5.43967777777778","5.73967777777778","3279","","Plasmanyl-PS(O-20:0/18:3)+H","800.58009","615.57114","355.35709","261.22135","5.43967777777778","5.73967777777778","3279"
"","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"3.63204027777778","3.93204027777778","7037","","Plasmanyl-PS(O-20:0/18:3)+H","800.58009","615.57114","355.35709","261.22135","3.63204027777778","3.93204027777778","7037"
"","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(O-20:0/18:3)+H",0,0,0,0,"4.10396527777778","4.40396527777778","7410","","Plasmanyl-PS(O-20:0/18:3)+H","800.58009","615.57114","355.35709","261.22135","4.10396527777778","4.40396527777778","7410"
