"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","RT at Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Number of Scans","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Average m/z","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment"
"","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(5:0_18:2)+NH4-CO","590.4262","488.35816","310.18612","101.05967","279.23171","308.29477","130.12273","14.6532722222222","14.9532722222222","12613"
"","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(5:0_18:2)+NH4-CO","590.4262","488.35816","310.18612","101.05967","279.23171","308.29477","130.12273","0.192136363636364","0.492136363636364","15136"
"","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(5:0_18:2)+NH4-CO","590.4262","488.35816","310.18612","101.05967","279.23171","308.29477","130.12273","14.6793111111111","14.9793111111111","15623"
"","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(5:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(5:0_18:2)+NH4-CO","590.4262","488.35816","310.18612","101.05967","279.23171","308.29477","130.12273","12.0954472222222","12.3954472222222","18652"
"","MGDG(5:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(5:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(5:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(5:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(5:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(5:0_20:2)+NH4-CO","618.45754","516.3895","310.18618","101.05967","307.26299","336.32611","130.12279","0.371820833333333","0.671820833333333","3775"
"","MGDG(5:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"0.464094444444444","0.764094444444444","10470","","MGDG(5:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"0.464094444444444","0.764094444444444","10470","","MGDG(5:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"0.464094444444444","0.764094444444444","10470","","MGDG(5:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"0.464094444444444","0.764094444444444","10470","","MGDG(5:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"0.464094444444444","0.764094444444444","10470","","MGDG(5:0_20:5)+NH4-CO","612.4106","510.34256","310.18616","101.05967","301.21607","330.27917","130.12277","0.464094444444444","0.764094444444444","10470"
"","MGDG(5:0_22:2)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(5:0_22:2)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(5:0_22:2)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(5:0_22:2)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(5:0_22:2)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(5:0_22:2)+NH4-CO","646.48885","544.42081","310.18621","101.05967","335.29427","364.35742","130.12282","0.453883333333333","0.753883333333333","8095"
"","MGDG(5:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(5:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(5:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(5:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(5:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(5:0_26:1)+NH4-CO","704.5671","602.49906","310.18626","101.05967","393.37247","422.43567","130.12287","10.6153818181818","10.9153818181818","2311"
"","MGDG(5:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(5:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(5:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(5:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(5:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(5:0_26:1)+NH4-CO","704.5671","602.49906","310.18626","101.05967","393.37247","422.43567","130.12287","9.76697575757576","10.0669757575758","12355"
"","MGDG(6:0_3:0)+NH4-CO",0,0,0,0,0,0,0,"0.2108","0.5108","11260","","MGDG(6:0_3:0)+NH4-CO",0,0,0,0,0,0,0,"0.2108","0.5108","11260","","MGDG(6:0_3:0)+NH4-CO",0,0,0,0,0,0,0,"0.2108","0.5108","11260","","MGDG(6:0_3:0)+NH4-CO",0,0,0,0,0,0,0,"0.2108","0.5108","11260","","MGDG(6:0_3:0)+NH4-CO",0,0,0,0,0,0,0,"0.2108","0.5108","11260","","MGDG(6:0_3:0)+NH4-CO","398.23845","282.15477","324.20169","115.07531","73.02839","102.09138","144.1383","0.2108","0.5108","11260"
"","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.612015277777778","0.912015277777778","1244","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.612015277777778","0.912015277777778","1244","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.612015277777778","0.912015277777778","1244","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.612015277777778","0.912015277777778","1244","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.612015277777778","0.912015277777778","1244","","MGDG(6:0_17:2)+NH4-CO","590.4262","474.34252","324.20176","115.07531","265.21607","294.27913","144.13837","0.612015277777778","0.912015277777778","1244"
"","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"15.3235791666667","15.6235791666667","8655","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"15.3235791666667","15.6235791666667","8655","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"15.3235791666667","15.6235791666667","8655","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"15.3235791666667","15.6235791666667","8655","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"15.3235791666667","15.6235791666667","8655","","MGDG(6:0_17:2)+NH4-CO","590.4262","474.34252","324.20176","115.07531","265.21607","294.27913","144.13837","15.3235791666667","15.6235791666667","8655"
"","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.9910458333333","15.2910458333333","12349","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.9910458333333","15.2910458333333","12349","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.9910458333333","15.2910458333333","12349","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.9910458333333","15.2910458333333","12349","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.9910458333333","15.2910458333333","12349","","MGDG(6:0_17:2)+NH4-CO","590.4262","474.34252","324.20176","115.07531","265.21607","294.27913","144.13837","14.9910458333333","15.2910458333333","12349"
"","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.6070472222222","12.9070472222222","12391","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.6070472222222","12.9070472222222","12391","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.6070472222222","12.9070472222222","12391","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.6070472222222","12.9070472222222","12391","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.6070472222222","12.9070472222222","12391","","MGDG(6:0_17:2)+NH4-CO","590.4262","474.34252","324.20176","115.07531","265.21607","294.27913","144.13837","12.6070472222222","12.9070472222222","12391"
"","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(6:0_17:2)+NH4-CO","590.4262","474.34252","324.20176","115.07531","265.21607","294.27913","144.13837","14.6532722222222","14.9532722222222","12613"
"","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(6:0_17:2)+NH4-CO","590.4262","474.34252","324.20176","115.07531","265.21607","294.27913","144.13837","0.192136363636364","0.492136363636364","15136"
"","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(6:0_17:2)+NH4-CO","590.4262","474.34252","324.20176","115.07531","265.21607","294.27913","144.13837","14.6793111111111","14.9793111111111","15623"
"","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(6:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(6:0_17:2)+NH4-CO","590.4262","474.34252","324.20176","115.07531","265.21607","294.27913","144.13837","12.0954472222222","12.3954472222222","18652"
"","MGDG(6:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(6:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(6:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(6:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(6:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(6:0_18:2)+NH4-CO","604.4419","488.35822","324.20182","115.07531","279.23171","308.29483","144.13843","0.454356944444444","0.754356944444444","4111"
"","MGDG(6:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(6:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(6:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(6:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(6:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(6:0_18:2)+NH4-CO","604.4419","488.35822","324.20182","115.07531","279.23171","308.29483","144.13843","0.6766875","0.9766875","13230"
"","MGDG(6:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(6:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(6:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(6:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(6:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(6:0_20:2)+NH4-CO","632.4732","516.38952","324.20184","115.07531","307.26299","336.32613","144.13845","0.381401515151515","0.681401515151515","9873"
"","MGDG(6:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(6:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(6:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(6:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(6:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(6:0_26:2)+NH4-CO","716.5671","600.48342","324.2019","115.07531","391.35683","420.42003","144.13851","4.9459625","5.2459625","1270"
"","MGDG(6:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(6:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(6:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(6:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(6:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(6:0_26:2)+NH4-CO","716.5671","600.48342","324.2019","115.07531","391.35683","420.42003","144.13851","6.05895555555555","6.35895555555555","2400"
"","MGDG(7:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"0.2108","0.5108","11260","","MGDG(7:0_2:0)+NH4-CO",0,0,0,0,0,0.4763662,0,"0.2108","0.5108","11260","","MGDG(7:0_2:0)+NH4-CO",0,0,0,0,0,1,0,"0.2108","0.5108","11260","","MGDG(7:0_2:0)+NH4-CO",0,0,0,0,0,436.4953,0,"0.2108","0.5108","11260","","MGDG(7:0_2:0)+NH4-CO",0,0,0,0,0,88.07577,0,"0.2108","0.5108","11260","","MGDG(7:0_2:0)+NH4-CO","398.23845","268.13913","338.21733","129.09095","59.01275","88.07574","158.15394","0.2108","0.5108","11260"
"","MGDG(7:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(7:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(7:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(7:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(7:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(7:0_17:2)+NH4-CO","604.4419","474.34258","338.21746","129.09095","265.21607","294.27919","158.15407","0.454356944444444","0.754356944444444","4111"
"","MGDG(7:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(7:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(7:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(7:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(7:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(7:0_17:2)+NH4-CO","604.4419","474.34258","338.21746","129.09095","265.21607","294.27919","158.15407","0.6766875","0.9766875","13230"
"","MGDG(7:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(7:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(7:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(7:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(7:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(7:0_18:2)+NH4-CO","618.45754","488.35822","338.21746","129.09095","279.23171","308.29483","158.15407","0.371820833333333","0.671820833333333","3775"
"","MGDG(7:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(7:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(7:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(7:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(7:0_20:2)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(7:0_20:2)+NH4-CO","646.48885","516.38953","338.21749","129.09095","307.26299","336.32614","158.1541","0.453883333333333","0.753883333333333","8095"
"","MGDG(7:0_24:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(7:0_24:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(7:0_24:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(7:0_24:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(7:0_24:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(7:0_24:1)+NH4-CO","704.5671","574.46778","338.21754","129.09095","365.34119","394.40439","158.15415","10.6153818181818","10.9153818181818","2311"
"","MGDG(7:0_24:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(7:0_24:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(7:0_24:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(7:0_24:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(7:0_24:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(7:0_24:1)+NH4-CO","704.5671","574.46778","338.21754","129.09095","365.34119","394.40439","158.15415","9.76697575757576","10.0669757575758","12355"
"","MGDG(7:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(7:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(7:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(7:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(7:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(7:0_26:1)+NH4-CO","732.5984","602.49908","338.21756","129.09095","393.37247","422.43569","158.15417","13.1895819444444","13.4895819444444","2167"
"","MGDG(8:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(8:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(8:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(8:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(8:0_17:2)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(8:0_17:2)+NH4-CO","618.45754","474.34258","352.2331","143.10659","265.21607","294.27919","172.16971","0.371820833333333","0.671820833333333","3775"
"","MGDG(8:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(8:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(8:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(8:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(8:0_18:2)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(8:0_18:2)+NH4-CO","632.4732","488.35824","352.23312","143.10659","279.23171","308.29485","172.16973","0.381401515151515","0.681401515151515","9873"
"","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"8.60180972222222","8.90180972222222","11813","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"8.60180972222222","8.90180972222222","11813","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"8.60180972222222","8.90180972222222","11813","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"8.60180972222222","8.90180972222222","11813","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"8.60180972222222","8.90180972222222","11813","","MGDG(8:0_22:5)+NH4-CO","682.48885","538.37389","352.23313","143.10659","329.24735","358.3105","172.16974","8.60180972222222","8.90180972222222","11813"
"","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.5669541666667","12.8669541666667","12249","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.5669541666667","12.8669541666667","12249","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.5669541666667","12.8669541666667","12249","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.5669541666667","12.8669541666667","12249","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"12.5669541666667","12.8669541666667","12249","","MGDG(8:0_22:5)+NH4-CO","682.48885","538.37389","352.23313","143.10659","329.24735","358.3105","172.16974","12.5669541666667","12.8669541666667","12249"
"","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.2129181818182","15.5129181818182","12324","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.2129181818182","15.5129181818182","12324","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.2129181818182","15.5129181818182","12324","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.2129181818182","15.5129181818182","12324","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.2129181818182","15.5129181818182","12324","","MGDG(8:0_22:5)+NH4-CO","682.48885","538.37389","352.23313","143.10659","329.24735","358.3105","172.16974","15.2129181818182","15.5129181818182","12324"
"","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"13.0036388888889","13.3036388888889","14588","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"13.0036388888889","13.3036388888889","14588","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"13.0036388888889","13.3036388888889","14588","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"13.0036388888889","13.3036388888889","14588","","MGDG(8:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"13.0036388888889","13.3036388888889","14588","","MGDG(8:0_22:5)+NH4-CO","682.48885","538.37389","352.23313","143.10659","329.24735","358.3105","172.16974","13.0036388888889","13.3036388888889","14588"
