"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","RT at Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Number of Scans","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Average m/z","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment"
"","MGDG(18:2_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.386840277777778","0.686840277777778","1298","","MGDG(18:2_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.386840277777778","0.686840277777778","1298","","MGDG(18:2_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.386840277777778","0.686840277777778","1298","","MGDG(18:2_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.386840277777778","0.686840277777778","1298","","MGDG(18:2_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.386840277777778","0.686840277777778","1298","","MGDG(18:2_4:0)+NH4-CO","576.4106","296.17052","488.3582","279.23171","87.04403","116.10713","308.29481","0.386840277777778","0.686840277777778","1298"
"","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.612015277777778","0.912015277777778","1244","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.612015277777778","0.912015277777778","1244","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.612015277777778","0.912015277777778","1244","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.612015277777778","0.912015277777778","1244","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.612015277777778","0.912015277777778","1244","","MGDG(18:2_5:0)+NH4-CO","590.4262","310.18612","488.35816","279.23171","101.05967","130.12273","308.29477","0.612015277777778","0.912015277777778","1244"
"","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"15.3235791666667","15.6235791666667","8655","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"15.3235791666667","15.6235791666667","8655","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"15.3235791666667","15.6235791666667","8655","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"15.3235791666667","15.6235791666667","8655","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"15.3235791666667","15.6235791666667","8655","","MGDG(18:2_5:0)+NH4-CO","590.4262","310.18612","488.35816","279.23171","101.05967","130.12273","308.29477","15.3235791666667","15.6235791666667","8655"
"","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.9910458333333","15.2910458333333","12349","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.9910458333333","15.2910458333333","12349","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.9910458333333","15.2910458333333","12349","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.9910458333333","15.2910458333333","12349","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.9910458333333","15.2910458333333","12349","","MGDG(18:2_5:0)+NH4-CO","590.4262","310.18612","488.35816","279.23171","101.05967","130.12273","308.29477","14.9910458333333","15.2910458333333","12349"
"","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"12.6070472222222","12.9070472222222","12391","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"12.6070472222222","12.9070472222222","12391","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"12.6070472222222","12.9070472222222","12391","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"12.6070472222222","12.9070472222222","12391","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"12.6070472222222","12.9070472222222","12391","","MGDG(18:2_5:0)+NH4-CO","590.4262","310.18612","488.35816","279.23171","101.05967","130.12273","308.29477","12.6070472222222","12.9070472222222","12391"
"","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.6532722222222","14.9532722222222","12613","","MGDG(18:2_5:0)+NH4-CO","590.4262","310.18612","488.35816","279.23171","101.05967","130.12273","308.29477","14.6532722222222","14.9532722222222","12613"
"","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"0.192136363636364","0.492136363636364","15136","","MGDG(18:2_5:0)+NH4-CO","590.4262","310.18612","488.35816","279.23171","101.05967","130.12273","308.29477","0.192136363636364","0.492136363636364","15136"
"","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"14.6793111111111","14.9793111111111","15623","","MGDG(18:2_5:0)+NH4-CO","590.4262","310.18612","488.35816","279.23171","101.05967","130.12273","308.29477","14.6793111111111","14.9793111111111","15623"
"","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(18:2_5:0)+NH4-CO",0,0,0,0,0,0,0,"12.0954472222222","12.3954472222222","18652","","MGDG(18:2_5:0)+NH4-CO","590.4262","310.18612","488.35816","279.23171","101.05967","130.12273","308.29477","12.0954472222222","12.3954472222222","18652"
"","MGDG(18:2_6:0)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(18:2_6:0)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(18:2_6:0)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(18:2_6:0)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(18:2_6:0)+NH4-CO",0,0,0,0,0,0,0,"0.454356944444444","0.754356944444444","4111","","MGDG(18:2_6:0)+NH4-CO","604.4419","324.20182","488.35822","279.23171","115.07531","144.13843","308.29483","0.454356944444444","0.754356944444444","4111"
"","MGDG(18:2_6:0)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(18:2_6:0)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(18:2_6:0)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(18:2_6:0)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(18:2_6:0)+NH4-CO",0,0,0,0,0,0,0,"0.6766875","0.9766875","13230","","MGDG(18:2_6:0)+NH4-CO","604.4419","324.20182","488.35822","279.23171","115.07531","144.13843","308.29483","0.6766875","0.9766875","13230"
"","MGDG(18:2_7:0)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(18:2_7:0)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(18:2_7:0)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(18:2_7:0)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(18:2_7:0)+NH4-CO",0,0,0,0,0,0,0,"0.371820833333333","0.671820833333333","3775","","MGDG(18:2_7:0)+NH4-CO","618.45754","338.21746","488.35822","279.23171","129.09095","158.15407","308.29483","0.371820833333333","0.671820833333333","3775"
"","MGDG(18:2_8:0)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(18:2_8:0)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(18:2_8:0)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(18:2_8:0)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(18:2_8:0)+NH4-CO",0,0,0,0,0,0,0,"0.381401515151515","0.681401515151515","9873","","MGDG(18:2_8:0)+NH4-CO","632.4732","352.23312","488.35824","279.23171","143.10659","172.16973","308.29485","0.381401515151515","0.681401515151515","9873"
"","MGDG(18:2_9:0)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(18:2_9:0)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(18:2_9:0)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(18:2_9:0)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(18:2_9:0)+NH4-CO",0,0,0,0,0,0,0,"0.453883333333333","0.753883333333333","8095","","MGDG(18:2_9:0)+NH4-CO","646.48885","366.24877","488.35825","279.23171","157.12223","186.18538","308.29486","0.453883333333333","0.753883333333333","8095"
"","MGDG(18:2_14:0)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(18:2_14:0)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(18:2_14:0)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(18:2_14:0)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(18:2_14:0)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(18:2_14:0)+NH4-CO","716.5671","436.32702","488.3583","279.23171","227.20043","256.26363","308.29491","4.9459625","5.2459625","1270"
"","MGDG(18:2_14:0)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(18:2_14:0)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(18:2_14:0)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(18:2_14:0)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(18:2_14:0)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(18:2_14:0)+NH4-CO","716.5671","436.32702","488.3583","279.23171","227.20043","256.26363","308.29491","6.05895555555555","6.35895555555555","2400"
"","MGDG(18:2_14:1)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(18:2_14:1)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(18:2_14:1)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(18:2_14:1)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(18:2_14:1)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(18:2_14:1)+NH4-CO","714.5515","434.31142","488.35834","279.23171","225.18479","254.24803","308.29495","4.87828888888889","5.17828888888889","3047"
"","MGDG(18:2_18:0)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(18:2_18:0)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(18:2_18:0)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(18:2_18:0)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(18:2_18:0)+NH4-CO",0,0,0,0,0,0,0,"5.07296666666667","5.37296666666667","5335","","MGDG(18:2_18:0)+NH4-CO","772.6297","492.38962","488.35834","279.23171","283.26299","312.32623","308.29495","5.07296666666667","5.37296666666667","5335"
"","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"13.1011986111111","13.4011986111111","13383","","MGDG(18:2_18:3)+NH4-CO","766.5827","486.34262","488.35826","279.23171","277.21607","306.27923","308.29487","13.1011986111111","13.4011986111111","13383"
"","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"14.7114236111111","15.0114236111111","15355","","MGDG(18:2_18:3)+NH4-CO","766.5827","486.34262","488.35826","279.23171","277.21607","306.27923","308.29487","14.7114236111111","15.0114236111111","15355"
"","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"9.76161666666667","10.0616166666667","16736","","MGDG(18:2_18:3)+NH4-CO","766.5827","486.34262","488.35826","279.23171","277.21607","306.27923","308.29487","9.76161666666667","10.0616166666667","16736"
"","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"9.8756944444444","10.1756944444444","17365","","MGDG(18:2_18:3)+NH4-CO","766.5827","486.34262","488.35826","279.23171","277.21607","306.27923","308.29487","9.8756944444444","10.1756944444444","17365"
"","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"11.9500777777778","12.2500777777778","17391","","MGDG(18:2_18:3)+NH4-CO","766.5827","486.34262","488.35826","279.23171","277.21607","306.27923","308.29487","11.9500777777778","12.2500777777778","17391"
"","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(18:2_18:3)+NH4-CO","766.5827","486.34262","488.35826","279.23171","277.21607","306.27923","308.29487","10.2665041666667","10.5665041666667","17419"
"","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(18:2_18:3)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(18:2_18:3)+NH4-CO","766.5827","486.34262","488.35826","279.23171","277.21607","306.27923","308.29487","11.8282958333333","12.1282958333333","17458"
"","MGDG(18:2_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(18:2_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(18:2_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(18:2_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(18:2_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(18:2_20:4)+NH4-CO","792.5984","512.35832","488.35832","279.23171","303.23171","332.29493","308.29493","9.17860454545455","9.47860454545455","19071"
"","MGDG(18:2_22:0)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(18:2_22:0)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(18:2_22:0)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(18:2_22:0)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(18:2_22:0)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(18:2_22:0)+NH4-CO","828.6923","548.45222","488.35838","279.23171","339.32555","368.38883","308.29499","8.73256944444444","9.03256944444444","7818"
"","MGDG(18:2_26:1)+NH4-CO",0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MGDG(18:2_26:1)+NH4-CO",0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MGDG(18:2_26:1)+NH4-CO",0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MGDG(18:2_26:1)+NH4-CO",0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MGDG(18:2_26:1)+NH4-CO",0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MGDG(18:2_26:1)+NH4-CO","882.7393","602.49922","488.35846","279.23171","393.37247","422.43583","308.29507","5.64739393939394","5.94739393939394","14147"
"","MGDG(18:3_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.421654166666667","0.721654166666667","10762","","MGDG(18:3_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.421654166666667","0.721654166666667","10762","","MGDG(18:3_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.421654166666667","0.721654166666667","10762","","MGDG(18:3_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.421654166666667","0.721654166666667","10762","","MGDG(18:3_4:0)+NH4-CO",0,0,0,0,0,0,0,"0.421654166666667","0.721654166666667","10762","","MGDG(18:3_4:0)+NH4-CO","574.3949","296.17046","486.3425","277.21607","87.04403","116.10707","306.27911","0.421654166666667","0.721654166666667","10762"
"","MGDG(18:3_14:0)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(18:3_14:0)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(18:3_14:0)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(18:3_14:0)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(18:3_14:0)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(18:3_14:0)+NH4-CO","714.5515","436.32706","486.3427","277.21607","227.20043","256.26367","306.27931","4.87828888888889","5.17828888888889","3047"
"","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MGDG(18:3_17:2)+NH4-CO","752.5671","474.34266","486.34266","277.21607","265.21607","294.27927","306.27927","13.0599930555556","13.3599930555556","9547"
"","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MGDG(18:3_17:2)+NH4-CO","752.5671","474.34266","486.34266","277.21607","265.21607","294.27927","306.27927","9.70059722222222","10.0005972222222","9562"
"","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MGDG(18:3_17:2)+NH4-CO","752.5671","474.34266","486.34266","277.21607","265.21607","294.27927","306.27927","12.3554805555556","12.6554805555556","9667"
"","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MGDG(18:3_17:2)+NH4-CO","752.5671","474.34266","486.34266","277.21607","265.21607","294.27927","306.27927","10.2554484848485","10.5554484848485","9696"
"","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(18:3_17:2)+NH4-CO","752.5671","474.34266","486.34266","277.21607","265.21607","294.27927","306.27927","10.6805013888889","10.9805013888889","9711"
"","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(18:3_17:2)+NH4-CO","752.5671","474.34266","486.34266","277.21607","265.21607","294.27927","306.27927","11.1458208333333","11.4458208333333","9728"
"","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(18:3_17:2)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(18:3_17:2)+NH4-CO","752.5671","474.34266","486.34266","277.21607","265.21607","294.27927","306.27927","12.6754166666667","12.9754166666667","11590"
