"MSDIAL_OxPG","[M-H]-","1","2","3","4","5"
"MSDIAL_PG 18:0_22:6;3O;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CC\C=C\CC(O)\C=C\C=C\C=C/C=C/C(O)C(O)C\C=C/CC;YEXYMHQKPDBCNP-ASAZBHDUNA-N;C46H79O13P","869.51855","283.2635","869.5186","339.1966","357.2072","375.2177"
"MSDIAL_PG 18:0_22:6;4O;[M-H]-;CCCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCC(O)\C=C\C(O)\C=C\C=C\C=C/C(O)C\C=C\C\C=C/C(C)O;YZCUCFJVNATNKQ-ZREGQKFPNA-N;C46H79O14P","885.51347","283.2635","885.5135","355.1915","373.2021","391.2126"
"MSDIAL_PG 18:1_18:0;O;[M-H]-;CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCCCCCC(O)CCCCCC;PXQUXFGRMLLLEO-YPKPFQOONA-N;C42H81O11P","791.54437","281.2479","791.5444","281.2486","299.2592","1"
"MSDIAL_PG 18:1_18:1;O;[M-H]-;CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCCCCC1OC1CCCCCC;AICXQGLJFXJZPM-YPKPFQOONA-N;C42H79O11P","789.52872","281.2479","789.5287","297.2435","1","1"
"MSDIAL_PG 18:1_18:0;2O;[M-H]-;CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCCCCC(O)C(O)CCCCCC;XCLFSIMBUWRAFT-YPKPFQOONA-N;C42H81O12P","807.53929","281.2479","297.2435","807.5393","279.233","315.2541"
"MSDIAL_PG 18:1_18:1;O;[M-H]-;CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCCCC(O)C\C=C\CCCCC;PQDHACQCSCCWKN-AQQHYSSFNA-N;C42H79O11P","789.52872","281.2479","789.5287","279.233","297.2435","1"
"MSDIAL_PG 18:1_18:2;O;[M-H]-;CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CC1OC1CCCCC;LYYQVFIXVXNKJW-NJZKSKOUNA-N;C42H77O11P","787.51307","281.2479","787.5131","295.2279","1","1"
"MSDIAL_PG 18:1_18:1;2O;[M-H]-;CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CC(O)C(O)CCCCC;FOYIYTQHDINCJH-NJZKSKOUNA-N;C42H79O12P","805.52364","281.2479","295.2279","805.5236","277.2173","313.2384"
"MSDIAL_PG 18:1_18:1;3O;[M-H]-;CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCCC(O)\C=C\C(O)C(O)CCCCC;RDEQQIJHSDRSAP-JOWYLZJINA-N;C42H79O13P","821.51855","281.2479","821.5186","293.2122","311.2228","329.2333"
"MSDIAL_PG 18:1_18:2;O;[M-H]-;CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/C=C/C(O)CCCCC;FWNRYKAINLXFHM-DYMQBEGYNA-N;C42H77O11P","787.51307","281.2479","787.5131","277.2173","295.2279","1"
