"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Number of Scans","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Max Intensity","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Average m/z","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_LDGTS","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment"
"","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"1.085375","1.385375","7076","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"1.085375","1.385375","7076","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"1.085375","1.385375","7076","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"1.085375","1.385375","7076","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"1.085375","1.385375","7076","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6","458.34761","236.1492","218.1387","458.3476","440.3370","144.1019","1.085375","1.385375","7076"
"","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"15.1636277777778","15.4636277777778","8907","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"15.1636277777778","15.4636277777778","8907","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"15.1636277777778","15.4636277777778","8907","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"15.1636277777778","15.4636277777778","8907","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"15.1636277777778","15.4636277777778","8907","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6","458.34761","236.1492","218.1387","458.3476","440.3370","144.1019","15.1636277777778","15.4636277777778","8907"
"","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"0.3962","0.6962","10385","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"0.3962","0.6962","10385","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"0.3962","0.6962","10385","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"0.3962","0.6962","10385","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"0.3962","0.6962","10385","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6","458.34761","236.1492","218.1387","458.3476","440.3370","144.1019","0.3962","0.6962","10385"
"","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"15.2737041666667","15.5737041666667","10894","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"15.2737041666667","15.5737041666667","10894","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"15.2737041666667","15.5737041666667","10894","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"15.2737041666667","15.5737041666667","10894","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"15.2737041666667","15.5737041666667","10894","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6","458.34761","236.1492","218.1387","458.3476","440.3370","144.1019","15.2737041666667","15.5737041666667","10894"
"","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.6844180555556","16.9844180555556","10973","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.6844180555556","16.9844180555556","10973","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.6844180555556","16.9844180555556","10973","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.6844180555556","16.9844180555556","10973","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.6844180555556","16.9844180555556","10973","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6","458.34761","236.1492","218.1387","458.3476","440.3370","144.1019","16.6844180555556","16.9844180555556","10973"
"","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.2132625","16.5132625","10999","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.2132625","16.5132625","10999","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.2132625","16.5132625","10999","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.2132625","16.5132625","10999","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.2132625","16.5132625","10999","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6","458.34761","236.1492","218.1387","458.3476","440.3370","144.1019","16.2132625","16.5132625","10999"
"","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.9096125","17.2096125","12422","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.9096125","17.2096125","12422","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.9096125","17.2096125","12422","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.9096125","17.2096125","12422","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.9096125","17.2096125","12422","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6","458.34761","236.1492","218.1387","458.3476","440.3370","144.1019","16.9096125","17.2096125","12422"
"","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"1.01088055555556","1.31088055555556","14653","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"1.01088055555556","1.31088055555556","14653","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"1.01088055555556","1.31088055555556","14653","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"1.01088055555556","1.31088055555556","14653","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"1.01088055555556","1.31088055555556","14653","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6","458.34761","236.1492","218.1387","458.3476","440.3370","144.1019","1.01088055555556","1.31088055555556","14653"
"","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"14.7364041666667","15.0364041666667","15069","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"14.7364041666667","15.0364041666667","15069","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"14.7364041666667","15.0364041666667","15069","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"14.7364041666667","15.0364041666667","15069","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"14.7364041666667","15.0364041666667","15069","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6","458.34761","236.1492","218.1387","458.3476","440.3370","144.1019","14.7364041666667","15.0364041666667","15069"
"","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.8663763888889","17.1663763888889","18660","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.8663763888889","17.1663763888889","18660","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.8663763888889","17.1663763888889","18660","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.8663763888889","17.1663763888889","18660","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6",0,0,0,0,0,0,"16.8663763888889","17.1663763888889","18660","","MSDIAL_LDGTS 15:1;[M+H]+;CCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;CBQBGJUIQMONGL-KTKRTIGZNA-N;C25H47NO6","458.34761","236.1492","218.1387","458.3476","440.3370","144.1019","16.8663763888889","17.1663763888889","18660"
"","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.7884","2.0884","2590","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.7884","2.0884","2590","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.7884","2.0884","2590","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.7884","2.0884","2590","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.7884","2.0884","2590","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6","474.37891","236.1492","218.1387","474.3789","456.3683","144.1019","1.7884","2.0884","2590"
"","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.40073888888889","1.70073888888889","7722","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.40073888888889","1.70073888888889","7722","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.40073888888889","1.70073888888889","7722","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.40073888888889","1.70073888888889","7722","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.40073888888889","1.70073888888889","7722","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6","474.37891","236.1492","218.1387","474.3789","456.3683","144.1019","1.40073888888889","1.70073888888889","7722"
"","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.60379166666667","1.90379166666667","13496","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.60379166666667","1.90379166666667","13496","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.60379166666667","1.90379166666667","13496","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.60379166666667","1.90379166666667","13496","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6",0,0,0,0,0,0,"1.60379166666667","1.90379166666667","13496","","MSDIAL_LDGTS 16:0;[M+H]+;CCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;OLQBJTALXNGBNR-UHFFFAOYNA-N;C26H51NO6","474.37891","236.1492","218.1387","474.3789","456.3683","144.1019","1.60379166666667","1.90379166666667","13496"
"","MSDIAL_LDGTS 16:1;[M+H]+;CCCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IDIZIPFHKJZRPB-KHPPLWFENA-N;C26H49NO6",0,0,0,0,0,0,"0.457836363636364","0.757836363636364","12173","","MSDIAL_LDGTS 16:1;[M+H]+;CCCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IDIZIPFHKJZRPB-KHPPLWFENA-N;C26H49NO6",0,0,0,0,0,0,"0.457836363636364","0.757836363636364","12173","","MSDIAL_LDGTS 16:1;[M+H]+;CCCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IDIZIPFHKJZRPB-KHPPLWFENA-N;C26H49NO6",0,0,0,0,0,0,"0.457836363636364","0.757836363636364","12173","","MSDIAL_LDGTS 16:1;[M+H]+;CCCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IDIZIPFHKJZRPB-KHPPLWFENA-N;C26H49NO6",0,0,0,0,0,0,"0.457836363636364","0.757836363636364","12173","","MSDIAL_LDGTS 16:1;[M+H]+;CCCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IDIZIPFHKJZRPB-KHPPLWFENA-N;C26H49NO6",0,0,0,0,0,0,"0.457836363636364","0.757836363636364","12173","","MSDIAL_LDGTS 16:1;[M+H]+;CCCCCC\C=C/CCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;IDIZIPFHKJZRPB-KHPPLWFENA-N;C26H49NO6","472.36326","236.1492","218.1387","472.3633","454.3527","144.1019","0.457836363636364","0.757836363636364","12173"
"","MSDIAL_LDGTS 17:0;[M+H]+;CCCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;RRWXSDMOOMOUTH-UHFFFAOYNA-N;C27H53NO6",0,0,0,0,0,0,"3.2305","3.5305","3694","","MSDIAL_LDGTS 17:0;[M+H]+;CCCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;RRWXSDMOOMOUTH-UHFFFAOYNA-N;C27H53NO6",0,0,0,0,0,0,"3.2305","3.5305","3694","","MSDIAL_LDGTS 17:0;[M+H]+;CCCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;RRWXSDMOOMOUTH-UHFFFAOYNA-N;C27H53NO6",0,0,0,0,0,0,"3.2305","3.5305","3694","","MSDIAL_LDGTS 17:0;[M+H]+;CCCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;RRWXSDMOOMOUTH-UHFFFAOYNA-N;C27H53NO6",0,0,0,0,0,0,"3.2305","3.5305","3694","","MSDIAL_LDGTS 17:0;[M+H]+;CCCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;RRWXSDMOOMOUTH-UHFFFAOYNA-N;C27H53NO6",0,0,0,0,0,0,"3.2305","3.5305","3694","","MSDIAL_LDGTS 17:0;[M+H]+;CCCCCCCCCCCCCCCCC(=O)OCC(O)COCCC(C([O-])=O)[N+](C)(C)C;RRWXSDMOOMOUTH-UHFFFAOYNA-N;C27H53NO6","488.39456","236.1492","218.1387","488.3946","470.3840","144.1019","3.2305","3.5305","3694"
