"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_AHexSTS","[M+NH4]+","1","2","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_AHexSTS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Number of Scans","MSDIAL_AHexSTS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Max Intensity","MSDIAL_AHexSTS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Average m/z","MSDIAL_AHexSTS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_AHexSTS","[M+NH4]+","1","2","RT_min","RT_max","Comment"
"","MSDIAL_ST 29:2;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;JEZPHDPYUQKBJL-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 29:2;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;JEZPHDPYUQKBJL-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 29:2;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;JEZPHDPYUQKBJL-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 29:2;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;JEZPHDPYUQKBJL-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 29:2;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;JEZPHDPYUQKBJL-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.4728777777778","11.7728777777778","1856","","MSDIAL_ST 29:2;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;JEZPHDPYUQKBJL-UHFFFAOYNA-N;C57H100O7","914.78073","395.3672","914.7807","11.4728777777778","11.7728777777778","1856"
"","MSDIAL_ST 29:2;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;JEZPHDPYUQKBJL-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 29:2;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;JEZPHDPYUQKBJL-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 29:2;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;JEZPHDPYUQKBJL-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 29:2;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;JEZPHDPYUQKBJL-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 29:2;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;JEZPHDPYUQKBJL-UHFFFAOYNA-N;C57H100O7",0,0,0,"11.7000847222222","12.0000847222222","2124","","MSDIAL_ST 29:2;O;Hex;FA 22:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;JEZPHDPYUQKBJL-UHFFFAOYNA-N;C57H100O7","914.78073","395.3672","914.7807","11.7000847222222","12.0000847222222","2124"
"","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"12.3927611111111","12.6927611111111","808","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"12.3927611111111","12.6927611111111","808","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"12.3927611111111","12.6927611111111","808","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"12.3927611111111","12.6927611111111","808","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"12.3927611111111","12.6927611111111","808","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7","912.76508","395.3672","912.7651","12.3927611111111","12.6927611111111","808"
"","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"11.2841180555556","11.5841180555556","2874","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"11.2841180555556","11.5841180555556","2874","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"11.2841180555556","11.5841180555556","2874","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"11.2841180555556","11.5841180555556","2874","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"11.2841180555556","11.5841180555556","2874","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7","912.76508","395.3672","912.7651","11.2841180555556","11.5841180555556","2874"
"","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"10.9549583333333","11.2549583333333","3648","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"10.9549583333333","11.2549583333333","3648","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"10.9549583333333","11.2549583333333","3648","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"10.9549583333333","11.2549583333333","3648","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"10.9549583333333","11.2549583333333","3648","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7","912.76508","395.3672","912.7651","10.9549583333333","11.2549583333333","3648"
"","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"10.4810319444444","10.7810319444444","4325","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"10.4810319444444","10.7810319444444","4325","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"10.4810319444444","10.7810319444444","4325","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"10.4810319444444","10.7810319444444","4325","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7",0,0,0,"10.4810319444444","10.7810319444444","4325","","MSDIAL_ST 29:2;O;Hex;FA 22:1;[M+NH4]+;CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;HPLFUKZIJDINKH-GZMUDWLKNA-N;C57H98O7","912.76508","395.3672","912.7651","10.4810319444444","10.7810319444444","4325"
"","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.8365208333333","12.1365208333333","1841","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.8365208333333","12.1365208333333","1841","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.8365208333333","12.1365208333333","1841","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.8365208333333","12.1365208333333","1841","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.8365208333333","12.1365208333333","1841","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7","910.74943","395.3672","910.7495","11.8365208333333","12.1365208333333","1841"
"","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"12.552696969697","12.852696969697","6928","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"12.552696969697","12.852696969697","6928","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"12.552696969697","12.852696969697","6928","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"12.552696969697","12.852696969697","6928","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"12.552696969697","12.852696969697","6928","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7","910.74943","395.3672","910.7495","12.552696969697","12.852696969697","6928"
"","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.2526636363636","11.5526636363636","7964","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.2526636363636","11.5526636363636","7964","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.2526636363636","11.5526636363636","7964","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.2526636363636","11.5526636363636","7964","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.2526636363636","11.5526636363636","7964","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7","910.74943","395.3672","910.7495","11.2526636363636","11.5526636363636","7964"
"","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"10.2855041666667","10.5855041666667","12272","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"10.2855041666667","10.5855041666667","12272","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"10.2855041666667","10.5855041666667","12272","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"10.2855041666667","10.5855041666667","12272","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"10.2855041666667","10.5855041666667","12272","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7","910.74943","395.3672","910.7495","10.2855041666667","10.5855041666667","12272"
"","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.3424683333333","11.6424683333333","15611","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.3424683333333","11.6424683333333","15611","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.3424683333333","11.6424683333333","15611","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.3424683333333","11.6424683333333","15611","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7",0,0,0,"11.3424683333333","11.6424683333333","15611","","MSDIAL_ST 29:2;O;Hex;FA 22:2;[M+NH4]+;CCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)C=CC(CC)C(C)C)C(O)C(O)C1O;SOSOBFKFDFAMTD-ZCKPDSCNNA-N;C57H96O7","910.74943","395.3672","910.7495","11.3424683333333","11.6424683333333","15611"
