"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Number of Scans","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Max Intensity","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Average m/z","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_AHexSIS","[M+NH4]+","1","2","RT_min","RT_max","Comment"
"","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.3957227272727","11.6957227272727","18095","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.3957227272727","11.6957227272727","18095","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.3957227272727","11.6957227272727","18095","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.3957227272727","11.6957227272727","18095","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7",0,0,0,"11.3957227272727","11.6957227272727","18095","","MSDIAL_ST 29:1;O;Hex;FA 24:0;[M+NH4]+;CCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;JRFULIDCMBUUDQ-UHFFFAOYNA-N;C59H106O7","944.82768","397.3829","944.8277","11.3957227272727","11.6957227272727","18095"
"","MSDIAL_ST 29:1;O;Hex;FA 24:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;PEYQLNRICUYYEY-HNENSFHCNA-N;C59H104O7",0,0,0,"11.1707651515151","11.4707651515151","10034","","MSDIAL_ST 29:1;O;Hex;FA 24:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;PEYQLNRICUYYEY-HNENSFHCNA-N;C59H104O7",0,0,0,"11.1707651515151","11.4707651515151","10034","","MSDIAL_ST 29:1;O;Hex;FA 24:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;PEYQLNRICUYYEY-HNENSFHCNA-N;C59H104O7",0,0,0,"11.1707651515151","11.4707651515151","10034","","MSDIAL_ST 29:1;O;Hex;FA 24:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;PEYQLNRICUYYEY-HNENSFHCNA-N;C59H104O7",0,0,0,"11.1707651515151","11.4707651515151","10034","","MSDIAL_ST 29:1;O;Hex;FA 24:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;PEYQLNRICUYYEY-HNENSFHCNA-N;C59H104O7",0,0,0,"11.1707651515151","11.4707651515151","10034","","MSDIAL_ST 29:1;O;Hex;FA 24:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;PEYQLNRICUYYEY-HNENSFHCNA-N;C59H104O7","942.81203","397.3829","942.8120","11.1707651515151","11.4707651515151","10034"
"","MSDIAL_ST 29:1;O;Hex;FA 24:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;PEYQLNRICUYYEY-HNENSFHCNA-N;C59H104O7",0,0,0,"11.4804180555556","11.7804180555556","14476","","MSDIAL_ST 29:1;O;Hex;FA 24:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;PEYQLNRICUYYEY-HNENSFHCNA-N;C59H104O7",0,0,0,"11.4804180555556","11.7804180555556","14476","","MSDIAL_ST 29:1;O;Hex;FA 24:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;PEYQLNRICUYYEY-HNENSFHCNA-N;C59H104O7",0,0,0,"11.4804180555556","11.7804180555556","14476","","MSDIAL_ST 29:1;O;Hex;FA 24:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;PEYQLNRICUYYEY-HNENSFHCNA-N;C59H104O7",0,0,0,"11.4804180555556","11.7804180555556","14476","","MSDIAL_ST 29:1;O;Hex;FA 24:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;PEYQLNRICUYYEY-HNENSFHCNA-N;C59H104O7",0,0,0,"11.4804180555556","11.7804180555556","14476","","MSDIAL_ST 29:1;O;Hex;FA 24:1;[M+NH4]+;CCCCCCCCCC\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;PEYQLNRICUYYEY-HNENSFHCNA-N;C59H104O7","942.81203","397.3829","942.8120","11.4804180555556","11.7804180555556","14476"
"","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"12.0035972222222","12.3035972222222","3983","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"12.0035972222222","12.3035972222222","3983","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"12.0035972222222","12.3035972222222","3983","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"12.0035972222222","12.3035972222222","3983","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"12.0035972222222","12.3035972222222","3983","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7","940.79638","397.3829","940.7964","12.0035972222222","12.3035972222222","3983"
"","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.5646319444444","10.8646319444444","8755","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.5646319444444","10.8646319444444","8755","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.5646319444444","10.8646319444444","8755","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.5646319444444","10.8646319444444","8755","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.5646319444444","10.8646319444444","8755","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7","940.79638","397.3829","940.7964","10.5646319444444","10.8646319444444","8755"
"","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"11.8980472222222","12.1980472222222","9511","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"11.8980472222222","12.1980472222222","9511","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"11.8980472222222","12.1980472222222","9511","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"11.8980472222222","12.1980472222222","9511","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"11.8980472222222","12.1980472222222","9511","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7","940.79638","397.3829","940.7964","11.8980472222222","12.1980472222222","9511"
"","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"11.3746222222222","11.6746222222222","9684","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"11.3746222222222","11.6746222222222","9684","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"11.3746222222222","11.6746222222222","9684","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"11.3746222222222","11.6746222222222","9684","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"11.3746222222222","11.6746222222222","9684","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7","940.79638","397.3829","940.7964","11.3746222222222","11.6746222222222","9684"
"","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.8547651515152","11.1547651515152","10566","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.8547651515152","11.1547651515152","10566","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.8547651515152","11.1547651515152","10566","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.8547651515152","11.1547651515152","10566","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.8547651515152","11.1547651515152","10566","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7","940.79638","397.3829","940.7964","10.8547651515152","11.1547651515152","10566"
"","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.6359972222222","10.9359972222222","15014","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.6359972222222","10.9359972222222","15014","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.6359972222222","10.9359972222222","15014","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.6359972222222","10.9359972222222","15014","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7",0,0,0,"10.6359972222222","10.9359972222222","15014","","MSDIAL_ST 29:1;O;Hex;FA 24:2;[M+NH4]+;CCCCCCC\C=C/C\C=C/CCCCCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;QPHKVZAKXVGGTB-GJLVVWLQNA-N;C59H102O7","940.79638","397.3829","940.7964","10.6359972222222","10.9359972222222","15014"
"","MSDIAL_ST 29:1;O;Hex;FA 24:3;[M+NH4]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;XSAYPOSNXXUYNV-WZUSAPNINA-N;C59H100O7",0,0,0,"12.7061055555556","13.0061055555556","3732","","MSDIAL_ST 29:1;O;Hex;FA 24:3;[M+NH4]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;XSAYPOSNXXUYNV-WZUSAPNINA-N;C59H100O7",0,0,0,"12.7061055555556","13.0061055555556","3732","","MSDIAL_ST 29:1;O;Hex;FA 24:3;[M+NH4]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;XSAYPOSNXXUYNV-WZUSAPNINA-N;C59H100O7",0,0,0,"12.7061055555556","13.0061055555556","3732","","MSDIAL_ST 29:1;O;Hex;FA 24:3;[M+NH4]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;XSAYPOSNXXUYNV-WZUSAPNINA-N;C59H100O7",0,0,0,"12.7061055555556","13.0061055555556","3732","","MSDIAL_ST 29:1;O;Hex;FA 24:3;[M+NH4]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;XSAYPOSNXXUYNV-WZUSAPNINA-N;C59H100O7",0,0,0,"12.7061055555556","13.0061055555556","3732","","MSDIAL_ST 29:1;O;Hex;FA 24:3;[M+NH4]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;XSAYPOSNXXUYNV-WZUSAPNINA-N;C59H100O7","938.78073","397.3829","938.7807","12.7061055555556","13.0061055555556","3732"
"","MSDIAL_ST 29:1;O;Hex;FA 24:3;[M+NH4]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;XSAYPOSNXXUYNV-WZUSAPNINA-N;C59H100O7",0,0,0,"11.2884569444444","11.5884569444444","4473","","MSDIAL_ST 29:1;O;Hex;FA 24:3;[M+NH4]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;XSAYPOSNXXUYNV-WZUSAPNINA-N;C59H100O7",0,0,0,"11.2884569444444","11.5884569444444","4473","","MSDIAL_ST 29:1;O;Hex;FA 24:3;[M+NH4]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;XSAYPOSNXXUYNV-WZUSAPNINA-N;C59H100O7",0,0,0,"11.2884569444444","11.5884569444444","4473","","MSDIAL_ST 29:1;O;Hex;FA 24:3;[M+NH4]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;XSAYPOSNXXUYNV-WZUSAPNINA-N;C59H100O7",0,0,0,"11.2884569444444","11.5884569444444","4473","","MSDIAL_ST 29:1;O;Hex;FA 24:3;[M+NH4]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;XSAYPOSNXXUYNV-WZUSAPNINA-N;C59H100O7",0,0,0,"11.2884569444444","11.5884569444444","4473","","MSDIAL_ST 29:1;O;Hex;FA 24:3;[M+NH4]+;CCCCCCC\C=C/C\C=C/C\C=C/CCCCCCCCC(=O)OCC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5C4CC=C3C2)C(C)CCC(CC)C(C)C)C(O)C(O)C1O;XSAYPOSNXXUYNV-WZUSAPNINA-N;C59H100O7","938.78073","397.3829","938.7807","11.2884569444444","11.5884569444444","4473"
