"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Number of Scans","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Max Intensity","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Average m/z","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_NAGly","[M+NH4]+","1","2","3","4","5","6","RT_min","RT_max","Comment"
"","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5",0,0,0,0,0,0,0,"1.441425","1.741425","7685","","MSDIAL_NAGly 10:0/14:0;[M+NH4]+;OC(=O)CN%20.CCCCCCC%10CCCCCCC(=O)%20.CCCCCCCCCC(=O)O%10;FUOIGYNCABLXRK-UHFFFAOYNA-N;C26H49NO5","473.39490","284.2220","76.03931","191.1794","209.1900","456.3683","473.3949","1.441425","1.741425","7685"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"14.7174847222222","15.0174847222222","5050","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"14.7174847222222","15.0174847222222","5050","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"14.7174847222222","15.0174847222222","5050","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"14.7174847222222","15.0174847222222","5050","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"14.7174847222222","15.0174847222222","5050","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","14.7174847222222","15.0174847222222","5050"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"14.9908560606061","15.2908560606061","9791","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"14.9908560606061","15.2908560606061","9791","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"14.9908560606061","15.2908560606061","9791","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"14.9908560606061","15.2908560606061","9791","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"14.9908560606061","15.2908560606061","9791","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","14.9908560606061","15.2908560606061","9791"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.05058055555556","8.35058055555556","11353","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.05058055555556","8.35058055555556","11353","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.05058055555556","8.35058055555556","11353","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.05058055555556","8.35058055555556","11353","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.05058055555556","8.35058055555556","11353","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","8.05058055555556","8.35058055555556","11353"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.3417583333333","10.6417583333333","11861","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.3417583333333","10.6417583333333","11861","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.3417583333333","10.6417583333333","11861","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.3417583333333","10.6417583333333","11861","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.3417583333333","10.6417583333333","11861","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","10.3417583333333","10.6417583333333","11861"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"12.4636458333333","12.7636458333333","13051","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"12.4636458333333","12.7636458333333","13051","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"12.4636458333333","12.7636458333333","13051","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"12.4636458333333","12.7636458333333","13051","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"12.4636458333333","12.7636458333333","13051","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","12.4636458333333","12.7636458333333","13051"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.4418722222222","11.7418722222222","13154","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.4418722222222","11.7418722222222","13154","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.4418722222222","11.7418722222222","13154","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.4418722222222","11.7418722222222","13154","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.4418722222222","11.7418722222222","13154","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","11.4418722222222","11.7418722222222","13154"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.2896833333333","15.5896833333333","13222","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.2896833333333","15.5896833333333","13222","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.2896833333333","15.5896833333333","13222","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.2896833333333","15.5896833333333","13222","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.2896833333333","15.5896833333333","13222","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","15.2896833333333","15.5896833333333","13222"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.0116097222222","10.3116097222222","13461","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.0116097222222","10.3116097222222","13461","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.0116097222222","10.3116097222222","13461","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.0116097222222","10.3116097222222","13461","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"10.0116097222222","10.3116097222222","13461","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","10.0116097222222","10.3116097222222","13461"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.98211212121212","7.28211212121212","14255","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.98211212121212","7.28211212121212","14255","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.98211212121212","7.28211212121212","14255","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.98211212121212","7.28211212121212","14255","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"6.98211212121212","7.28211212121212","14255","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","6.98211212121212","7.28211212121212","14255"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.28403888888889","8.58403888888889","14306","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.28403888888889","8.58403888888889","14306","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.28403888888889","8.58403888888889","14306","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.28403888888889","8.58403888888889","14306","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"8.28403888888889","8.58403888888889","14306","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","8.28403888888889","8.58403888888889","14306"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.6574222222222","11.9574222222222","14496","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.6574222222222","11.9574222222222","14496","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.6574222222222","11.9574222222222","14496","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.6574222222222","11.9574222222222","14496","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"11.6574222222222","11.9574222222222","14496","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","11.6574222222222","11.9574222222222","14496"
"","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.0575075757576","15.3575075757576","14501","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.0575075757576","15.3575075757576","14501","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.0575075757576","15.3575075757576","14501","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.0575075757576","15.3575075757576","14501","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5",0,0,0,0,0,0,0,"15.0575075757576","15.3575075757576","14501","","MSDIAL_NAGly 24:1/14:1;[M+NH4]+;OC(=O)CN%20.CCCC/C=C\C%10CCCCCCC(=O)%20.CCCCCCCCCC/C=C\CCCCCCCCCCCC(=O)O%10;XVNHKORFFOVUMT-NBTONZODNA-N;C40H73NO5","665.58270","282.2064","76.03931","189.1638","207.1743","648.5562","665.5827","15.0575075757576","15.3575075757576","14501"
