"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","Number of Scans","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","Max Intensity","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","Average m/z","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_HexCer_HS","[M+H]+","1","2","3","4","5","6","7","8","RT_min","RT_max","Comment"
"","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9","752.56711","734.5565","554.4932","304.2999","572.5037"," 752.5671","542.4932","292.2999","322.3105","11.3180833333333","11.6180833333333","11702"
"","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9","752.56711","734.5565","554.4932","304.2999","572.5037"," 752.5671","542.4932","292.2999","322.3105","12.0235638888889","12.3235638888889","13054"
"","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9","752.56711","734.5565","554.4932","304.2999","572.5037"," 752.5671","542.4932","292.2999","322.3105","14.6558361111111","14.9558361111111","14380"
"","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9","752.56711","734.5565","554.4932","304.2999","572.5037"," 752.5671","542.4932","292.2999","322.3105","15.0512375","15.3512375","14383"
"","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9","752.56711","734.5565","554.4932","304.2999","572.5037"," 752.5671","542.4932","292.2999","322.3105","15.2008138888889","15.5008138888889","15998"
"","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MSDIAL_HexCer 21:2;2O/16:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)C\C=C/C\C=C/CCCCCCCC;AHZSAJSKAQFIJO-YRWMCSCNNA-N;C43H77NO9","752.56711","734.5565","554.4932","304.2999","572.5037"," 752.5671","542.4932","292.2999","322.3105","10.2533763888889","10.5533763888889","16671"
"","MSDIAL_HexCer 21:2;2O/25:0;O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCCCC;LGLUAWKWLVYMJE-MFZOHDJKNA-N;C52H99NO9",0,0,0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MSDIAL_HexCer 21:2;2O/25:0;O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCCCC;LGLUAWKWLVYMJE-MFZOHDJKNA-N;C52H99NO9",0,0,0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MSDIAL_HexCer 21:2;2O/25:0;O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCCCC;LGLUAWKWLVYMJE-MFZOHDJKNA-N;C52H99NO9",0,0,0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MSDIAL_HexCer 21:2;2O/25:0;O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCCCC;LGLUAWKWLVYMJE-MFZOHDJKNA-N;C52H99NO9",0,0,0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MSDIAL_HexCer 21:2;2O/25:0;O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCCCC;LGLUAWKWLVYMJE-MFZOHDJKNA-N;C52H99NO9",0,0,0,0,0,0,0,0,0,"5.64739393939394","5.94739393939394","14147","","MSDIAL_HexCer 21:2;2O/25:0;O;[M+H]+;CCCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCCCC;LGLUAWKWLVYMJE-MFZOHDJKNA-N;C52H99NO9","882.73926","864.7287","684.6653","304.2999","702.6758"," 882.7393","672.6653","292.2999","322.3105","5.64739393939394","5.94739393939394","14147"
"","MSDIAL_HexCer 21:2;2O/28:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCCCC;RXXGLEOAVBMCNP-NEAPOZNWNA-N;C55H103NO9",0,0,0,0,0,0,0,0,0,"9.24179545454545","9.54179545454545","11101","","MSDIAL_HexCer 21:2;2O/28:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCCCC;RXXGLEOAVBMCNP-NEAPOZNWNA-N;C55H103NO9",0,0,0,0,0,0,0,0,0,"9.24179545454545","9.54179545454545","11101","","MSDIAL_HexCer 21:2;2O/28:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCCCC;RXXGLEOAVBMCNP-NEAPOZNWNA-N;C55H103NO9",0,0,0,0,0,0,0,0,0,"9.24179545454545","9.54179545454545","11101","","MSDIAL_HexCer 21:2;2O/28:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCCCC;RXXGLEOAVBMCNP-NEAPOZNWNA-N;C55H103NO9",0,0,0,0,0,0,0,0,0,"9.24179545454545","9.54179545454545","11101","","MSDIAL_HexCer 21:2;2O/28:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCCCC;RXXGLEOAVBMCNP-NEAPOZNWNA-N;C55H103NO9",0,0,0,0,0,0,0,0,0,"9.24179545454545","9.54179545454545","11101","","MSDIAL_HexCer 21:2;2O/28:1;O;[M+H]+;CCCCCCCCCCCCCC\C=C/CCCCCCCCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CCCCCCCCCCCC;RXXGLEOAVBMCNP-NEAPOZNWNA-N;C55H103NO9","922.77056","904.7600","724.6966","304.2999","742.7072"," 922.7706","712.6966","292.2999","322.3105","9.24179545454545","9.54179545454545","11101"
"","MSDIAL_HexCer 21:2;2O/34:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCC;KXLHNEIPXOKLOD-ZARBKVKTNA-N;C61H113NO9",0,0,0,0,0,0,0,0,0,"12.4198361111111","12.7198361111111","18771","","MSDIAL_HexCer 21:2;2O/34:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCC;KXLHNEIPXOKLOD-ZARBKVKTNA-N;C61H113NO9",0,0,0,0,0,0,0,0,0,"12.4198361111111","12.7198361111111","18771","","MSDIAL_HexCer 21:2;2O/34:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCC;KXLHNEIPXOKLOD-ZARBKVKTNA-N;C61H113NO9",0,0,0,0,0,0,0,0,0,"12.4198361111111","12.7198361111111","18771","","MSDIAL_HexCer 21:2;2O/34:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCC;KXLHNEIPXOKLOD-ZARBKVKTNA-N;C61H113NO9",0,0,0,0,0,0,0,0,0,"12.4198361111111","12.7198361111111","18771","","MSDIAL_HexCer 21:2;2O/34:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCC;KXLHNEIPXOKLOD-ZARBKVKTNA-N;C61H113NO9",0,0,0,0,0,0,0,0,0,"12.4198361111111","12.7198361111111","18771","","MSDIAL_HexCer 21:2;2O/34:2;O;[M+H]+;CCCCCCCCCCCC\C=C\CC\C=C\C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(=O)C(O)CCCCCCCCCCCCCCCC\C=C/C\C=C/CCCCCCCCCCC;KXLHNEIPXOKLOD-ZARBKVKTNA-N;C61H113NO9","1004.84881","986.8383","806.7748","304.2999","824.7854","1004.8490","794.7748","292.2999","322.3105","12.4198361111111","12.7198361111111","18771"
"","MSDIAL_HexCer 21:3;2O/16:1;O;[M+H]+;CCCCCCCC\C=C/CCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCC;YFEAKSKQOKSQPR-GGTAVLHVNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MSDIAL_HexCer 21:3;2O/16:1;O;[M+H]+;CCCCCCCC\C=C/CCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCC;YFEAKSKQOKSQPR-GGTAVLHVNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MSDIAL_HexCer 21:3;2O/16:1;O;[M+H]+;CCCCCCCC\C=C/CCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCC;YFEAKSKQOKSQPR-GGTAVLHVNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MSDIAL_HexCer 21:3;2O/16:1;O;[M+H]+;CCCCCCCC\C=C/CCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCC;YFEAKSKQOKSQPR-GGTAVLHVNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MSDIAL_HexCer 21:3;2O/16:1;O;[M+H]+;CCCCCCCC\C=C/CCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCC;YFEAKSKQOKSQPR-GGTAVLHVNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MSDIAL_HexCer 21:3;2O/16:1;O;[M+H]+;CCCCCCCC\C=C/CCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCC;YFEAKSKQOKSQPR-GGTAVLHVNA-N;C43H77NO9","752.56711","734.5565","554.4932","302.2842","572.5037"," 752.5671","542.4932","290.2842","320.2948","13.0599930555556","13.3599930555556","9547"
"","MSDIAL_HexCer 21:3;2O/16:1;O;[M+H]+;CCCCCCCC\C=C/CCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCC;YFEAKSKQOKSQPR-GGTAVLHVNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MSDIAL_HexCer 21:3;2O/16:1;O;[M+H]+;CCCCCCCC\C=C/CCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCC;YFEAKSKQOKSQPR-GGTAVLHVNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MSDIAL_HexCer 21:3;2O/16:1;O;[M+H]+;CCCCCCCC\C=C/CCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCC;YFEAKSKQOKSQPR-GGTAVLHVNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MSDIAL_HexCer 21:3;2O/16:1;O;[M+H]+;CCCCCCCC\C=C/CCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCC;YFEAKSKQOKSQPR-GGTAVLHVNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MSDIAL_HexCer 21:3;2O/16:1;O;[M+H]+;CCCCCCCC\C=C/CCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCC;YFEAKSKQOKSQPR-GGTAVLHVNA-N;C43H77NO9",0,0,0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MSDIAL_HexCer 21:3;2O/16:1;O;[M+H]+;CCCCCCCC\C=C/CCCCC(O)C(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)\C=C\CC\C=C\CC\C=C\CCCCCCCC;YFEAKSKQOKSQPR-GGTAVLHVNA-N;C43H77NO9","752.56711","734.5565","554.4932","302.2842","572.5037"," 752.5671","542.4932","290.2842","320.2948","9.70059722222222","10.0005972222222","9562"
