"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","RT at Max Intensity","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","Number of Scans","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","Max Intensity","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","Average m/z","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","DGTS","[M+H]+","C10H21NO5H","C7H14NO2","RT_min","RT_max","Comment"
"","DGTS(49:3)+H",0,0,0,"11.6211954545455","11.9211954545455","13745","","DGTS(49:3)+H",0,0,0,"11.6211954545455","11.9211954545455","13745","","DGTS(49:3)+H",0,0,0,"11.6211954545455","11.9211954545455","13745","","DGTS(49:3)+H",0,0,0,"11.6211954545455","11.9211954545455","13745","","DGTS(49:3)+H",0,0,0,"11.6211954545455","11.9211954545455","13745","","DGTS(49:3)+H","944.8277","236.1492","144.1019","11.6211954545455","11.9211954545455","13745"
"","DGTS(49:3)+H",0,0,0,"11.3957227272727","11.6957227272727","18095","","DGTS(49:3)+H",0,0,0,"11.3957227272727","11.6957227272727","18095","","DGTS(49:3)+H",0,0,0,"11.3957227272727","11.6957227272727","18095","","DGTS(49:3)+H",0,0,0,"11.3957227272727","11.6957227272727","18095","","DGTS(49:3)+H",0,0,0,"11.3957227272727","11.6957227272727","18095","","DGTS(49:3)+H","944.8277","236.1492","144.1019","11.3957227272727","11.6957227272727","18095"
"","DGTS(49:4)+H",0,0,0,"11.1707651515151","11.4707651515151","10034","","DGTS(49:4)+H",0,0,0,"11.1707651515151","11.4707651515151","10034","","DGTS(49:4)+H",0,0,0,"11.1707651515151","11.4707651515151","10034","","DGTS(49:4)+H",0,0,0,"11.1707651515151","11.4707651515151","10034","","DGTS(49:4)+H",0,0,0,"11.1707651515151","11.4707651515151","10034","","DGTS(49:4)+H","942.812","236.1492","144.1019","11.1707651515151","11.4707651515151","10034"
"","DGTS(49:4)+H",0,0,0,"11.4804180555556","11.7804180555556","14476","","DGTS(49:4)+H",0,0,0,"11.4804180555556","11.7804180555556","14476","","DGTS(49:4)+H",0,0,0,"11.4804180555556","11.7804180555556","14476","","DGTS(49:4)+H",0,0,0,"11.4804180555556","11.7804180555556","14476","","DGTS(49:4)+H",0,0,0,"11.4804180555556","11.7804180555556","14476","","DGTS(49:4)+H","942.812","236.1492","144.1019","11.4804180555556","11.7804180555556","14476"
"","DGTS(49:5)+H",0,0,0,"12.0035972222222","12.3035972222222","3983","","DGTS(49:5)+H",0,0,0,"12.0035972222222","12.3035972222222","3983","","DGTS(49:5)+H",0,0,0,"12.0035972222222","12.3035972222222","3983","","DGTS(49:5)+H",0,0,0,"12.0035972222222","12.3035972222222","3983","","DGTS(49:5)+H",0,0,0,"12.0035972222222","12.3035972222222","3983","","DGTS(49:5)+H","940.7964","236.1492","144.1019","12.0035972222222","12.3035972222222","3983"
"","DGTS(49:5)+H",0,0,0,"10.5646319444444","10.8646319444444","8755","","DGTS(49:5)+H",0,0,0,"10.5646319444444","10.8646319444444","8755","","DGTS(49:5)+H",0,0,0,"10.5646319444444","10.8646319444444","8755","","DGTS(49:5)+H",0,0,0,"10.5646319444444","10.8646319444444","8755","","DGTS(49:5)+H",0,0,0,"10.5646319444444","10.8646319444444","8755","","DGTS(49:5)+H","940.7964","236.1492","144.1019","10.5646319444444","10.8646319444444","8755"
"","DGTS(49:5)+H",0,0,0,"11.8980472222222","12.1980472222222","9511","","DGTS(49:5)+H",0,0,0,"11.8980472222222","12.1980472222222","9511","","DGTS(49:5)+H",0,0,0,"11.8980472222222","12.1980472222222","9511","","DGTS(49:5)+H",0,0,0,"11.8980472222222","12.1980472222222","9511","","DGTS(49:5)+H",0,0,0,"11.8980472222222","12.1980472222222","9511","","DGTS(49:5)+H","940.7964","236.1492","144.1019","11.8980472222222","12.1980472222222","9511"
"","DGTS(49:5)+H",0,0,0,"11.3746222222222","11.6746222222222","9684","","DGTS(49:5)+H",0,0,0,"11.3746222222222","11.6746222222222","9684","","DGTS(49:5)+H",0,0,0,"11.3746222222222","11.6746222222222","9684","","DGTS(49:5)+H",0,0,0,"11.3746222222222","11.6746222222222","9684","","DGTS(49:5)+H",0,0,0,"11.3746222222222","11.6746222222222","9684","","DGTS(49:5)+H","940.7964","236.1492","144.1019","11.3746222222222","11.6746222222222","9684"
"","DGTS(49:5)+H",0,0,0,"10.8547651515152","11.1547651515152","10566","","DGTS(49:5)+H",0,0,0,"10.8547651515152","11.1547651515152","10566","","DGTS(49:5)+H",0,0,0,"10.8547651515152","11.1547651515152","10566","","DGTS(49:5)+H",0,0,0,"10.8547651515152","11.1547651515152","10566","","DGTS(49:5)+H",0,0,0,"10.8547651515152","11.1547651515152","10566","","DGTS(49:5)+H","940.7964","236.1492","144.1019","10.8547651515152","11.1547651515152","10566"
"","DGTS(49:5)+H",0,0,0,"10.6359972222222","10.9359972222222","15014","","DGTS(49:5)+H",0,0,0,"10.6359972222222","10.9359972222222","15014","","DGTS(49:5)+H",0,0,0,"10.6359972222222","10.9359972222222","15014","","DGTS(49:5)+H",0,0,0,"10.6359972222222","10.9359972222222","15014","","DGTS(49:5)+H",0,0,0,"10.6359972222222","10.9359972222222","15014","","DGTS(49:5)+H","940.7964","236.1492","144.1019","10.6359972222222","10.9359972222222","15014"
"","DGTS(49:6)+H",0,0,0,"12.7061055555556","13.0061055555556","3732","","DGTS(49:6)+H",0,0,0,"12.7061055555556","13.0061055555556","3732","","DGTS(49:6)+H",0,0,0,"12.7061055555556","13.0061055555556","3732","","DGTS(49:6)+H",0,0,0,"12.7061055555556","13.0061055555556","3732","","DGTS(49:6)+H",0,0,0,"12.7061055555556","13.0061055555556","3732","","DGTS(49:6)+H","938.7807","236.1492","144.1019","12.7061055555556","13.0061055555556","3732"
"","DGTS(49:6)+H",0,0,0,"11.2884569444444","11.5884569444444","4473","","DGTS(49:6)+H",0,0,0,"11.2884569444444","11.5884569444444","4473","","DGTS(49:6)+H",0,0,0,"11.2884569444444","11.5884569444444","4473","","DGTS(49:6)+H",0,0,0,"11.2884569444444","11.5884569444444","4473","","DGTS(49:6)+H",0,0,0,"11.2884569444444","11.5884569444444","4473","","DGTS(49:6)+H","938.7807","236.1492","144.1019","11.2884569444444","11.5884569444444","4473"
"","DGTS(49:6)+H",0,0,0,"11.8180875","12.1180875","4651","","DGTS(49:6)+H",0,0,0,"11.8180875","12.1180875","4651","","DGTS(49:6)+H",0,0,0,"11.8180875","12.1180875","4651","","DGTS(49:6)+H",0,0,0,"11.8180875","12.1180875","4651","","DGTS(49:6)+H",0,0,0,"11.8180875","12.1180875","4651","","DGTS(49:6)+H","938.7807","236.1492","144.1019","11.8180875","12.1180875","4651"
"","DGTS(50:1)+H",0,0,0,"12.663675","12.963675","4252","","DGTS(50:1)+H",0,0,0,"12.663675","12.963675","4252","","DGTS(50:1)+H",0,0,0,"12.663675","12.963675","4252","","DGTS(50:1)+H",0,0,0,"12.663675","12.963675","4252","","DGTS(50:1)+H",0,0,0,"12.663675","12.963675","4252","","DGTS(50:1)+H","962.8746","236.1492","144.1019","12.663675","12.963675","4252"
"","DGTS(50:1)+H",0,0,0,"12.7988277777778","13.0988277777778","14403","","DGTS(50:1)+H",0,0,0,"12.7988277777778","13.0988277777778","14403","","DGTS(50:1)+H",0,0,0,"12.7988277777778","13.0988277777778","14403","","DGTS(50:1)+H",0,0,0,"12.7988277777778","13.0988277777778","14403","","DGTS(50:1)+H",0,0,0,"12.7988277777778","13.0988277777778","14403","","DGTS(50:1)+H","962.8746","236.1492","144.1019","12.7988277777778","13.0988277777778","14403"
"","DGTS(50:2)+H",0,0,0,"12.0580138888889","12.3580138888889","1965","","DGTS(50:2)+H",0,0,0,"12.0580138888889","12.3580138888889","1965","","DGTS(50:2)+H",0,0,0,"12.0580138888889","12.3580138888889","1965","","DGTS(50:2)+H",0,0,0,"12.0580138888889","12.3580138888889","1965","","DGTS(50:2)+H",0,0,0,"12.0580138888889","12.3580138888889","1965","","DGTS(50:2)+H","960.859","236.1492","144.1019","12.0580138888889","12.3580138888889","1965"
"","DGTS(50:2)+H",0,0,0,"11.648375","11.948375","3422","","DGTS(50:2)+H",0,0,0,"11.648375","11.948375","3422","","DGTS(50:2)+H",0,0,0,"11.648375","11.948375","3422","","DGTS(50:2)+H",0,0,0,"11.648375","11.948375","3422","","DGTS(50:2)+H",0,0,0,"11.648375","11.948375","3422","","DGTS(50:2)+H","960.859","236.1492","144.1019","11.648375","11.948375","3422"
"","DGTS(50:2)+H",0,0,0,"12.3485472222222","12.6485472222222","11367","","DGTS(50:2)+H",0,0,0,"12.3485472222222","12.6485472222222","11367","","DGTS(50:2)+H",0,0,0,"12.3485472222222","12.6485472222222","11367","","DGTS(50:2)+H",0,0,0,"12.3485472222222","12.6485472222222","11367","","DGTS(50:2)+H",0,0,0,"12.3485472222222","12.6485472222222","11367","","DGTS(50:2)+H","960.859","236.1492","144.1019","12.3485472222222","12.6485472222222","11367"
"","DGTS(50:2)+H",0,0,0,"11.6804861111111","11.9804861111111","16626","","DGTS(50:2)+H",0,0,0,"11.6804861111111","11.9804861111111","16626","","DGTS(50:2)+H",0,0,0,"11.6804861111111","11.9804861111111","16626","","DGTS(50:2)+H",0,0,0,"11.6804861111111","11.9804861111111","16626","","DGTS(50:2)+H",0,0,0,"11.6804861111111","11.9804861111111","16626","","DGTS(50:2)+H","960.859","236.1492","144.1019","11.6804861111111","11.9804861111111","16626"
"","DGTS(50:4)+H",0,0,0,"12.3927611111111","12.6927611111111","2322","","DGTS(50:4)+H",0,0,0,"12.3927611111111","12.6927611111111","2322","","DGTS(50:4)+H",0,0,0,"12.3927611111111","12.6927611111111","2322","","DGTS(50:4)+H",0,0,0,"12.3927611111111","12.6927611111111","2322","","DGTS(50:4)+H",0,0,0,"12.3927611111111","12.6927611111111","2322","","DGTS(50:4)+H","956.8277","236.1492","144.1019","12.3927611111111","12.6927611111111","2322"
"","DGTS(50:4)+H",0,0,0,"11.0539833333333","11.3539833333333","5319","","DGTS(50:4)+H",0,0,0,"11.0539833333333","11.3539833333333","5319","","DGTS(50:4)+H",0,0,0,"11.0539833333333","11.3539833333333","5319","","DGTS(50:4)+H",0,0,0,"11.0539833333333","11.3539833333333","5319","","DGTS(50:4)+H",0,0,0,"11.0539833333333","11.3539833333333","5319","","DGTS(50:4)+H","956.8277","236.1492","144.1019","11.0539833333333","11.3539833333333","5319"
"","DGTS(50:3)+H",0,0,0,"11.4463486111111","11.7463486111111","2261","","DGTS(50:3)+H",0,0,0,"11.4463486111111","11.7463486111111","2261","","DGTS(50:3)+H",0,0,0,"11.4463486111111","11.7463486111111","2261","","DGTS(50:3)+H",0,0,0,"11.4463486111111","11.7463486111111","2261","","DGTS(50:3)+H",0,0,0,"11.4463486111111","11.7463486111111","2261","","DGTS(50:3)+H","958.8433","236.1492","144.1019","11.4463486111111","11.7463486111111","2261"
"","DGTS(50:3)+H",0,0,0,"12.9316388888889","13.2316388888889","2962","","DGTS(50:3)+H",0,0,0,"12.9316388888889","13.2316388888889","2962","","DGTS(50:3)+H",0,0,0,"12.9316388888889","13.2316388888889","2962","","DGTS(50:3)+H",0,0,0,"12.9316388888889","13.2316388888889","2962","","DGTS(50:3)+H",0,0,0,"12.9316388888889","13.2316388888889","2962","","DGTS(50:3)+H","958.8433","236.1492","144.1019","12.9316388888889","13.2316388888889","2962"
"","DGTS(50:3)+H",0,0,0,"11.0942763888889","11.3942763888889","9764","","DGTS(50:3)+H",0,0,0,"11.0942763888889","11.3942763888889","9764","","DGTS(50:3)+H",0,0,0,"11.0942763888889","11.3942763888889","9764","","DGTS(50:3)+H",0,0,0,"11.0942763888889","11.3942763888889","9764","","DGTS(50:3)+H",0,0,0,"11.0942763888889","11.3942763888889","9764","","DGTS(50:3)+H","958.8433","236.1492","144.1019","11.0942763888889","11.3942763888889","9764"
"","DGTS(50:3)+H",0,0,0,"11.7028902777778","12.0028902777778","15190","","DGTS(50:3)+H",0,0,0,"11.7028902777778","12.0028902777778","15190","","DGTS(50:3)+H",0,0,0,"11.7028902777778","12.0028902777778","15190","","DGTS(50:3)+H",0,0,0,"11.7028902777778","12.0028902777778","15190","","DGTS(50:3)+H",0,0,0,"11.7028902777778","12.0028902777778","15190","","DGTS(50:3)+H","958.8433","236.1492","144.1019","11.7028902777778","12.0028902777778","15190"
"","DGTS(50:5)+H",0,0,0,"11.8862652777778","12.1862652777778","5910","","DGTS(50:5)+H",0,0,0,"11.8862652777778","12.1862652777778","5910","","DGTS(50:5)+H",0,0,0,"11.8862652777778","12.1862652777778","5910","","DGTS(50:5)+H",0,0,0,"11.8862652777778","12.1862652777778","5910","","DGTS(50:5)+H",0,0,0,"11.8862652777778","12.1862652777778","5910","","DGTS(50:5)+H","954.812","236.1492","144.1019","11.8862652777778","12.1862652777778","5910"
"","DGTS(51:1)+H",0,0,0,"12.5350694444444","12.8350694444444","10423","","DGTS(51:1)+H",0,0,0,"12.5350694444444","12.8350694444444","10423","","DGTS(51:1)+H",0,0,0,"12.5350694444444","12.8350694444444","10423","","DGTS(51:1)+H",0,0,0,"12.5350694444444","12.8350694444444","10423","","DGTS(51:1)+H",0,0,0,"12.5350694444444","12.8350694444444","10423","","DGTS(51:1)+H","976.8903","236.1492","144.1019","12.5350694444444","12.8350694444444","10423"
"","DGTS(51:2)+H",0,0,0,"12.0527722222222","12.3527722222222","3170","","DGTS(51:2)+H",0,0,0,"12.0527722222222","12.3527722222222","3170","","DGTS(51:2)+H",0,0,0,"12.0527722222222","12.3527722222222","3170","","DGTS(51:2)+H",0,0,0,"12.0527722222222","12.3527722222222","3170","","DGTS(51:2)+H",0,0,0,"12.0527722222222","12.3527722222222","3170","","DGTS(51:2)+H","974.8746","236.1492","144.1019","12.0527722222222","12.3527722222222","3170"
"","DGTS(51:2)+H",0,0,0,"11.6614694444444","11.9614694444444","5483","","DGTS(51:2)+H",0,0,0,"11.6614694444444","11.9614694444444","5483","","DGTS(51:2)+H",0,0,0,"11.6614694444444","11.9614694444444","5483","","DGTS(51:2)+H",0,0,0,"11.6614694444444","11.9614694444444","5483","","DGTS(51:2)+H",0,0,0,"11.6614694444444","11.9614694444444","5483","","DGTS(51:2)+H","974.8746","236.1492","144.1019","11.6614694444444","11.9614694444444","5483"
"","DGTS(51:2)+H",0,0,0,"12.2860583333333","12.5860583333333","16636","","DGTS(51:2)+H",0,0,0,"12.2860583333333","12.5860583333333","16636","","DGTS(51:2)+H",0,0,0,"12.2860583333333","12.5860583333333","16636","","DGTS(51:2)+H",0,0,0,"12.2860583333333","12.5860583333333","16636","","DGTS(51:2)+H",0,0,0,"12.2860583333333","12.5860583333333","16636","","DGTS(51:2)+H","974.8746","236.1492","144.1019","12.2860583333333","12.5860583333333","16636"
"","DGTS(51:4)+H",0,0,0,"11.0864651515151","11.3864651515151","7048","","DGTS(51:4)+H",0,0,0,"11.0864651515151","11.3864651515151","7048","","DGTS(51:4)+H",0,0,0,"11.0864651515151","11.3864651515151","7048","","DGTS(51:4)+H",0,0,0,"11.0864651515151","11.3864651515151","7048","","DGTS(51:4)+H",0,0,0,"11.0864651515151","11.3864651515151","7048","","DGTS(51:4)+H","970.8433","236.1492","144.1019","11.0864651515151","11.3864651515151","7048"
"","DGTS(51:4)+H",0,0,0,"11.3123305555556","11.6123305555556","12022","","DGTS(51:4)+H",0,0,0,"11.3123305555556","11.6123305555556","12022","","DGTS(51:4)+H",0,0,0,"11.3123305555556","11.6123305555556","12022","","DGTS(51:4)+H",0,0,0,"11.3123305555556","11.6123305555556","12022","","DGTS(51:4)+H",0,0,0,"11.3123305555556","11.6123305555556","12022","","DGTS(51:4)+H","970.8433","236.1492","144.1019","11.3123305555556","11.6123305555556","12022"
"","DGTS(51:4)+H",0,0,0,"11.0994736111111","11.3994736111111","16830","","DGTS(51:4)+H",0,0,0,"11.0994736111111","11.3994736111111","16830","","DGTS(51:4)+H",0,0,0,"11.0994736111111","11.3994736111111","16830","","DGTS(51:4)+H",0,0,0,"11.0994736111111","11.3994736111111","16830","","DGTS(51:4)+H",0,0,0,"11.0994736111111","11.3994736111111","16830","","DGTS(51:4)+H","970.8433","236.1492","144.1019","11.0994736111111","11.3994736111111","16830"
"","DGTS(52:4)+H",0,0,0,"11.4788555555556","11.7788555555556","3366","","DGTS(52:4)+H",0,0,0,"11.4788555555556","11.7788555555556","3366","","DGTS(52:4)+H",0,0,0,"11.4788555555556","11.7788555555556","3366","","DGTS(52:4)+H",0,0,0,"11.4788555555556","11.7788555555556","3366","","DGTS(52:4)+H",0,0,0,"11.4788555555556","11.7788555555556","3366","","DGTS(52:4)+H","984.859","236.1492","144.1019","11.4788555555556","11.7788555555556","3366"
"","DGTS(52:4)+H",0,0,0,"11.7059180555556","12.0059180555556","9588","","DGTS(52:4)+H",0,0,0,"11.7059180555556","12.0059180555556","9588","","DGTS(52:4)+H",0,0,0,"11.7059180555556","12.0059180555556","9588","","DGTS(52:4)+H",0,0,0,"11.7059180555556","12.0059180555556","9588","","DGTS(52:4)+H",0,0,0,"11.7059180555556","12.0059180555556","9588","","DGTS(52:4)+H","984.859","236.1492","144.1019","11.7059180555556","12.0059180555556","9588"
"","DGTS(52:3)+H",0,0,0,"12.0822444444444","12.3822444444444","3536","","DGTS(52:3)+H",0,0,0,"12.0822444444444","12.3822444444444","3536","","DGTS(52:3)+H",0,0,0,"12.0822444444444","12.3822444444444","3536","","DGTS(52:3)+H",0,0,0,"12.0822444444444","12.3822444444444","3536","","DGTS(52:3)+H",0,0,0,"12.0822444444444","12.3822444444444","3536","","DGTS(52:3)+H","986.8746","236.1492","144.1019","12.0822444444444","12.3822444444444","3536"
"","DGTS(52:5)+H",0,0,0,"12.4008416666667","12.7008416666667","2288","","DGTS(52:5)+H",0,0,0,"12.4008416666667","12.7008416666667","2288","","DGTS(52:5)+H",0,0,0,"12.4008416666667","12.7008416666667","2288","","DGTS(52:5)+H",0,0,0,"12.4008416666667","12.7008416666667","2288","","DGTS(52:5)+H",0,0,0,"12.4008416666667","12.7008416666667","2288","","DGTS(52:5)+H","982.8433","236.1492","144.1019","12.4008416666667","12.7008416666667","2288"
"","DGTS(52:5)+H",0,0,0,"11.3188708333333","11.6188708333333","5199","","DGTS(52:5)+H",0,0,0,"11.3188708333333","11.6188708333333","5199","","DGTS(52:5)+H",0,0,0,"11.3188708333333","11.6188708333333","5199","","DGTS(52:5)+H",0,0,0,"11.3188708333333","11.6188708333333","5199","","DGTS(52:5)+H",0,0,0,"11.3188708333333","11.6188708333333","5199","","DGTS(52:5)+H","982.8433","236.1492","144.1019","11.3188708333333","11.6188708333333","5199"
"","DGTS(52:5)+H",0,0,0,"11.0336180555556","11.3336180555556","7046","","DGTS(52:5)+H",0,0,0,"11.0336180555556","11.3336180555556","7046","","DGTS(52:5)+H",0,0,0,"11.0336180555556","11.3336180555556","7046","","DGTS(52:5)+H",0,0,0,"11.0336180555556","11.3336180555556","7046","","DGTS(52:5)+H",0,0,0,"11.0336180555556","11.3336180555556","7046","","DGTS(52:5)+H","982.8433","236.1492","144.1019","11.0336180555556","11.3336180555556","7046"
"","DGTS(52:6)+H",0,0,0,"11.7993138888889","12.0993138888889","5722","","DGTS(52:6)+H",0,0,0,"11.7993138888889","12.0993138888889","5722","","DGTS(52:6)+H",0,0,0,"11.7993138888889","12.0993138888889","5722","","DGTS(52:6)+H",0,0,0,"11.7993138888889","12.0993138888889","5722","","DGTS(52:6)+H",0,0,0,"11.7993138888889","12.0993138888889","5722","","DGTS(52:6)+H","980.8277","236.1492","144.1019","11.7993138888889","12.0993138888889","5722"
"","DGTS(52:6)+H",0,0,0,"11.9211597222222","12.2211597222222","18905","","DGTS(52:6)+H",0,0,0,"11.9211597222222","12.2211597222222","18905","","DGTS(52:6)+H",0,0,0,"11.9211597222222","12.2211597222222","18905","","DGTS(52:6)+H",0,0,0,"11.9211597222222","12.2211597222222","18905","","DGTS(52:6)+H",0,0,0,"11.9211597222222","12.2211597222222","18905","","DGTS(52:6)+H","980.8277","236.1492","144.1019","11.9211597222222","12.2211597222222","18905"
"","DGTS(53:4)+H",0,0,0,"11.4781861111111","11.7781861111111","5103","","DGTS(53:4)+H",0,0,0,"11.4781861111111","11.7781861111111","5103","","DGTS(53:4)+H",0,0,0,"11.4781861111111","11.7781861111111","5103","","DGTS(53:4)+H",0,0,0,"11.4781861111111","11.7781861111111","5103","","DGTS(53:4)+H",0,0,0,"11.4781861111111","11.7781861111111","5103","","DGTS(53:4)+H","998.8746","236.1492","144.1019","11.4781861111111","11.7781861111111","5103"
"","DGTS(53:4)+H",0,0,0,"11.6974652777778","11.9974652777778","6329","","DGTS(53:4)+H",0,0,0,"11.6974652777778","11.9974652777778","6329","","DGTS(53:4)+H",0,0,0,"11.6974652777778","11.9974652777778","6329","","DGTS(53:4)+H",0,0,0,"11.6974652777778","11.9974652777778","6329","","DGTS(53:4)+H",0,0,0,"11.6974652777778","11.9974652777778","6329","","DGTS(53:4)+H","998.8746","236.1492","144.1019","11.6974652777778","11.9974652777778","6329"
