"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","RT at Max Intensity","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Number of Scans","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Max Intensity","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Average m/z","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MSDIAL_Sph","[M+H]+","1","2","3","4","5","RT_min","RT_max","Comment"
"","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2",0,0,0,0,0,0,"0.439566666666667","0.739566666666667","13949","","MSDIAL_SPB 14:1;2O;[M+H]+;CCCCCCCCC\C=C\C(O)C(N)CO;VDRZDTXJMRRVMF-ZHACJKMWNA-N;C14H29NO2","244.22711","226.2165","79.05423","196.2060","208.2060","93.06988","0.439566666666667","0.739566666666667","13949"
"","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"8.26416515151515","8.56416515151515","8876","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"8.26416515151515","8.56416515151515","8876","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"8.26416515151515","8.56416515151515","8876","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"8.26416515151515","8.56416515151515","8876","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"8.26416515151515","8.56416515151515","8876","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2","314.30536","296.2948","79.05423","266.2842","278.2842","93.06988","8.26416515151515","8.56416515151515","8876"
"","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"13.6746194444444","13.9746194444444","10684","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"13.6746194444444","13.9746194444444","10684","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"13.6746194444444","13.9746194444444","10684","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"13.6746194444444","13.9746194444444","10684","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"13.6746194444444","13.9746194444444","10684","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2","314.30536","296.2948","79.05423","266.2842","278.2842","93.06988","13.6746194444444","13.9746194444444","10684"
"","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"14.1574361111111","14.4574361111111","10712","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"14.1574361111111","14.4574361111111","10712","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"14.1574361111111","14.4574361111111","10712","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"14.1574361111111","14.4574361111111","10712","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"14.1574361111111","14.4574361111111","10712","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2","314.30536","296.2948","79.05423","266.2842","278.2842","93.06988","14.1574361111111","14.4574361111111","10712"
"","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",1,0,0,0,0,0,"5.65407916666667","5.95407916666667","10992","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",5.77077,0,0,0,0,0,"5.65407916666667","5.95407916666667","10992","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",1,0,0,0,0,0,"5.65407916666667","5.95407916666667","10992","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",3227.025,0,0,0,0,0,"5.65407916666667","5.95407916666667","10992","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",314.3064,0,0,0,0,0,"5.65407916666667","5.95407916666667","10992","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2","314.30536","296.2948","79.05423","266.2842","278.2842","93.06988","5.65407916666667","5.95407916666667","10992"
"","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"3.08248055555556","3.38248055555556","11243","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"3.08248055555556","3.38248055555556","11243","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"3.08248055555556","3.38248055555556","11243","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"3.08248055555556","3.38248055555556","11243","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"3.08248055555556","3.38248055555556","11243","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2","314.30536","296.2948","79.05423","266.2842","278.2842","93.06988","3.08248055555556","3.38248055555556","11243"
"","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.5667597222222","15.8667597222222","12340","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.5667597222222","15.8667597222222","12340","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.5667597222222","15.8667597222222","12340","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.5667597222222","15.8667597222222","12340","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.5667597222222","15.8667597222222","12340","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2","314.30536","296.2948","79.05423","266.2842","278.2842","93.06988","15.5667597222222","15.8667597222222","12340"
"","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.3712777777778","15.6712777777778","13963","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.3712777777778","15.6712777777778","13963","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.3712777777778","15.6712777777778","13963","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.3712777777778","15.6712777777778","13963","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.3712777777778","15.6712777777778","13963","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2","314.30536","296.2948","79.05423","266.2842","278.2842","93.06988","15.3712777777778","15.6712777777778","13963"
"","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"4.96620277777778","5.26620277777778","15754","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"4.96620277777778","5.26620277777778","15754","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"4.96620277777778","5.26620277777778","15754","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"4.96620277777778","5.26620277777778","15754","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"4.96620277777778","5.26620277777778","15754","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2","314.30536","296.2948","79.05423","266.2842","278.2842","93.06988","4.96620277777778","5.26620277777778","15754"
"","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.7431347222222","16.0431347222222","15883","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.7431347222222","16.0431347222222","15883","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.7431347222222","16.0431347222222","15883","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.7431347222222","16.0431347222222","15883","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"15.7431347222222","16.0431347222222","15883","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2","314.30536","296.2948","79.05423","266.2842","278.2842","93.06988","15.7431347222222","16.0431347222222","15883"
"","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"13.12045","13.42045","17126","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"13.12045","13.42045","17126","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"13.12045","13.42045","17126","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"13.12045","13.42045","17126","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"13.12045","13.42045","17126","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2","314.30536","296.2948","79.05423","266.2842","278.2842","93.06988","13.12045","13.42045","17126"
"","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"17.4430138888889","17.7430138888889","18670","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"17.4430138888889","17.7430138888889","18670","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"17.4430138888889","17.7430138888889","18670","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"17.4430138888889","17.7430138888889","18670","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2",0,0,0,0,0,0,"17.4430138888889","17.7430138888889","18670","","MSDIAL_SPB 19:1;2O;[M+H]+;CCCCCCCCCCCCCC\C=C\C(O)C(N)CO;RYLBRSKITMRIJM-FOCLMDBBNA-N;C19H39NO2","314.30536","296.2948","79.05423","266.2842","278.2842","93.06988","17.4430138888889","17.7430138888889","18670"
"","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.72389305555556","2.02389305555556","4610","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.72389305555556","2.02389305555556","4610","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.72389305555556","2.02389305555556","4610","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.72389305555556","2.02389305555556","4610","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.72389305555556","2.02389305555556","4610","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2","328.32101","310.3104","79.05423","280.2999","292.2999","93.06988","1.72389305555556","2.02389305555556","4610"
"","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"0.694605555555555","0.994605555555555","4807","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"0.694605555555555","0.994605555555555","4807","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"0.694605555555555","0.994605555555555","4807","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"0.694605555555555","0.994605555555555","4807","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"0.694605555555555","0.994605555555555","4807","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2","328.32101","310.3104","79.05423","280.2999","292.2999","93.06988","0.694605555555555","0.994605555555555","4807"
"","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"0.92334444444444","1.22334444444444","8968","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"0.92334444444444","1.22334444444444","8968","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"0.92334444444444","1.22334444444444","8968","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"0.92334444444444","1.22334444444444","8968","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"0.92334444444444","1.22334444444444","8968","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2","328.32101","310.3104","79.05423","280.2999","292.2999","93.06988","0.92334444444444","1.22334444444444","8968"
"","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.13492222222222","1.43492222222222","9022","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.13492222222222","1.43492222222222","9022","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.13492222222222","1.43492222222222","9022","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.13492222222222","1.43492222222222","9022","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.13492222222222","1.43492222222222","9022","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2","328.32101","310.3104","79.05423","280.2999","292.2999","93.06988","1.13492222222222","1.43492222222222","9022"
"","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.54395694444444","1.84395694444444","14444","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.54395694444444","1.84395694444444","14444","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.54395694444444","1.84395694444444","14444","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.54395694444444","1.84395694444444","14444","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2",0,0,0,0,0,0,"1.54395694444444","1.84395694444444","14444","","MSDIAL_SPB 20:1;2O;[M+H]+;CCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;HTJSZHKGNMXZJN-WUKNDPDINA-N;C20H41NO2","328.32101","310.3104","79.05423","280.2999","292.2999","93.06988","1.54395694444444","1.84395694444444","14444"
"","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.44675833333333","4.74675833333333","3075","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.44675833333333","4.74675833333333","3075","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.44675833333333","4.74675833333333","3075","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.44675833333333","4.74675833333333","3075","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2",0,0,0,0,0,0,"4.44675833333333","4.74675833333333","3075","","MSDIAL_SPB 21:1;2O;[M+H]+;CCCCCCCCCCCCCCCC\C=C\C(O)C(N)CO;ZAQHRPVUJOMDFI-ISLYRVAYNA-N;C21H43NO2","342.33666","324.3261","79.05423","294.3155","306.3155","93.06988","4.44675833333333","4.74675833333333","3075"
