"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","RT at Max Intensity","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Number of Scans","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Max Intensity","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Average m/z","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment"
"","OxCL(16:0_16:1_18:3(OOH)2_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1_18:3(OOH)2_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1_18:3(OOH)2_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1_18:3(OOH)2_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1_18:3(OOH)2_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1_18:3(OOH)2_20:3(OH))-2H","750.45828","631.344105","513.237175","588.362095","436.242045","391.2254","389.20974","441.16828","457.23598","255.23281","253.21715","305.17569","321.24339","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1_20:1_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","OxCL(16:0_16:1_20:1_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","OxCL(16:0_16:1_20:1_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","OxCL(16:0_16:1_20:1_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","OxCL(16:0_16:1_20:1_22:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","OxCL(16:0_16:1_20:1_22:3(OH))-2H","748.51542","629.401245","511.294315","602.377755","436.242045","391.2254","389.20974","445.27238","485.2673","255.23281","253.21715","309.27979","349.27471","4.66369090909091","4.96369090909091","3080"
"","OxCL(16:0_16:1(OH)_16:0_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:0_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:0_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:0_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:0_22:6(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:0_22:6(OOH)2)-2H","750.45828","631.344105","505.239715","631.344105","444.239505","391.2254","405.20466","391.2254","491.18394","255.23281","269.21207","255.23281","355.19135","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OH)_16:1_22:5(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:1_22:5(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:1_22:5(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:1_22:5(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:1_22:5(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:1_22:5(OOH)2)-2H","750.45828","631.344105","505.239715","632.351935","444.239505","391.2254","405.20466","389.20974","493.1996","255.23281","269.21207","253.21715","357.20701","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OH)_16:1(OOH)_22:5(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:1(OOH)_22:5(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:1(OOH)_22:5(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:1(OOH)_22:5(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:1(OOH)_22:5(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_16:1(OOH)_22:5(OOH))-2H","750.45828","631.344105","505.239715","616.357015","444.239505","391.2254","405.20466","403.18901","479.22033","255.23281","269.21207","267.19642","343.22774","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OH)_18:1_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.52922272727273","4.82922272727273","1173","","OxCL(16:0_16:1(OH)_18:1_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.52922272727273","4.82922272727273","1173","","OxCL(16:0_16:1(OH)_18:1_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.52922272727273","4.82922272727273","1173","","OxCL(16:0_16:1(OH)_18:1_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.52922272727273","4.82922272727273","1173","","OxCL(16:0_16:1(OH)_18:1_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.52922272727273","4.82922272727273","1173","","OxCL(16:0_16:1(OH)_18:1_20:1)-2H","722.49976","603.385585","477.281195","590.377755","444.239505","391.2254","405.20466","417.24106","445.27238","255.23281","269.21207","281.24847","309.27979","4.52922272727273","4.82922272727273","1173"
"","OxCL(16:0_16:1(OH)_18:1_20:3)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_16:1(OH)_18:1_20:3)-2H",5.740896,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_16:1(OH)_18:1_20:3)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_16:1(OH)_18:1_20:3)-2H",182553.7,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_16:1(OH)_18:1_20:3)-2H",720.4832,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_16:1(OH)_18:1_20:3)-2H","720.4841","601.369925","475.265535","588.362095","444.239505","391.2254","405.20466","417.24106","441.24106","255.23281","269.21207","281.24847","305.24847","5.56829242424242","5.86829242424242","190"
"","OxCL(16:0_16:1(OH)_18:2_20:4(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2_20:4(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2_20:4(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2_20:4(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2_20:4(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2_20:4(OOH)2)-2H","750.45828","631.344105","505.239715","619.344105","444.239505","391.2254","405.20466","415.2254","467.18394","255.23281","269.21207","279.23281","331.19135","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OH)_18:2(OOH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2(OOH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2(OOH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2(OOH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2(OOH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2(OOH)_20:4(OOH))-2H","750.45828","631.344105","505.239715","603.349185","444.239505","391.2254","405.20466","429.20467","453.20467","255.23281","269.21207","293.21208","317.21208","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OH)_18:2(OOH)2_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2(OOH)2_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2(OOH)2_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2(OOH)2_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2(OOH)2_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:2(OOH)2_20:4)-2H","750.45828","631.344105","505.239715","587.354265","444.239505","391.2254","405.20466","443.18394","439.2254","255.23281","269.21207","307.19135","303.23281","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OH)_18:3_18:3(OOH)2)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OH)_18:3_18:3(OOH)2)-2H",3.969057,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OH)_18:3_18:3(OOH)2)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OH)_18:3_18:3(OOH)2)-2H",11127.61,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OH)_18:3_18:3(OOH)2)-2H",736.4424,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OH)_18:3_18:3(OOH)2)-2H","736.44262","617.328445","491.224055","606.336275","444.239505","391.2254","405.20466","413.20974","441.16828","255.23281","269.21207","277.21715","305.17569","3.77912272727273","4.07912272727273","310"
"","OxCL(16:0_16:1(OH)_18:3_20:1)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_16:1(OH)_18:3_20:1)-2H",5.740896,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_16:1(OH)_18:3_20:1)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_16:1(OH)_18:3_20:1)-2H",182553.7,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_16:1(OH)_18:3_20:1)-2H",720.4832,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_16:1(OH)_18:3_20:1)-2H","720.4841","601.369925","475.265535","590.377755","444.239505","391.2254","405.20466","413.20974","445.27238","255.23281","269.21207","277.21715","309.27979","5.56829242424242","5.86829242424242","190"
"","OxCL(16:0_16:1(OH)_18:3_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3_20:3(OOH)2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3_20:3(OOH)2)-2H","750.45828","631.344105","505.239715","620.351935","444.239505","391.2254","405.20466","413.20974","469.1996","255.23281","269.21207","277.21715","333.20701","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OH)_18:3(OOH)_18:3(OOH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OH)_18:3(OOH)_18:3(OOH))-2H",3.969057,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OH)_18:3(OOH)_18:3(OOH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OH)_18:3(OOH)_18:3(OOH))-2H",11127.61,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OH)_18:3(OOH)_18:3(OOH))-2H",736.4424,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OH)_18:3(OOH)_18:3(OOH))-2H","736.44262","617.328445","491.224055","590.341355","444.239505","391.2254","405.20466","427.18901","427.18901","255.23281","269.21207","291.19642","291.19642","3.77912272727273","4.07912272727273","310"
"","OxCL(16:0_16:1(OH)_18:3(OOH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3(OOH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3(OOH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3(OOH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3(OOH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3(OOH)_20:3(OOH))-2H","750.45828","631.344105","505.239715","604.357015","444.239505","391.2254","405.20466","427.18901","455.22033","255.23281","269.21207","291.19642","319.22774","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OH)_18:3(OOH)2_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3(OOH)2_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3(OOH)2_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3(OOH)2_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3(OOH)2_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OH)_18:3(OOH)2_20:3)-2H","750.45828","631.344105","505.239715","588.362095","444.239505","391.2254","405.20466","441.16828","441.24106","255.23281","269.21207","305.17569","305.24847","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OOH)_16:1(OH)_22:5(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_16:1(OH)_22:5(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_16:1(OH)_22:5(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_16:1(OH)_22:5(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_16:1(OH)_22:5(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_16:1(OH)_22:5(OOH))-2H","750.45828","631.344105","497.242255","624.354475","452.236965","391.2254","403.18901","405.20466","479.22033","255.23281","267.19642","269.21207","343.22774","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OOH)_16:1(OOH)_22:5(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_16:1(OOH)_22:5(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_16:1(OOH)_22:5(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_16:1(OOH)_22:5(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_16:1(OOH)_22:5(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_16:1(OOH)_22:5(OH))-2H","750.45828","631.344105","497.242255","616.357015","452.236965","391.2254","403.18901","403.18901","481.23598","255.23281","267.19642","267.19642","345.24339","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OOH)_18:2(OH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:2(OH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:2(OH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:2(OH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:2(OH)_20:4(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:2(OH)_20:4(OOH))-2H","750.45828","631.344105","497.242255","611.346645","452.236965","391.2254","403.18901","431.22032","453.20467","255.23281","267.19642","295.22773","317.21208","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OOH)_18:2(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:2(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:2(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:2(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:2(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:2(OOH)_20:4(OH))-2H","750.45828","631.344105","497.242255","603.349185","452.236965","391.2254","403.18901","429.20467","455.22032","255.23281","267.19642","293.21208","319.22773","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OOH)_18:3(OH)_18:3(OOH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OOH)_18:3(OH)_18:3(OOH))-2H",3.969057,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OOH)_18:3(OH)_18:3(OOH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OOH)_18:3(OH)_18:3(OOH))-2H",11127.61,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OOH)_18:3(OH)_18:3(OOH))-2H",736.4424,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:0_16:1(OOH)_18:3(OH)_18:3(OOH))-2H","736.44262","617.328445","483.226595","598.338815","452.236965","391.2254","403.18901","429.20466","427.18901","255.23281","267.19642","293.21207","291.19642","3.77912272727273","4.07912272727273","310"
"","OxCL(16:0_16:1(OOH)_18:3(OH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:3(OH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:3(OH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:3(OH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:3(OH)_20:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:3(OH)_20:3(OOH))-2H","750.45828","631.344105","497.242255","612.354475","452.236965","391.2254","403.18901","429.20466","455.22033","255.23281","267.19642","293.21207","319.22774","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_16:1(OOH)_18:3(OOH)_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:3(OOH)_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:3(OOH)_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:3(OOH)_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:3(OOH)_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:0_16:1(OOH)_18:3(OOH)_20:3(OH))-2H","750.45828","631.344105","497.242255","604.357015","452.236965","391.2254","403.18901","427.18901","457.23598","255.23281","267.19642","291.19642","321.24339","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:0_18:1_16:0_20:4(OH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:1_16:0_20:4(OH))-2H",5.740896,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:1_16:0_20:4(OH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:1_16:0_20:4(OH))-2H",182553.7,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:1_16:0_20:4(OH))-2H",720.4832,0,0,0,0,0,0,0,0,0,0,0,0,"5.56829242424242","5.86829242424242","190","","OxCL(16:0_18:1_16:0_20:4(OH))-2H","720.4841","601.369925","469.247335","601.369925","450.257705","391.2254","417.24106","391.2254","455.22032","255.23281","281.24847","255.23281","319.22773","5.56829242424242","5.86829242424242","190"
