"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","RT at Max Intensity","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Number of Scans","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Max Intensity","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Average m/z","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxCL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment"
"","OxCL(16:1(OH)_18:3(OOH)_16:1(OOH)_18:2)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OH)_18:3(OOH)_16:1(OOH)_18:2)-2H",3.969057,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OH)_18:3(OOH)_16:1(OOH)_18:2)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OH)_18:3(OOH)_16:1(OOH)_18:2)-2H",11127.61,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OH)_18:3(OOH)_16:1(OOH)_18:2)-2H",736.4424,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OH)_18:3(OOH)_16:1(OOH)_18:2)-2H","736.44262","610.338815","464.236965","602.341355","471.226595","405.20466","427.18901","403.18901","415.2254","269.21207","291.19642","267.19642","279.23281","3.77912272727273","4.07912272727273","310"
"","OxCL(16:1(OH)_18:3(OOH)_18:1_18:2(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1_18:2(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1_18:2(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1_18:2(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1_18:2(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1_18:2(OOH))-2H","750.45828","624.354475","478.252625","618.336275","471.226595","405.20466","427.18901","417.24106","429.20467","269.21207","291.19642","281.24847","293.21208","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OH)_18:3(OOH)_18:1(OH)_18:2(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1(OH)_18:2(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1(OH)_18:2(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1(OH)_18:2(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1(OH)_18:2(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1(OH)_18:2(OH))-2H","750.45828","624.354475","478.252625","610.338815","471.226595","405.20466","427.18901","433.23598","431.22032","269.21207","291.19642","297.24339","295.22773","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OH)_18:3(OOH)_18:1(OOH)_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1(OOH)_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1(OOH)_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1(OOH)_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1(OOH)_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)_18:1(OOH)_18:2)-2H","750.45828","624.354475","478.252625","602.341355","471.226595","405.20466","427.18901","431.22033","415.2254","269.21207","291.19642","295.22774","279.23281","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OH)_18:3(OOH)2_18:1_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)2_18:1_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)2_18:1_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)2_18:1_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)2_18:1_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_18:3(OOH)2_18:1_18:2)-2H","750.45828","624.354475","462.257705","618.336275","487.221515","405.20466","441.16828","417.24106","415.2254","269.21207","305.17569","281.24847","279.23281","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OH)_20:1_18:2_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","OxCL(16:1(OH)_20:1_18:2_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","OxCL(16:1(OH)_20:1_18:2_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","OxCL(16:1(OH)_20:1_18:2_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","OxCL(16:1(OH)_20:1_18:2_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","OxCL(16:1(OH)_20:1_18:2_20:1)-2H","748.51542","622.411615","476.273365","617.401245","471.262995","405.20466","445.27238","415.2254","445.27238","269.21207","309.27979","279.23281","309.27979","4.66369090909091","4.96369090909091","3080"
"","OxCL(16:1(OH)_20:1_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","OxCL(16:1(OH)_20:1_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","OxCL(16:1(OH)_20:1_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","OxCL(16:1(OH)_20:1_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","OxCL(16:1(OH)_20:1_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","OxCL(16:1(OH)_20:1_20:1_22:6)-2H","772.51542","646.411615","500.273365","626.377755","471.262995","405.20466","445.27238","445.27238","463.2254","269.21207","309.27979","309.27979","327.23281","5.93952727272727","6.23952727272727","902"
"","OxCL(16:1(OH)_20:3_16:1(OOH)_18:2(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3_16:1(OOH)_18:2(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3_16:1(OOH)_18:2(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3_16:1(OOH)_18:2(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3_16:1(OOH)_18:2(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3_16:1(OOH)_18:2(OOH))-2H","750.45828","624.354475","480.231885","616.357015","469.247335","405.20466","441.24106","403.18901","429.20467","269.21207","305.24847","267.19642","293.21208","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OH)_20:3(OH)_16:1(OOH)_18:2(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3(OH)_16:1(OOH)_18:2(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3(OH)_16:1(OOH)_18:2(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3(OH)_16:1(OOH)_18:2(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3(OH)_16:1(OOH)_18:2(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3(OH)_16:1(OOH)_18:2(OH))-2H","750.45828","624.354475","472.234425","616.357015","477.244795","405.20466","457.23598","403.18901","431.22032","269.21207","321.24339","267.19642","295.22773","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OH)_20:3(OOH)_16:1(OOH)_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3(OOH)_16:1(OOH)_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3(OOH)_16:1(OOH)_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3(OOH)_16:1(OOH)_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3(OOH)_16:1(OOH)_18:2)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:3(OOH)_16:1(OOH)_18:2)-2H","750.45828","624.354475","464.236965","616.357015","485.242255","405.20466","455.22033","403.18901","415.2254","269.21207","319.22774","267.19642","279.23281","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OH)_20:4_16:1(OOH)_16:1(OOH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OH)_20:4_16:1(OOH)_16:1(OOH))-2H",3.969057,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OH)_20:4_16:1(OOH)_16:1(OOH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OH)_20:4_16:1(OOH)_16:1(OOH))-2H",11127.61,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OH)_20:4_16:1(OOH)_16:1(OOH))-2H",736.4424,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OH)_20:4_16:1(OOH)_16:1(OOH))-2H","736.44262","610.338815","467.224055","602.341355","468.239505","405.20466","439.2254","403.18901","403.18901","269.21207","303.23281","267.19642","267.19642","3.77912272727273","4.07912272727273","310"
"","OxCL(16:1(OH)_20:4_16:1(OOH)_18:1(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4_16:1(OOH)_18:1(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4_16:1(OOH)_18:1(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4_16:1(OOH)_18:1(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4_16:1(OOH)_18:1(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4_16:1(OOH)_18:1(OOH))-2H","750.45828","624.354475","481.239715","616.357015","468.239505","405.20466","439.2254","403.18901","431.22033","269.21207","303.23281","267.19642","295.22774","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OH)_20:4(OH)_16:1(OOH)_18:1(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4(OH)_16:1(OOH)_18:1(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4(OH)_16:1(OOH)_18:1(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4(OH)_16:1(OOH)_18:1(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4(OH)_16:1(OOH)_18:1(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4(OH)_16:1(OOH)_18:1(OH))-2H","750.45828","624.354475","473.242255","616.357015","476.236965","405.20466","455.22032","403.18901","433.23598","269.21207","319.22773","267.19642","297.24339","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OH)_20:4(OOH)_16:1(OOH)_18:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4(OOH)_16:1(OOH)_18:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4(OOH)_16:1(OOH)_18:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4(OOH)_16:1(OOH)_18:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4(OOH)_16:1(OOH)_18:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OH)_20:4(OOH)_16:1(OOH)_18:1)-2H","750.45828","624.354475","465.244795","616.357015","484.234425","405.20466","453.20467","403.18901","417.24106","269.21207","317.21208","267.19642","281.24847","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OH)_22:6_20:1_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","OxCL(16:1(OH)_22:6_20:1_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","OxCL(16:1(OH)_22:6_20:1_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","OxCL(16:1(OH)_22:6_20:1_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","OxCL(16:1(OH)_22:6_20:1_20:1)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","OxCL(16:1(OH)_22:6_20:1_20:1)-2H","772.51542","646.411615","491.296855","626.377755","480.239505","405.20466","463.2254","445.27238","445.27238","269.21207","327.23281","309.27979","309.27979","5.93952727272727","6.23952727272727","902"
"","OxCL(16:1(OOH)_16:1(OOH)_18:1_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:1_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:1_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:1_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:1_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:1_20:4(OH))-2H","750.45828","616.357015","482.255165","618.336275","467.224055","403.18901","403.18901","417.24106","455.22032","267.19642","267.19642","281.24847","319.22773","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OOH)_16:1(OOH)_18:1(OH)_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:1(OH)_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:1(OH)_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:1(OH)_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:1(OH)_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:1(OH)_20:4)-2H","750.45828","616.357015","482.255165","610.338815","467.224055","403.18901","403.18901","433.23598","439.2254","267.19642","267.19642","297.24339","303.23281","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OOH)_16:1(OOH)_18:2_18:3(OH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OOH)_16:1(OOH)_18:2_18:3(OH))-2H",3.969057,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OOH)_16:1(OOH)_18:2_18:3(OH))-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OOH)_16:1(OOH)_18:2_18:3(OH))-2H",11127.61,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OOH)_16:1(OOH)_18:2_18:3(OH))-2H",736.4424,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OOH)_16:1(OOH)_18:2_18:3(OH))-2H","736.44262","602.341355","468.239505","605.328445","467.224055","403.18901","403.18901","415.2254","429.20466","267.19642","267.19642","279.23281","293.21207","3.77912272727273","4.07912272727273","310"
"","OxCL(16:1(OOH)_16:1(OOH)_18:2_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:2_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:2_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:2_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:2_20:3(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:2_20:3(OH))-2H","750.45828","616.357015","482.255165","619.344105","467.224055","403.18901","403.18901","415.2254","457.23598","267.19642","267.19642","279.23281","321.24339","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OOH)_16:1(OOH)_18:2(OH)_18:3)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OOH)_16:1(OOH)_18:2(OH)_18:3)-2H",3.969057,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OOH)_16:1(OOH)_18:2(OH)_18:3)-2H",1,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OOH)_16:1(OOH)_18:2(OH)_18:3)-2H",11127.61,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OOH)_16:1(OOH)_18:2(OH)_18:3)-2H",736.4424,0,0,0,0,0,0,0,0,0,0,0,0,"3.77912272727273","4.07912272727273","310","","OxCL(16:1(OOH)_16:1(OOH)_18:2(OH)_18:3)-2H","736.44262","602.341355","468.239505","597.330985","467.224055","403.18901","403.18901","431.22032","413.20974","267.19642","267.19642","295.22773","277.21715","3.77912272727273","4.07912272727273","310"
"","OxCL(16:1(OOH)_16:1(OOH)_18:2(OH)_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:2(OH)_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:2(OH)_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:2(OH)_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:2(OH)_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_16:1(OOH)_18:2(OH)_20:3)-2H","750.45828","616.357015","482.255165","611.346645","467.224055","403.18901","403.18901","431.22032","441.24106","267.19642","267.19642","295.22773","305.24847","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OOH)_18:1_16:1(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_18:1_16:1(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_18:1_16:1(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_18:1_16:1(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_18:1_16:1(OOH)_20:4(OH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_18:1_16:1(OOH)_20:4(OH))-2H","750.45828","616.357015","484.234425","616.357015","465.244795","403.18901","417.24106","403.18901","455.22032","267.19642","281.24847","267.19642","319.22773","4.23709393939394","4.53709393939394","1287"
"","OxCL(16:1(OOH)_18:1_18:2(OH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_18:1_18:2(OH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_18:1_18:2(OH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_18:1_18:2(OH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_18:1_18:2(OH)_18:3(OOH))-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxCL(16:1(OOH)_18:1_18:2(OH)_18:3(OOH))-2H","750.45828","616.357015","484.234425","611.346645","465.244795","403.18901","417.24106","431.22032","427.18901","267.19642","281.24847","295.22773","291.19642","4.23709393939394","4.53709393939394","1287"
