"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-NS","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-NS","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer-NS","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer-NS","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Average m/z","Cer-NS","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-NS","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment"
"","Cer-NS(d28:3/29:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d28:3/29:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d28:3/29:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d28:3/29:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d28:3/29:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d28:3/29:0)-H","854.8329","824.8224","822.8067","806.8118","478.4624","462.4675","399.3633","436.4524","373.3476","419.4258","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d28:3/29:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d28:3/29:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d28:3/29:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d28:3/29:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d28:3/29:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d28:3/29:0)-H","854.8329","824.8224","822.8067","806.8118","478.4624","462.4675","399.3633","436.4524","373.3476","419.4258","13.114903030303","13.414903030303","4035"
"","Cer-NS(d29:1/28:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:1/28:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:1/28:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:1/28:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:1/28:2)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:1/28:2)-H","854.8329","824.8224","822.8067","806.8118","460.4155","444.4206","417.4102","418.4054","391.3945","401.3789","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d29:1/28:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:1/28:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:1/28:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:1/28:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:1/28:2)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:1/28:2)-H","854.8329","824.8224","822.8067","806.8118","460.4155","444.4206","417.4102","418.4054","391.3945","401.3789","13.114903030303","13.414903030303","4035"
"","Cer-NS(d29:2/28:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:2/28:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:2/28:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:2/28:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:2/28:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:2/28:1)-H","854.8329","824.8224","822.8067","806.8118","462.4311","446.4362","415.3945","420.4211","389.3789","403.3945","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d29:2/28:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:2/28:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:2/28:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:2/28:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:2/28:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:2/28:1)-H","854.8329","824.8224","822.8067","806.8118","462.4311","446.4362","415.3945","420.4211","389.3789","403.3945","13.114903030303","13.414903030303","4035"
"","Cer-NS(d29:3/28:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:3/28:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:3/28:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:3/28:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:3/28:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d29:3/28:0)-H","854.8329","824.8224","822.8067","806.8118","464.4468","448.4518","413.3789","422.4367","387.3633","405.4102","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d29:3/28:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:3/28:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:3/28:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:3/28:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:3/28:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d29:3/28:0)-H","854.8329","824.8224","822.8067","806.8118","464.4468","448.4518","413.3789","422.4367","387.3633","405.4102","13.114903030303","13.414903030303","4035"
"","Cer-NS(d30:2/27:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d30:2/27:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d30:2/27:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d30:2/27:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d30:2/27:1)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d30:2/27:1)-H","854.8329","824.8224","822.8067","806.8118","448.4155","432.4206","429.4102","406.4054","403.3945","389.3789","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d30:2/27:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d30:2/27:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d30:2/27:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d30:2/27:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d30:2/27:1)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d30:2/27:1)-H","854.8329","824.8224","822.8067","806.8118","448.4155","432.4206","429.4102","406.4054","403.3945","389.3789","13.114903030303","13.414903030303","4035"
"","Cer-NS(d30:3/27:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d30:3/27:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d30:3/27:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d30:3/27:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d30:3/27:0)-H",0,0,0,0,0,0,0,0,0,0,"1.76297424242424","2.06297424242424","3756","","Cer-NS(d30:3/27:0)-H","854.8329","824.8224","822.8067","806.8118","450.4311","434.4362","427.3945","408.4211","401.3789","391.3945","1.76297424242424","2.06297424242424","3756"
"","Cer-NS(d30:3/27:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d30:3/27:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d30:3/27:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d30:3/27:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d30:3/27:0)-H",0,0,0,0,0,0,0,0,0,0,"13.114903030303","13.414903030303","4035","","Cer-NS(d30:3/27:0)-H","854.8329","824.8224","822.8067","806.8118","450.4311","434.4362","427.3945","408.4211","401.3789","391.3945","13.114903030303","13.414903030303","4035"
