"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Average m/z","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer-NS","[M+HCO2]-","[M-H]-","[M-CO-H]-","[M-CO-3H]-","[M-CO-O-3H]-","[FA+NCCO-3H]-","[FA+NCCO-O-3H]-","[Sph-N-O-5H]-","[FA+N-H]-","[Sph-NCC-3H]-","[FA-3H]-","RT_min","RT_max","Comment"
"","Cer-NS(d26:1/15:0)+HCO2",1,1,0,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d26:1/15:0)+HCO2",10.8619,10.8619,10.8619,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d26:1/15:0)+HCO2",1,1,1,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d26:1/15:0)+HCO2",1057.556,65958.08,515.0173,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d26:1/15:0)+HCO2",680.6201,634.6152,604.6054,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d26:1/15:0)+HCO2","680.6193","634.6138","604.6033","602.5876","586.5927","282.2433","266.2484","375.3633","240.2333","349.3476","223.2067","10.6999696969697","10.9999696969697","227"
"","Cer-NS(d26:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d26:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d26:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d26:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d26:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d26:1/15:0)+HCO2","680.6193","634.6138","604.6033","602.5876","586.5927","282.2433","266.2484","375.3633","240.2333","349.3476","223.2067","10.5248181818182","10.8248181818182","1553"
"","Cer-NS(d26:1/15:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d26:1/15:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d26:1/15:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d26:1/15:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d26:1/15:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d26:1/15:1)+HCO2","678.6036","632.5982","602.5876","600.572","584.577","280.2277","264.2328","375.3633","238.2176","349.3476","221.1911","9.8607848484848","10.1607848484848","1372"
"","Cer-NS(d26:1/16:0)+HCO2",1,1,1,0,1,0,0,0,0,0,1,"11.1295590909091","11.4295590909091","108","","Cer-NS(d26:1/16:0)+HCO2",11.29021,11.29021,11.29021,11.29021,11.29021,0,0,0,0,11.29021,11.29021,"11.1295590909091","11.4295590909091","108","","Cer-NS(d26:1/16:0)+HCO2",1,2,1,1,1,0,0,0,0,1,1,"11.1295590909091","11.4295590909091","108","","Cer-NS(d26:1/16:0)+HCO2",8007.366,335871.2,5140.881,793.6923,2095.437,0,0,0,0,845.0863,3794.493,"11.1295590909091","11.4295590909091","108","","Cer-NS(d26:1/16:0)+HCO2",694.6364,648.63095,618.6187,616.6044,600.6101,0,0,0,0,349.3473,237.2223,"11.1295590909091","11.4295590909091","108","","Cer-NS(d26:1/16:0)+HCO2","694.6349","648.6295","618.6189","616.6033","600.6083","296.259","280.264","375.3633","254.2489","349.3476","237.2224","11.1295590909091","11.4295590909091","108"
"","Cer-NS(d26:1/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d26:1/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d26:1/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d26:1/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d26:1/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d26:1/16:0)+HCO2","694.6349","648.6295","618.6189","616.6033","600.6083","296.259","280.264","375.3633","254.2489","349.3476","237.2224","10.5101439393939","10.8101439393939","1160"
"","Cer-NS(d26:1/16:0)+HCO2",1,1,1,0,1,0,0,0,0,0,1,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d26:1/16:0)+HCO2",11.29021,11.29021,11.29021,11.29021,11.29021,0,0,0,0,11.29021,11.29021,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d26:1/16:0)+HCO2",1,2,1,1,1,0,0,0,0,1,1,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d26:1/16:0)+HCO2",8007.366,335871.2,5140.881,793.6923,2095.437,0,0,0,0,845.0863,3794.493,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d26:1/16:0)+HCO2",694.6364,648.63095,618.6187,616.6044,600.6101,0,0,0,0,349.3473,237.2223,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d26:1/16:0)+HCO2","694.6349","648.6295","618.6189","616.6033","600.6083","296.259","280.264","375.3633","254.2489","349.3476","237.2224","11.0714060606061","11.3714060606061","3271"
"","Cer-NS(d26:1/16:1)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d26:1/16:1)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d26:1/16:1)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d26:1/16:1)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d26:1/16:1)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d26:1/16:1)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","294.2433","278.2484","375.3633","252.2333","349.3476","235.2067","10.3349015151515","10.6349015151515","366"
"","Cer-NS(d26:1/16:1)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d26:1/16:1)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d26:1/16:1)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d26:1/16:1)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d26:1/16:1)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d26:1/16:1)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","294.2433","278.2484","375.3633","252.2333","349.3476","235.2067","10.1740090909091","10.4740090909091","470"
"","Cer-NS(d26:1/16:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:1/16:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:1/16:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:1/16:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:1/16:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:1/16:2)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","292.2277","276.2328","375.3633","250.2176","349.3476","233.1911","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d26:1/17:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d26:1/17:0)+HCO2",0,11.52146,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d26:1/17:0)+HCO2",0,2,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d26:1/17:0)+HCO2",0,44391.68,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d26:1/17:0)+HCO2",0,662.64675,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d26:1/17:0)+HCO2","708.6506","662.6451","632.6346","630.6189","614.624","310.2746","294.2797","375.3633","268.2646","349.3476","251.238","11.3712712121212","11.6712712121212","402"
"","Cer-NS(d26:1/17:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d26:1/17:0)+HCO2",0,11.66083,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d26:1/17:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d26:1/17:0)+HCO2",0,27088.57,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d26:1/17:0)+HCO2",0,662.6468,0,0,0,0,0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer-NS(d26:1/17:0)+HCO2","708.6506","662.6451","632.6346","630.6189","614.624","310.2746","294.2797","375.3633","268.2646","349.3476","251.238","11.5306954545455","11.8306954545455","2733"
"","Cer-NS(d26:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d26:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d26:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d26:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d26:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer-NS(d26:1/18:0)+HCO2","722.6663","676.6608","646.6502","644.6346","628.6396","324.2903","308.2953","375.3633","282.2802","349.3476","265.2537","11.9297696969697","12.2297696969697","759"
"","Cer-NS(d26:2/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d26:2/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d26:2/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d26:2/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d26:2/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d26:2/15:0)+HCO2","678.6036","632.5982","602.5876","600.572","584.577","282.2433","266.2484","373.3476","240.2333","347.3319","223.2067","9.8607848484848","10.1607848484848","1372"
"","Cer-NS(d26:2/16:0)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d26:2/16:0)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d26:2/16:0)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d26:2/16:0)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d26:2/16:0)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d26:2/16:0)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","296.259","280.264","373.3476","254.2489","347.3319","237.2224","10.3349015151515","10.6349015151515","366"
"","Cer-NS(d26:2/16:0)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d26:2/16:0)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d26:2/16:0)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d26:2/16:0)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d26:2/16:0)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d26:2/16:0)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","296.259","280.264","373.3476","254.2489","347.3319","237.2224","10.1740090909091","10.4740090909091","470"
"","Cer-NS(d26:2/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:2/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:2/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:2/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:2/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:2/16:1)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","294.2433","278.2484","373.3476","252.2333","347.3319","235.2067","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d26:2/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d26:2/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d26:2/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d26:2/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d26:2/17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer-NS(d26:2/17:0)+HCO2","706.6349","660.6295","630.6189","628.6033","612.6083","310.2746","294.2797","373.3476","268.2646","347.3319","251.238","10.4557772727273","10.7557772727273","1755"
"","Cer-NS(d26:3/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:3/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:3/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:3/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:3/16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer-NS(d26:3/16:0)+HCO2","690.6036","644.5982","614.5876","612.572","596.577","296.259","280.264","371.3319","254.2489","345.3163","237.2224","9.3155606060606","9.6155606060606","1495"
"","Cer-NS(d27:1/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d27:1/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d27:1/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d27:1/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d27:1/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer-NS(d27:1/12:0)+HCO2","652.588","606.5825","576.572","574.5563","558.5614","240.1964","224.2014","389.3789","198.1863","363.3633","181.1598","9.77759848484848","10.0775984848485","3025"
"","Cer-NS(d27:1/13:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d27:1/13:0)+HCO2",0,10.37019,0,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d27:1/13:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d27:1/13:0)+HCO2",0,47550.63,0,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d27:1/13:0)+HCO2",0,620.5994,0,0,0,0,0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer-NS(d27:1/13:0)+HCO2","666.6036","620.5982","590.5876","588.572","572.577","254.212","238.2171","389.3789","212.202","363.3633","195.1754","10.2572696969697","10.5572696969697","287"
"","Cer-NS(d27:1/14:0)+HCO2",1,1,0,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d27:1/14:0)+HCO2",10.8619,10.8619,10.8619,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d27:1/14:0)+HCO2",1,1,1,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d27:1/14:0)+HCO2",1057.556,65958.08,515.0173,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d27:1/14:0)+HCO2",680.6201,634.6152,604.6054,0,0,0,0,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer-NS(d27:1/14:0)+HCO2","680.6193","634.6138","604.6033","602.5876","586.5927","268.2277","252.2328","389.3789","226.2176","363.3633","209.1911","10.6999696969697","10.9999696969697","227"
"","Cer-NS(d27:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d27:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d27:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d27:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d27:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer-NS(d27:1/14:0)+HCO2","680.6193","634.6138","604.6033","602.5876","586.5927","268.2277","252.2328","389.3789","226.2176","363.3633","209.1911","10.5248181818182","10.8248181818182","1553"
"","Cer-NS(d27:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d27:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d27:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d27:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d27:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer-NS(d27:1/14:1)+HCO2","678.6036","632.5982","602.5876","600.572","584.577","266.212","250.2171","389.3789","224.202","363.3633","207.1754","9.8607848484848","10.1607848484848","1372"
"","Cer-NS(d27:1/15:0)+HCO2",1,1,1,0,1,0,0,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NS(d27:1/15:0)+HCO2",11.29021,11.29021,11.29021,11.29021,11.29021,0,11.29021,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NS(d27:1/15:0)+HCO2",1,2,1,1,1,0,1,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NS(d27:1/15:0)+HCO2",8007.366,335871.2,5140.881,793.6923,2095.437,0,601.8246,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NS(d27:1/15:0)+HCO2",694.6364,648.63095,618.6187,616.6044,600.6101,0,266.2494,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer-NS(d27:1/15:0)+HCO2","694.6349","648.6295","618.6189","616.6033","600.6083","282.2433","266.2484","389.3789","240.2333","363.3633","223.2067","11.1295590909091","11.4295590909091","108"
"","Cer-NS(d27:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d27:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d27:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d27:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d27:1/15:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer-NS(d27:1/15:0)+HCO2","694.6349","648.6295","618.6189","616.6033","600.6083","282.2433","266.2484","389.3789","240.2333","363.3633","223.2067","10.5101439393939","10.8101439393939","1160"
"","Cer-NS(d27:1/15:0)+HCO2",1,1,1,0,1,0,0,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d27:1/15:0)+HCO2",11.29021,11.29021,11.29021,11.29021,11.29021,0,11.29021,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d27:1/15:0)+HCO2",1,2,1,1,1,0,1,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d27:1/15:0)+HCO2",8007.366,335871.2,5140.881,793.6923,2095.437,0,601.8246,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d27:1/15:0)+HCO2",694.6364,648.63095,618.6187,616.6044,600.6101,0,266.2494,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer-NS(d27:1/15:0)+HCO2","694.6349","648.6295","618.6189","616.6033","600.6083","282.2433","266.2484","389.3789","240.2333","363.3633","223.2067","11.0714060606061","11.3714060606061","3271"
"","Cer-NS(d27:1/15:1)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d27:1/15:1)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d27:1/15:1)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d27:1/15:1)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d27:1/15:1)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer-NS(d27:1/15:1)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","280.2277","264.2328","389.3789","238.2176","363.3633","221.1911","10.3349015151515","10.6349015151515","366"
"","Cer-NS(d27:1/15:1)+HCO2",0,1,1,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d27:1/15:1)+HCO2",10.4723,10.4723,10.33888,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d27:1/15:1)+HCO2",2,2,2,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d27:1/15:1)+HCO2",774.0684,49953.16,1494.75,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d27:1/15:1)+HCO2",692.62145,646.61545,616.60385,0,0,0,0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer-NS(d27:1/15:1)+HCO2","692.6193","646.6138","616.6033","614.5876","598.5927","280.2277","264.2328","389.3789","238.2176","363.3633","221.1911","10.1740090909091","10.4740090909091","470"
"","Cer-NS(d27:1/16:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d27:1/16:0)+HCO2",0,11.52146,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d27:1/16:0)+HCO2",0,2,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d27:1/16:0)+HCO2",0,44391.68,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d27:1/16:0)+HCO2",0,662.64675,0,0,0,0,0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer-NS(d27:1/16:0)+HCO2","708.6506","662.6451","632.6346","630.6189","614.624","296.259","280.264","389.3789","254.2489","363.3633","237.2224","11.3712712121212","11.6712712121212","402"
