OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-R1COOH]+,[M+H-R2COOH]+,[M+H-R3COOH]+
OxTG(15:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_22:5)+NH4,990.7757504,937.7280604,719.5609764,623.4670764,643.4932764
OxTG(15:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_22:6)+NH4,988.7600504,935.7123604,717.5452764,621.4513764,643.4932764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_14:0)+NH4,886.7131504,833.6654604,615.4983764,521.4200764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_14:1)+NH4,884.6975504,831.6498604,613.4827764,519.4044764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_16:0)+NH4,914.7444504,861.6967604,643.5296764,549.4513764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_16:1)+NH4,912.7288504,859.6811604,641.5140764,547.4357764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:0)+NH4,942.7757504,889.7280604,671.5609764,577.4826764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:1)+NH4,940.7601504,887.7124604,669.5453764,575.4670764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:2)+NH4,938.7444504,885.6967604,667.5296764,573.4513764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:3)+NH4,936.7288504,883.6811604,665.5140764,571.4357764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:4)+NH4,934.7131504,881.6654604,663.4983764,569.4200764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_20:4)+NH4,962.7444504,909.6967604,691.5296764,597.4513764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_20:5)+NH4,960.7288504,907.6811604,689.5140764,595.4357764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_22:5)+NH4,988.7601504,935.7124604,717.5453764,623.4670764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_22:6)+NH4,986.7444504,933.6967604,715.5296764,621.4513764,641.4776764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_14:0)+NH4,884.6974504,831.6497604,613.4826764,521.4200764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_14:1)+NH4,882.6818504,829.6341604,611.4670764,519.4044764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_16:0)+NH4,912.7287504,859.6810604,641.5139764,549.4513764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_16:1)+NH4,910.7131504,857.6654604,639.4983764,547.4357764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:0)+NH4,940.7600504,887.7123604,669.5452764,577.4826764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:1)+NH4,938.7444504,885.6967604,667.5296764,575.4670764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:2)+NH4,936.7287504,883.6810604,665.5139764,573.4513764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:3)+NH4,934.7131504,881.6654604,663.4983764,571.4357764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:4)+NH4,932.6974504,879.6497604,661.4826764,569.4200764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_20:4)+NH4,960.7287504,907.6810604,689.5139764,597.4513764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_20:5)+NH4,958.7131504,905.6654604,687.4983764,595.4357764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_22:5)+NH4,986.7444504,933.6967604,715.5296764,623.4670764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_22:6)+NH4,984.7287504,931.6810604,713.5139764,621.4513764,639.4619764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_14:0)+NH4,882.6818504,829.6341604,611.4670764,521.4200764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_14:1)+NH4,880.6662504,827.6185604,609.4514764,519.4044764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_16:0)+NH4,910.7131504,857.6654604,639.4983764,549.4513764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_16:1)+NH4,908.6975504,855.6498604,637.4827764,547.4357764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:0)+NH4,938.7444504,885.6967604,667.5296764,577.4826764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:1)+NH4,936.7288504,883.6811604,665.5140764,575.4670764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:2)+NH4,934.7131504,881.6654604,663.4983764,573.4513764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:3)+NH4,932.6975504,879.6498604,661.4827764,571.4357764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:4)+NH4,930.6818504,877.6341604,659.4670764,569.4200764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_20:4)+NH4,958.7131504,905.6654604,687.4983764,597.4513764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_20:5)+NH4,956.6975504,903.6498604,685.4827764,595.4357764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_22:5)+NH4,984.7288504,931.6811604,713.5140764,623.4670764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_22:6)+NH4,982.7131504,929.6654604,711.4983764,621.4513764,637.4463764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_14:0)+NH4,880.6661504,827.6184604,609.4513764,521.4200764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_14:1)+NH4,878.6505504,825.6028604,607.4357764,519.4044764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_16:0)+NH4,908.6974504,855.6497604,637.4826764,549.4513764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_16:1)+NH4,906.6818504,853.6341604,635.4670764,547.4357764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:0)+NH4,936.7287504,883.6810604,665.5139764,577.4826764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:1)+NH4,934.7131504,881.6654604,663.4983764,575.4670764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:2)+NH4,932.6974504,879.6497604,661.4826764,573.4513764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:3)+NH4,930.6818504,877.6341604,659.4670764,571.4357764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:4)+NH4,928.6661504,875.6184604,657.4513764,569.4200764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_20:4)+NH4,956.6974504,903.6497604,685.4826764,597.4513764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_20:5)+NH4,954.6818504,901.6341604,683.4670764,595.4357764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_22:5)+NH4,982.7131504,929.6654604,711.4983764,623.4670764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_22:6)+NH4,980.6974504,927.6497604,709.4826764,621.4513764,635.4306764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_14:0)+NH4,918.7757504,865.7280604,647.5609764,521.4200764,673.5402764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_14:1)+NH4,916.7601504,863.7124604,645.5453764,519.4044764,673.5402764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_16:0)+NH4,946.8070504,893.7593604,675.5922764,549.4513764,673.5402764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_16:1)+NH4,944.7914504,891.7437604,673.5766764,547.4357764,673.5402764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:0)+NH4,974.8383504,921.7906604,703.6235764,577.4826764,673.5402764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:1)+NH4,972.8227504,919.7750604,701.6079764,575.4670764,673.5402764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:2)+NH4,970.8070504,917.7593604,699.5922764,573.4513764,673.5402764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:3)+NH4,968.7914504,915.7437604,697.5766764,571.4357764,673.5402764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:4)+NH4,966.7757504,913.7280604,695.5609764,569.4200764,673.5402764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_20:4)+NH4,994.8070504,941.7593604,723.5922764,597.4513764,673.5402764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_20:5)+NH4,992.7914504,939.7437604,721.5766764,595.4357764,673.5402764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_22:5)+NH4,1020.82275,967.7750604,749.6079764,623.4670764,673.5402764
OxTG(15:1(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_22:6)+NH4,1018.80705,965.7593604,747.5922764,621.4513764,673.5402764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_14:0)+NH4,820.6662504,767.6185604,535.4357764,535.4357764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_14:1)+NH4,818.6506504,765.6029604,533.4201764,533.4201764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_16:0)+NH4,848.6975504,795.6498604,563.4670764,563.4670764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_16:1)+NH4,846.6819504,793.6342604,561.4514764,561.4514764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_18:0)+NH4,876.7288504,823.6811604,591.4983764,591.4983764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_18:1)+NH4,874.7132504,821.6655604,589.4827764,589.4827764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_18:2)+NH4,872.6975504,819.6498604,587.4670764,587.4670764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_18:3)+NH4,870.6819504,817.6342604,585.4514764,585.4514764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_18:4)+NH4,868.6662504,815.6185604,583.4357764,583.4357764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_20:4)+NH4,896.6975504,843.6498604,611.4670764,611.4670764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_20:5)+NH4,894.6819504,841.6342604,609.4514764,609.4514764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_22:5)+NH4,922.7132504,869.6655604,637.4827764,637.4827764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_16:1(Ke_or_Epoxy)_22:6)+NH4,920.6975504,867.6498604,635.4670764,635.4670764,575.4307764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_14:0)+NH4,834.6818504,781.6341604,549.4513764,535.4357764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_14:1)+NH4,832.6662504,779.6185604,547.4357764,533.4201764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_16:0)+NH4,862.7131504,809.6654604,577.4826764,563.4670764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_16:1)+NH4,860.6975504,807.6498604,575.4670764,561.4514764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_18:0)+NH4,890.7444504,837.6967604,605.5139764,591.4983764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_18:1)+NH4,888.7288504,835.6811604,603.4983764,589.4827764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_18:2)+NH4,886.7131504,833.6654604,601.4826764,587.4670764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_18:3)+NH4,884.6975504,831.6498604,599.4670764,585.4514764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_18:4)+NH4,882.6818504,829.6341604,597.4513764,583.4357764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_20:4)+NH4,910.7131504,857.6654604,625.4826764,611.4670764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_20:5)+NH4,908.6975504,855.6498604,623.4670764,609.4514764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_22:5)+NH4,936.7288504,883.6811604,651.4983764,637.4827764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:1(Ke_or_Epoxy)_22:6)+NH4,934.7131504,881.6654604,649.4826764,635.4670764,589.4463764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_14:0)+NH4,832.6662504,779.6185604,547.4357764,535.4357764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_14:1)+NH4,830.6506504,777.6029604,545.4201764,533.4201764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_16:0)+NH4,860.6975504,807.6498604,575.4670764,563.4670764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_16:1)+NH4,858.6819504,805.6342604,573.4514764,561.4514764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_18:0)+NH4,888.7288504,835.6811604,603.4983764,591.4983764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_18:1)+NH4,886.7132504,833.6655604,601.4827764,589.4827764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_18:2)+NH4,884.6975504,831.6498604,599.4670764,587.4670764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_18:3)+NH4,882.6819504,829.6342604,597.4514764,585.4514764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_18:4)+NH4,880.6662504,827.6185604,595.4357764,583.4357764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_20:4)+NH4,908.6975504,855.6498604,623.4670764,611.4670764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_20:5)+NH4,906.6819504,853.6342604,621.4514764,609.4514764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_22:5)+NH4,934.7132504,881.6655604,649.4827764,637.4827764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_17:2(Ke_or_Epoxy)_22:6)+NH4,932.6975504,879.6498604,647.4670764,635.4670764,587.4307764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_14:0)+NH4,848.6975504,795.6498604,563.4670764,535.4357764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_14:1)+NH4,846.6819504,793.6342604,561.4514764,533.4201764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_16:0)+NH4,876.7288504,823.6811604,591.4983764,563.4670764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_16:1)+NH4,874.7132504,821.6655604,589.4827764,561.4514764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_18:0)+NH4,904.7601504,851.7124604,619.5296764,591.4983764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_18:1)+NH4,902.7445504,849.6968604,617.5140764,589.4827764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_18:2)+NH4,900.7288504,847.6811604,615.4983764,587.4670764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_18:3)+NH4,898.7132504,845.6655604,613.4827764,585.4514764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_18:4)+NH4,896.6975504,843.6498604,611.4670764,583.4357764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_20:4)+NH4,924.7288504,871.6811604,639.4983764,611.4670764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_20:5)+NH4,922.7132504,869.6655604,637.4827764,609.4514764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_22:5)+NH4,950.7445504,897.6968604,665.5140764,637.4827764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:1(Ke_or_Epoxy)_22:6)+NH4,948.7288504,895.6811604,663.4983764,635.4670764,603.4620764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_14:0)+NH4,846.6818504,793.6341604,561.4513764,535.4357764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_14:1)+NH4,844.6662504,791.6185604,559.4357764,533.4201764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_16:0)+NH4,874.7131504,821.6654604,589.4826764,563.4670764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_16:1)+NH4,872.6975504,819.6498604,587.4670764,561.4514764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_18:0)+NH4,902.7444504,849.6967604,617.5139764,591.4983764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_18:1)+NH4,900.7288504,847.6811604,615.4983764,589.4827764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_18:2)+NH4,898.7131504,845.6654604,613.4826764,587.4670764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_18:3)+NH4,896.6975504,843.6498604,611.4670764,585.4514764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_18:4)+NH4,894.6818504,841.6341604,609.4513764,583.4357764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_20:4)+NH4,922.7131504,869.6654604,637.4826764,611.4670764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_20:5)+NH4,920.6975504,867.6498604,635.4670764,609.4514764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_22:5)+NH4,948.7288504,895.6811604,663.4983764,637.4827764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:2(Ke_or_Epoxy)_22:6)+NH4,946.7131504,893.6654604,661.4826764,635.4670764,601.4463764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_14:0)+NH4,844.6662504,791.6185604,559.4357764,535.4357764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_14:1)+NH4,842.6506504,789.6029604,557.4201764,533.4201764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_16:0)+NH4,872.6975504,819.6498604,587.4670764,563.4670764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_16:1)+NH4,870.6819504,817.6342604,585.4514764,561.4514764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_18:0)+NH4,900.7288504,847.6811604,615.4983764,591.4983764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_18:1)+NH4,898.7132504,845.6655604,613.4827764,589.4827764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_18:2)+NH4,896.6975504,843.6498604,611.4670764,587.4670764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_18:3)+NH4,894.6819504,841.6342604,609.4514764,585.4514764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_18:4)+NH4,892.6662504,839.6185604,607.4357764,583.4357764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_20:4)+NH4,920.6975504,867.6498604,635.4670764,611.4670764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_20:5)+NH4,918.6819504,865.6342604,633.4514764,609.4514764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_22:5)+NH4,946.7132504,893.6655604,661.4827764,637.4827764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:3(Ke_or_Epoxy)_22:6)+NH4,944.6975504,891.6498604,659.4670764,635.4670764,599.4307764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_14:0)+NH4,842.6505504,789.6028604,557.4200764,535.4357764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_14:1)+NH4,840.6349504,787.5872604,555.4044764,533.4201764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_16:0)+NH4,870.6818504,817.6341604,585.4513764,563.4670764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_16:1)+NH4,868.6662504,815.6185604,583.4357764,561.4514764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_18:0)+NH4,898.7131504,845.6654604,613.4826764,591.4983764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_18:1)+NH4,896.6975504,843.6498604,611.4670764,589.4827764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_18:2)+NH4,894.6818504,841.6341604,609.4513764,587.4670764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_18:3)+NH4,892.6662504,839.6185604,607.4357764,585.4514764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_18:4)+NH4,890.6505504,837.6028604,605.4200764,583.4357764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_20:4)+NH4,918.6818504,865.6341604,633.4513764,611.4670764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_20:5)+NH4,916.6662504,863.6185604,631.4357764,609.4514764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_22:5)+NH4,944.6975504,891.6498604,659.4670764,637.4827764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_18:4(Ke_or_Epoxy)_22:6)+NH4,942.6818504,889.6341604,657.4513764,635.4670764,597.4150764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_14:0)+NH4,876.7288504,823.6811604,591.4983764,535.4357764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_14:1)+NH4,874.7132504,821.6655604,589.4827764,533.4201764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_16:0)+NH4,904.7601504,851.7124604,619.5296764,563.4670764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_16:1)+NH4,902.7445504,849.6968604,617.5140764,561.4514764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_18:0)+NH4,932.7914504,879.7437604,647.5609764,591.4983764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_18:1)+NH4,930.7758504,877.7281604,645.5453764,589.4827764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_18:2)+NH4,928.7601504,875.7124604,643.5296764,587.4670764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_18:3)+NH4,926.7445504,873.6968604,641.5140764,585.4514764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_18:4)+NH4,924.7288504,871.6811604,639.4983764,583.4357764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_20:4)+NH4,952.7601504,899.7124604,667.5296764,611.4670764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_20:5)+NH4,950.7445504,897.6968604,665.5140764,609.4514764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_22:5)+NH4,978.7758504,925.7281604,693.5453764,637.4827764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:1(Ke_or_Epoxy)_22:6)+NH4,976.7601504,923.7124604,691.5296764,635.4670764,631.4933764
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_14:0)+NH4,874.7131504,821.6654604,589.4826764,535.4357764,629.4776764
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_14:1)+NH4,872.6975504,819.6498604,587.4670764,533.4201764,629.4776764
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_16:0)+NH4,902.7444504,849.6967604,617.5139764,563.4670764,629.4776764
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_16:1)+NH4,900.7288504,847.6811604,615.4983764,561.4514764,629.4776764
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_18:0)+NH4,930.7757504,877.7280604,645.5452764,591.4983764,629.4776764
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_18:1)+NH4,928.7601504,875.7124604,643.5296764,589.4827764,629.4776764
OxTG(16:1(Ke_or_Epoxy)_20:2(Ke_or_Epoxy)_18:2)+NH4,926.7444504,873.6967604,641.5139764,587.4670764,629.4776764
