OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-R1COOH]+,[M+H-R2COOH]+,[M+H-R3COOH]+
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_16:1)+NH4,942.6819504,889.6342604,609.4514764,609.4514764,671.4307764
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:0)+NH4,972.7288504,919.6811604,639.4983764,639.4983764,671.4307764
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:1)+NH4,970.7132504,917.6655604,637.4827764,637.4827764,671.4307764
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:2)+NH4,968.6975504,915.6498604,635.4670764,635.4670764,671.4307764
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:3)+NH4,966.6819504,913.6342604,633.4514764,633.4514764,671.4307764
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_18:4)+NH4,964.6662504,911.6185604,631.4357764,631.4357764,671.4307764
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_20:4)+NH4,992.6975504,939.6498604,659.4670764,659.4670764,671.4307764
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_20:5)+NH4,990.6819504,937.6342604,657.4514764,657.4514764,671.4307764
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_22:5)+NH4,1018.71325,965.6655604,685.4827764,685.4827764,671.4307764
OxTG(20:5(Ke_or_Epoxy)_20:5(Ke_or_Epoxy)_22:6)+NH4,1016.69755,963.6498604,683.4670764,683.4670764,671.4307764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_14:0)+NH4,952.7601504,899.7124604,619.5296764,583.4357764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_14:1)+NH4,950.7445504,897.6968604,617.5140764,581.4201764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_16:0)+NH4,980.7914504,927.7437604,647.5609764,611.4670764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_16:1)+NH4,978.7758504,925.7281604,645.5453764,609.4514764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:0)+NH4,1008.82275,955.7750604,675.5922764,639.4983764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:1)+NH4,1006.80715,953.7594604,673.5766764,637.4827764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:2)+NH4,1004.79145,951.7437604,671.5609764,635.4670764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:3)+NH4,1002.77585,949.7281604,669.5453764,633.4514764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:4)+NH4,1000.76015,947.7124604,667.5296764,631.4357764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_20:4)+NH4,1028.79145,975.7437604,695.5609764,659.4670764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_20:5)+NH4,1026.77585,973.7281604,693.5453764,657.4514764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_22:5)+NH4,1054.80715,1001.75946,721.5766764,685.4827764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_22:6)+NH4,1052.79145,999.7437604,719.5609764,683.4670764,707.5246764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_14:0)+NH4,950.7444504,897.6967604,617.5139764,583.4357764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_14:1)+NH4,948.7288504,895.6811604,615.4983764,581.4201764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_16:0)+NH4,978.7757504,925.7280604,645.5452764,611.4670764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_16:1)+NH4,976.7601504,923.7124604,643.5296764,609.4514764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:0)+NH4,1006.80705,953.7593604,673.5765764,639.4983764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:1)+NH4,1004.79145,951.7437604,671.5609764,637.4827764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:2)+NH4,1002.77575,949.7280604,669.5452764,635.4670764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:3)+NH4,1000.76015,947.7124604,667.5296764,633.4514764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:4)+NH4,998.7444504,945.6967604,665.5139764,631.4357764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_20:4)+NH4,1026.77575,973.7280604,693.5452764,659.4670764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_20:5)+NH4,1024.76015,971.7124604,691.5296764,657.4514764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_22:5)+NH4,1052.79145,999.7437604,719.5609764,685.4827764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_22:6)+NH4,1050.77575,997.7280604,717.5452764,683.4670764,705.5089764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_14:0)+NH4,948.7288504,895.6811604,615.4983764,583.4357764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_14:1)+NH4,946.7132504,893.6655604,613.4827764,581.4201764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_16:0)+NH4,976.7601504,923.7124604,643.5296764,611.4670764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_16:1)+NH4,974.7445504,921.6968604,641.5140764,609.4514764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:0)+NH4,1004.79145,951.7437604,671.5609764,639.4983764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:1)+NH4,1002.77585,949.7281604,669.5453764,637.4827764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:2)+NH4,1000.76015,947.7124604,667.5296764,635.4670764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:3)+NH4,998.7445504,945.6968604,665.5140764,633.4514764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:4)+NH4,996.7288504,943.6811604,663.4983764,631.4357764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_20:4)+NH4,1024.76015,971.7124604,691.5296764,659.4670764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_20:5)+NH4,1022.74455,969.6968604,689.5140764,657.4514764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_22:5)+NH4,1050.77585,997.7281604,717.5453764,685.4827764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_22:6)+NH4,1048.76015,995.7124604,715.5296764,683.4670764,703.4933764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_14:0)+NH4,946.7131504,893.6654604,613.4826764,583.4357764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_14:1)+NH4,944.6975504,891.6498604,611.4670764,581.4201764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_16:0)+NH4,974.7444504,921.6967604,641.5139764,611.4670764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_16:1)+NH4,972.7288504,919.6811604,639.4983764,609.4514764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:0)+NH4,1002.77575,949.7280604,669.5452764,639.4983764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:1)+NH4,1000.76015,947.7124604,667.5296764,637.4827764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:2)+NH4,998.7444504,945.6967604,665.5139764,635.4670764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:3)+NH4,996.7288504,943.6811604,663.4983764,633.4514764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:4)+NH4,994.7131504,941.6654604,661.4826764,631.4357764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_20:4)+NH4,1022.74445,969.6967604,689.5139764,659.4670764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_20:5)+NH4,1020.72885,967.6811604,687.4983764,657.4514764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_22:5)+NH4,1048.76015,995.7124604,715.5296764,685.4827764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_22:6)+NH4,1046.74445,993.6967604,713.5139764,683.4670764,701.4776764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_14:0)+NH4,944.6975504,891.6498604,611.4670764,583.4357764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_14:1)+NH4,942.6819504,889.6342604,609.4514764,581.4201764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_16:0)+NH4,972.7288504,919.6811604,639.4983764,611.4670764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_16:1)+NH4,970.7132504,917.6655604,637.4827764,609.4514764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:0)+NH4,1000.76015,947.7124604,667.5296764,639.4983764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:1)+NH4,998.7445504,945.6968604,665.5140764,637.4827764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:2)+NH4,996.7288504,943.6811604,663.4983764,635.4670764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:3)+NH4,994.7132504,941.6655604,661.4827764,633.4514764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:4)+NH4,992.6975504,939.6498604,659.4670764,631.4357764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_20:4)+NH4,1020.72885,967.6811604,687.4983764,659.4670764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_20:5)+NH4,1018.71325,965.6655604,685.4827764,657.4514764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_22:5)+NH4,1046.74455,993.6968604,713.5140764,685.4827764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_22:6)+NH4,1044.72885,991.6811604,711.4983764,683.4670764,699.4620764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_14:0)+NH4,942.6818504,889.6341604,609.4513764,583.4357764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_14:1)+NH4,940.6662504,887.6185604,607.4357764,581.4201764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_16:0)+NH4,970.7131504,917.6654604,637.4826764,611.4670764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_16:1)+NH4,968.6975504,915.6498604,635.4670764,609.4514764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:0)+NH4,998.7444504,945.6967604,665.5139764,639.4983764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:1)+NH4,996.7288504,943.6811604,663.4983764,637.4827764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:2)+NH4,994.7131504,941.6654604,661.4826764,635.4670764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:3)+NH4,992.6975504,939.6498604,659.4670764,633.4514764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:4)+NH4,990.6818504,937.6341604,657.4513764,631.4357764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_20:4)+NH4,1018.71315,965.6654604,685.4826764,659.4670764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_20:5)+NH4,1016.69755,963.6498604,683.4670764,657.4514764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_22:5)+NH4,1044.72885,991.6811604,711.4983764,685.4827764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_22:6)+NH4,1042.71315,989.6654604,709.4826764,683.4670764,697.4463764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_14:0)+NH4,980.7914504,927.7437604,647.5609764,583.4357764,735.5559764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_14:1)+NH4,978.7758504,925.7281604,645.5453764,581.4201764,735.5559764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_16:0)+NH4,1008.82275,955.7750604,675.5922764,611.4670764,735.5559764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_16:1)+NH4,1006.80715,953.7594604,673.5766764,609.4514764,735.5559764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:0)+NH4,1036.85405,983.8063604,703.6235764,639.4983764,735.5559764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:1)+NH4,1034.83845,981.7907604,701.6079764,637.4827764,735.5559764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:2)+NH4,1032.82275,979.7750604,699.5922764,635.4670764,735.5559764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:3)+NH4,1030.80715,977.7594604,697.5766764,633.4514764,735.5559764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_18:4)+NH4,1028.79145,975.7437604,695.5609764,631.4357764,735.5559764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_20:4)+NH4,1056.82275,1003.77506,723.5922764,659.4670764,735.5559764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_20:5)+NH4,1054.80715,1001.75946,721.5766764,657.4514764,735.5559764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_22:5)+NH4,1082.83845,1029.79076,749.6079764,685.4827764,735.5559764
OxTG(20:5(Ke_or_Epoxy)_24:1(Ke_or_Epoxy)_22:6)+NH4,1080.82275,1027.77506,747.5922764,683.4670764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_14:0)+NH4,988.8540504,935.8063604,619.5296764,619.5296764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_14:1)+NH4,986.8384504,933.7907604,617.5140764,617.5140764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_16:0)+NH4,1016.88535,963.8376604,647.5609764,647.5609764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_16:1)+NH4,1014.86975,961.8220604,645.5453764,645.5453764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:0)+NH4,1044.91665,991.8689604,675.5922764,675.5922764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:1)+NH4,1042.90105,989.8533604,673.5766764,673.5766764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:2)+NH4,1040.88535,987.8376604,671.5609764,671.5609764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:3)+NH4,1038.86975,985.8220604,669.5453764,669.5453764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_18:4)+NH4,1036.85405,983.8063604,667.5296764,667.5296764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_20:4)+NH4,1064.88535,1011.83766,695.5609764,695.5609764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_20:5)+NH4,1062.86975,1009.82206,693.5453764,693.5453764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_22:5)+NH4,1090.90105,1037.85336,721.5766764,721.5766764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:1(Ke_or_Epoxy)_22:6)+NH4,1088.88535,1035.83766,719.5609764,719.5609764,743.6185764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_14:0)+NH4,986.8383504,933.7906604,617.5139764,619.5296764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_14:1)+NH4,984.8227504,931.7750604,615.4983764,617.5140764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_16:0)+NH4,1014.86965,961.8219604,645.5452764,647.5609764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_16:1)+NH4,1012.85405,959.8063604,643.5296764,645.5453764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:0)+NH4,1042.90095,989.8532604,673.5765764,675.5922764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:1)+NH4,1040.88535,987.8376604,671.5609764,673.5766764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:2)+NH4,1038.86965,985.8219604,669.5452764,671.5609764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:3)+NH4,1036.85405,983.8063604,667.5296764,669.5453764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_18:4)+NH4,1034.83835,981.7906604,665.5139764,667.5296764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_20:4)+NH4,1062.86965,1009.82196,693.5452764,695.5609764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_20:5)+NH4,1060.85405,1007.80636,691.5296764,693.5453764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_22:5)+NH4,1088.88535,1035.83766,719.5609764,721.5766764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:2(Ke_or_Epoxy)_22:6)+NH4,1086.86965,1033.82196,717.5452764,719.5609764,741.6028764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_14:0)+NH4,984.8227504,931.7750604,615.4983764,619.5296764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_14:1)+NH4,982.8071504,929.7594604,613.4827764,617.5140764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_16:0)+NH4,1012.85405,959.8063604,643.5296764,647.5609764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_16:1)+NH4,1010.83845,957.7907604,641.5140764,645.5453764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:0)+NH4,1040.88535,987.8376604,671.5609764,675.5922764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:1)+NH4,1038.86975,985.8220604,669.5453764,673.5766764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:2)+NH4,1036.85405,983.8063604,667.5296764,671.5609764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:3)+NH4,1034.83845,981.7907604,665.5140764,669.5453764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_18:4)+NH4,1032.82275,979.7750604,663.4983764,667.5296764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_20:4)+NH4,1060.85405,1007.80636,691.5296764,695.5609764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_20:5)+NH4,1058.83845,1005.79076,689.5140764,693.5453764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_22:5)+NH4,1086.86975,1033.82206,717.5453764,721.5766764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:3(Ke_or_Epoxy)_22:6)+NH4,1084.85405,1031.80636,715.5296764,719.5609764,739.5872764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_14:0)+NH4,982.8070504,929.7593604,613.4826764,619.5296764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_14:1)+NH4,980.7914504,927.7437604,611.4670764,617.5140764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_16:0)+NH4,1010.83835,957.7906604,641.5139764,647.5609764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_16:1)+NH4,1008.82275,955.7750604,639.4983764,645.5453764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:0)+NH4,1038.86965,985.8219604,669.5452764,675.5922764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:1)+NH4,1036.85405,983.8063604,667.5296764,673.5766764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:2)+NH4,1034.83835,981.7906604,665.5139764,671.5609764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:3)+NH4,1032.82275,979.7750604,663.4983764,669.5453764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_18:4)+NH4,1030.80705,977.7593604,661.4826764,667.5296764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_20:4)+NH4,1058.83835,1005.79066,689.5139764,695.5609764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_20:5)+NH4,1056.82275,1003.77506,687.4983764,693.5453764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_22:5)+NH4,1084.85405,1031.80636,715.5296764,721.5766764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:4(Ke_or_Epoxy)_22:6)+NH4,1082.83835,1029.79066,713.5139764,719.5609764,737.5715764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_14:0)+NH4,980.7914504,927.7437604,611.4670764,619.5296764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_14:1)+NH4,978.7758504,925.7281604,609.4514764,617.5140764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_16:0)+NH4,1008.82275,955.7750604,639.4983764,647.5609764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_16:1)+NH4,1006.80715,953.7594604,637.4827764,645.5453764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:0)+NH4,1036.85405,983.8063604,667.5296764,675.5922764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:1)+NH4,1034.83845,981.7907604,665.5140764,673.5766764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:2)+NH4,1032.82275,979.7750604,663.4983764,671.5609764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:3)+NH4,1030.80715,977.7594604,661.4827764,669.5453764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_18:4)+NH4,1028.79145,975.7437604,659.4670764,667.5296764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_20:4)+NH4,1056.82275,1003.77506,687.4983764,695.5609764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_20:5)+NH4,1054.80715,1001.75946,685.4827764,693.5453764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_22:5)+NH4,1082.83845,1029.79076,713.5140764,721.5766764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:5(Ke_or_Epoxy)_22:6)+NH4,1080.82275,1027.77506,711.4983764,719.5609764,735.5559764
OxTG(22:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_14:0)+NH4,978.7757504,925.7280604,609.4513764,619.5296764,733.5402764
OxTG(22:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_14:1)+NH4,976.7601504,923.7124604,607.4357764,617.5140764,733.5402764
OxTG(22:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_16:0)+NH4,1006.80705,953.7593604,637.4826764,647.5609764,733.5402764
OxTG(22:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_16:1)+NH4,1004.79145,951.7437604,635.4670764,645.5453764,733.5402764
OxTG(22:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:0)+NH4,1034.83835,981.7906604,665.5139764,675.5922764,733.5402764
OxTG(22:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:1)+NH4,1032.82275,979.7750604,663.4983764,673.5766764,733.5402764
OxTG(22:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:2)+NH4,1030.80705,977.7593604,661.4826764,671.5609764,733.5402764
OxTG(22:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:3)+NH4,1028.79145,975.7437604,659.4670764,669.5453764,733.5402764
OxTG(22:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_18:4)+NH4,1026.77575,973.7280604,657.4513764,667.5296764,733.5402764
OxTG(22:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_20:4)+NH4,1054.80705,1001.75936,685.4826764,695.5609764,733.5402764
OxTG(22:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_20:5)+NH4,1052.79145,999.7437604,683.4670764,693.5453764,733.5402764
OxTG(22:1(Ke_or_Epoxy)_22:6(Ke_or_Epoxy)_22:5)+NH4,1080.82275,1027.77506,711.4983764,721.5766764,733.5402764
