OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-nH2O-R1COOH]+,[M+H-nH2O-R2COOH]+,[M+H-nH2O-R3COOH]+,[R1CO-nH2O]+,[R2CO-nH2O]+,[R3CO-nH2O]+
OxTG(22:6(OH)_18:1(OHOH)_22:5)+NH4,1044.78625,973.7279904,647.5034304,695.5034004,643.4720604,309.2212664,279.2318664,295.2420664
OxTG(22:6(OH)_18:1(OHOH)_22:6)+NH4,1042.77055,971.7122904,645.4877304,693.4877004,643.4720604,309.2212664,279.2318664,293.2263664
OxTG(22:6(OH)_18:3(OHOH)_14:0)+NH4,938.7079504,867.6496904,541.4251304,593.4564004,639.4407604,309.2212664,275.2005664,193.1950664
OxTG(22:6(OH)_18:3(OHOH)_14:1)+NH4,936.6923504,865.6340904,539.4095304,591.4408004,639.4407604,309.2212664,275.2005664,191.1794664
OxTG(22:6(OH)_18:3(OHOH)_16:0)+NH4,966.7392504,895.6809904,569.4564304,621.4877004,639.4407604,309.2212664,275.2005664,221.2263664
OxTG(22:6(OH)_18:3(OHOH)_16:1)+NH4,964.7236504,893.6653904,567.4408304,619.4721004,639.4407604,309.2212664,275.2005664,219.2107664
OxTG(22:6(OH)_18:3(OHOH)_18:0)+NH4,994.7705504,923.7122904,597.4877304,649.5190004,639.4407604,309.2212664,275.2005664,249.2576664
OxTG(22:6(OH)_18:3(OHOH)_18:1)+NH4,992.7549504,921.6966904,595.4721304,647.5034004,639.4407604,309.2212664,275.2005664,247.2420664
OxTG(22:6(OH)_18:3(OHOH)_18:2)+NH4,990.7392504,919.6809904,593.4564304,645.4877004,639.4407604,309.2212664,275.2005664,245.2263664
OxTG(22:6(OH)_18:3(OHOH)_18:3)+NH4,988.7236504,917.6653904,591.4408304,643.4721004,639.4407604,309.2212664,275.2005664,243.2107664
OxTG(22:6(OH)_18:3(OHOH)_18:4)+NH4,986.7079504,915.6496904,589.4251304,641.4564004,639.4407604,309.2212664,275.2005664,241.1950664
OxTG(22:6(OH)_18:3(OHOH)_20:4)+NH4,1014.73925,943.6809904,617.4564304,669.4877004,639.4407604,309.2212664,275.2005664,269.2263664
OxTG(22:6(OH)_18:3(OHOH)_20:5)+NH4,1012.72365,941.6653904,615.4408304,667.4721004,639.4407604,309.2212664,275.2005664,267.2107664
OxTG(22:6(OH)_18:3(OHOH)_22:5)+NH4,1040.75495,969.6966904,643.4721304,695.5034004,639.4407604,309.2212664,275.2005664,295.2420664
OxTG(22:6(OH)_18:3(OHOH)_22:6)+NH4,1038.73925,967.6809904,641.4564304,693.4877004,639.4407604,309.2212664,275.2005664,293.2263664
OxTG(22:6(OH)_18:4(OHOH)_14:0)+NH4,936.6922504,865.6339904,539.4094304,593.4564004,637.4250604,309.2212664,273.1848664,193.1950664
OxTG(22:6(OH)_18:4(OHOH)_14:1)+NH4,934.6766504,863.6183904,537.3938304,591.4408004,637.4250604,309.2212664,273.1848664,191.1794664
OxTG(22:6(OH)_18:4(OHOH)_16:0)+NH4,964.7235504,893.6652904,567.4407304,621.4877004,637.4250604,309.2212664,273.1848664,221.2263664
OxTG(22:6(OH)_18:4(OHOH)_16:1)+NH4,962.7079504,891.6496904,565.4251304,619.4721004,637.4250604,309.2212664,273.1848664,219.2107664
OxTG(22:6(OH)_18:4(OHOH)_18:0)+NH4,992.7548504,921.6965904,595.4720304,649.5190004,637.4250604,309.2212664,273.1848664,249.2576664
OxTG(22:6(OH)_18:4(OHOH)_18:1)+NH4,990.7392504,919.6809904,593.4564304,647.5034004,637.4250604,309.2212664,273.1848664,247.2420664
OxTG(22:6(OH)_18:4(OHOH)_18:2)+NH4,988.7235504,917.6652904,591.4407304,645.4877004,637.4250604,309.2212664,273.1848664,245.2263664
OxTG(22:6(OH)_18:4(OHOH)_18:3)+NH4,986.7079504,915.6496904,589.4251304,643.4721004,637.4250604,309.2212664,273.1848664,243.2107664
OxTG(22:6(OH)_18:4(OHOH)_18:4)+NH4,984.6922504,913.6339904,587.4094304,641.4564004,637.4250604,309.2212664,273.1848664,241.1950664
OxTG(22:6(OH)_18:4(OHOH)_20:4)+NH4,1012.72355,941.6652904,615.4407304,669.4877004,637.4250604,309.2212664,273.1848664,269.2263664
OxTG(22:6(OH)_18:4(OHOH)_20:5)+NH4,1010.70795,939.6496904,613.4251304,667.4721004,637.4250604,309.2212664,273.1848664,267.2107664
OxTG(22:6(OH)_18:4(OHOH)_22:5)+NH4,1038.73925,967.6809904,641.4564304,695.5034004,637.4250604,309.2212664,273.1848664,295.2420664
OxTG(22:6(OH)_18:4(OHOH)_22:6)+NH4,1036.72355,965.6652904,639.4407304,693.4877004,637.4250604,309.2212664,273.1848664,293.2263664
OxTG(22:6(OH)_20:1(OHOH)_14:0)+NH4,970.7705504,899.7122904,573.4877304,593.4564004,671.5033604,309.2212664,307.2631664,193.1950664
OxTG(22:6(OH)_20:1(OHOH)_14:1)+NH4,968.7549504,897.6966904,571.4721304,591.4408004,671.5033604,309.2212664,307.2631664,191.1794664
OxTG(22:6(OH)_20:1(OHOH)_16:0)+NH4,998.8018504,927.7435904,601.5190304,621.4877004,671.5033604,309.2212664,307.2631664,221.2263664
OxTG(22:6(OH)_20:1(OHOH)_16:1)+NH4,996.7862504,925.7279904,599.5034304,619.4721004,671.5033604,309.2212664,307.2631664,219.2107664
OxTG(22:6(OH)_20:1(OHOH)_18:0)+NH4,1026.83315,955.7748904,629.5503304,649.5190004,671.5033604,309.2212664,307.2631664,249.2576664
OxTG(22:6(OH)_20:1(OHOH)_18:1)+NH4,1024.81755,953.7592904,627.5347304,647.5034004,671.5033604,309.2212664,307.2631664,247.2420664
OxTG(22:6(OH)_20:1(OHOH)_18:2)+NH4,1022.80185,951.7435904,625.5190304,645.4877004,671.5033604,309.2212664,307.2631664,245.2263664
OxTG(22:6(OH)_20:1(OHOH)_18:3)+NH4,1020.78625,949.7279904,623.5034304,643.4721004,671.5033604,309.2212664,307.2631664,243.2107664
OxTG(22:6(OH)_20:1(OHOH)_18:4)+NH4,1018.77055,947.7122904,621.4877304,641.4564004,671.5033604,309.2212664,307.2631664,241.1950664
OxTG(22:6(OH)_20:1(OHOH)_20:4)+NH4,1046.80185,975.7435904,649.5190304,669.4877004,671.5033604,309.2212664,307.2631664,269.2263664
OxTG(22:6(OH)_20:1(OHOH)_20:5)+NH4,1044.78625,973.7279904,647.5034304,667.4721004,671.5033604,309.2212664,307.2631664,267.2107664
OxTG(22:6(OH)_20:1(OHOH)_22:5)+NH4,1072.81755,1001.75929,675.5347304,695.5034004,671.5033604,309.2212664,307.2631664,295.2420664
OxTG(22:6(OH)_20:1(OHOH)_22:6)+NH4,1070.80185,999.7435904,673.5190304,693.4877004,671.5033604,309.2212664,307.2631664,293.2263664
OxTG(22:6(OH)_20:2(OHOH)_14:0)+NH4,968.7548504,897.6965904,571.4720304,593.4564004,669.4876604,309.2212664,305.2474664,193.1950664
OxTG(22:6(OH)_20:2(OHOH)_14:1)+NH4,966.7392504,895.6809904,569.4564304,591.4408004,669.4876604,309.2212664,305.2474664,191.1794664
OxTG(22:6(OH)_20:2(OHOH)_16:0)+NH4,996.7861504,925.7278904,599.5033304,621.4877004,669.4876604,309.2212664,305.2474664,221.2263664
OxTG(22:6(OH)_20:2(OHOH)_16:1)+NH4,994.7705504,923.7122904,597.4877304,619.4721004,669.4876604,309.2212664,305.2474664,219.2107664
OxTG(22:6(OH)_20:2(OHOH)_18:0)+NH4,1024.81745,953.7591904,627.5346304,649.5190004,669.4876604,309.2212664,305.2474664,249.2576664
OxTG(22:6(OH)_20:2(OHOH)_18:1)+NH4,1022.80185,951.7435904,625.5190304,647.5034004,669.4876604,309.2212664,305.2474664,247.2420664
OxTG(22:6(OH)_20:2(OHOH)_18:2)+NH4,1020.78615,949.7278904,623.5033304,645.4877004,669.4876604,309.2212664,305.2474664,245.2263664
OxTG(22:6(OH)_20:2(OHOH)_18:3)+NH4,1018.77055,947.7122904,621.4877304,643.4721004,669.4876604,309.2212664,305.2474664,243.2107664
OxTG(22:6(OH)_20:2(OHOH)_18:4)+NH4,1016.75485,945.6965904,619.4720304,641.4564004,669.4876604,309.2212664,305.2474664,241.1950664
OxTG(22:6(OH)_20:2(OHOH)_20:4)+NH4,1044.78615,973.7278904,647.5033304,669.4877004,669.4876604,309.2212664,305.2474664,269.2263664
OxTG(22:6(OH)_20:2(OHOH)_20:5)+NH4,1042.77055,971.7122904,645.4877304,667.4721004,669.4876604,309.2212664,305.2474664,267.2107664
OxTG(22:6(OH)_20:2(OHOH)_22:5)+NH4,1070.80185,999.7435904,673.5190304,695.5034004,669.4876604,309.2212664,305.2474664,295.2420664
OxTG(22:6(OH)_20:2(OHOH)_22:6)+NH4,1068.78615,997.7278904,671.5033304,693.4877004,669.4876604,309.2212664,305.2474664,293.2263664
OxTG(22:6(OH)_20:3(OHOH)_14:0)+NH4,966.7392504,895.6809904,569.4564304,593.4564004,667.4720604,309.2212664,303.2318664,193.1950664
OxTG(22:6(OH)_20:3(OHOH)_14:1)+NH4,964.7236504,893.6653904,567.4408304,591.4408004,667.4720604,309.2212664,303.2318664,191.1794664
OxTG(22:6(OH)_20:3(OHOH)_16:0)+NH4,994.7705504,923.7122904,597.4877304,621.4877004,667.4720604,309.2212664,303.2318664,221.2263664
OxTG(22:6(OH)_20:3(OHOH)_16:1)+NH4,992.7549504,921.6966904,595.4721304,619.4721004,667.4720604,309.2212664,303.2318664,219.2107664
OxTG(22:6(OH)_20:3(OHOH)_18:0)+NH4,1022.80185,951.7435904,625.5190304,649.5190004,667.4720604,309.2212664,303.2318664,249.2576664
OxTG(22:6(OH)_20:3(OHOH)_18:1)+NH4,1020.78625,949.7279904,623.5034304,647.5034004,667.4720604,309.2212664,303.2318664,247.2420664
OxTG(22:6(OH)_20:3(OHOH)_18:2)+NH4,1018.77055,947.7122904,621.4877304,645.4877004,667.4720604,309.2212664,303.2318664,245.2263664
OxTG(22:6(OH)_20:3(OHOH)_18:3)+NH4,1016.75495,945.6966904,619.4721304,643.4721004,667.4720604,309.2212664,303.2318664,243.2107664
OxTG(22:6(OH)_20:3(OHOH)_18:4)+NH4,1014.73925,943.6809904,617.4564304,641.4564004,667.4720604,309.2212664,303.2318664,241.1950664
OxTG(22:6(OH)_20:3(OHOH)_20:4)+NH4,1042.77055,971.7122904,645.4877304,669.4877004,667.4720604,309.2212664,303.2318664,269.2263664
OxTG(22:6(OH)_20:3(OHOH)_20:5)+NH4,1040.75495,969.6966904,643.4721304,667.4721004,667.4720604,309.2212664,303.2318664,267.2107664
OxTG(22:6(OH)_20:3(OHOH)_22:5)+NH4,1068.78625,997.7279904,671.5034304,695.5034004,667.4720604,309.2212664,303.2318664,295.2420664
OxTG(22:6(OH)_20:3(OHOH)_22:6)+NH4,1066.77055,995.7122904,669.4877304,693.4877004,667.4720604,309.2212664,303.2318664,293.2263664
OxTG(22:6(OH)_20:5(OHOH)_14:0)+NH4,962.7079504,891.6496904,565.4251304,593.4564004,663.4407604,309.2212664,299.2005664,193.1950664
OxTG(22:6(OH)_20:5(OHOH)_14:1)+NH4,960.6923504,889.6340904,563.4095304,591.4408004,663.4407604,309.2212664,299.2005664,191.1794664
OxTG(22:6(OH)_20:5(OHOH)_16:0)+NH4,990.7392504,919.6809904,593.4564304,621.4877004,663.4407604,309.2212664,299.2005664,221.2263664
OxTG(22:6(OH)_20:5(OHOH)_16:1)+NH4,988.7236504,917.6653904,591.4408304,619.4721004,663.4407604,309.2212664,299.2005664,219.2107664
OxTG(22:6(OH)_20:5(OHOH)_18:0)+NH4,1018.77055,947.7122904,621.4877304,649.5190004,663.4407604,309.2212664,299.2005664,249.2576664
OxTG(22:6(OH)_20:5(OHOH)_18:1)+NH4,1016.75495,945.6966904,619.4721304,647.5034004,663.4407604,309.2212664,299.2005664,247.2420664
OxTG(22:6(OH)_20:5(OHOH)_18:2)+NH4,1014.73925,943.6809904,617.4564304,645.4877004,663.4407604,309.2212664,299.2005664,245.2263664
OxTG(22:6(OH)_20:5(OHOH)_18:3)+NH4,1012.72365,941.6653904,615.4408304,643.4721004,663.4407604,309.2212664,299.2005664,243.2107664
OxTG(22:6(OH)_20:5(OHOH)_18:4)+NH4,1010.70795,939.6496904,613.4251304,641.4564004,663.4407604,309.2212664,299.2005664,241.1950664
OxTG(22:6(OH)_20:5(OHOH)_20:4)+NH4,1038.73925,967.6809904,641.4564304,669.4877004,663.4407604,309.2212664,299.2005664,269.2263664
OxTG(22:6(OH)_20:5(OHOH)_20:5)+NH4,1036.72365,965.6653904,639.4408304,667.4721004,663.4407604,309.2212664,299.2005664,267.2107664
OxTG(22:6(OH)_20:5(OHOH)_22:5)+NH4,1064.75495,993.6966904,667.4721304,695.5034004,663.4407604,309.2212664,299.2005664,295.2420664
OxTG(22:6(OH)_20:5(OHOH)_22:6)+NH4,1062.73925,991.6809904,665.4564304,693.4877004,663.4407604,309.2212664,299.2005664,293.2263664
OxTG(22:6(OH)_22:1(OHOH)_14:0)+NH4,998.8018504,927.7435904,601.5190304,593.4564004,699.5346604,309.2212664,335.2944664,193.1950664
OxTG(22:6(OH)_22:1(OHOH)_14:1)+NH4,996.7862504,925.7279904,599.5034304,591.4408004,699.5346604,309.2212664,335.2944664,191.1794664
OxTG(22:6(OH)_22:1(OHOH)_16:0)+NH4,1026.83315,955.7748904,629.5503304,621.4877004,699.5346604,309.2212664,335.2944664,221.2263664
OxTG(22:6(OH)_22:1(OHOH)_16:1)+NH4,1024.81755,953.7592904,627.5347304,619.4721004,699.5346604,309.2212664,335.2944664,219.2107664
OxTG(22:6(OH)_22:1(OHOH)_18:0)+NH4,1054.86445,983.8061904,657.5816304,649.5190004,699.5346604,309.2212664,335.2944664,249.2576664
OxTG(22:6(OH)_22:1(OHOH)_18:1)+NH4,1052.84885,981.7905904,655.5660304,647.5034004,699.5346604,309.2212664,335.2944664,247.2420664
OxTG(22:6(OH)_22:1(OHOH)_18:2)+NH4,1050.83315,979.7748904,653.5503304,645.4877004,699.5346604,309.2212664,335.2944664,245.2263664
OxTG(22:6(OH)_22:1(OHOH)_18:3)+NH4,1048.81755,977.7592904,651.5347304,643.4721004,699.5346604,309.2212664,335.2944664,243.2107664
OxTG(22:6(OH)_22:1(OHOH)_18:4)+NH4,1046.80185,975.7435904,649.5190304,641.4564004,699.5346604,309.2212664,335.2944664,241.1950664
OxTG(22:6(OH)_22:1(OHOH)_20:4)+NH4,1074.83315,1003.77489,677.5503304,669.4877004,699.5346604,309.2212664,335.2944664,269.2263664
OxTG(22:6(OH)_22:1(OHOH)_20:5)+NH4,1072.81755,1001.75929,675.5347304,667.4721004,699.5346604,309.2212664,335.2944664,267.2107664
OxTG(22:6(OH)_22:1(OHOH)_22:5)+NH4,1100.84885,1029.79059,703.5660304,695.5034004,699.5346604,309.2212664,335.2944664,295.2420664
OxTG(22:6(OH)_22:1(OHOH)_22:6)+NH4,1098.83315,1027.77489,701.5503304,693.4877004,699.5346604,309.2212664,335.2944664,293.2263664
OxTG(22:6(OH)_22:2(OHOH)_14:0)+NH4,996.7861504,925.7278904,599.5033304,593.4564004,697.5189604,309.2212664,333.2787664,193.1950664
OxTG(22:6(OH)_22:2(OHOH)_14:1)+NH4,994.7705504,923.7122904,597.4877304,591.4408004,697.5189604,309.2212664,333.2787664,191.1794664
OxTG(22:6(OH)_22:2(OHOH)_16:0)+NH4,1024.81745,953.7591904,627.5346304,621.4877004,697.5189604,309.2212664,333.2787664,221.2263664
OxTG(22:6(OH)_22:2(OHOH)_16:1)+NH4,1022.80185,951.7435904,625.5190304,619.4721004,697.5189604,309.2212664,333.2787664,219.2107664
OxTG(22:6(OH)_22:2(OHOH)_18:0)+NH4,1052.84875,981.7904904,655.5659304,649.5190004,697.5189604,309.2212664,333.2787664,249.2576664
OxTG(22:6(OH)_22:2(OHOH)_18:1)+NH4,1050.83315,979.7748904,653.5503304,647.5034004,697.5189604,309.2212664,333.2787664,247.2420664
OxTG(22:6(OH)_22:2(OHOH)_18:2)+NH4,1048.81745,977.7591904,651.5346304,645.4877004,697.5189604,309.2212664,333.2787664,245.2263664
OxTG(22:6(OH)_22:2(OHOH)_18:3)+NH4,1046.80185,975.7435904,649.5190304,643.4721004,697.5189604,309.2212664,333.2787664,243.2107664
OxTG(22:6(OH)_22:2(OHOH)_18:4)+NH4,1044.78615,973.7278904,647.5033304,641.4564004,697.5189604,309.2212664,333.2787664,241.1950664
OxTG(22:6(OH)_22:2(OHOH)_20:4)+NH4,1072.81745,1001.75919,675.5346304,669.4877004,697.5189604,309.2212664,333.2787664,269.2263664
OxTG(22:6(OH)_22:2(OHOH)_20:5)+NH4,1070.80185,999.7435904,673.5190304,667.4721004,697.5189604,309.2212664,333.2787664,267.2107664
OxTG(22:6(OH)_22:2(OHOH)_22:5)+NH4,1098.83315,1027.77489,701.5503304,695.5034004,697.5189604,309.2212664,333.2787664,295.2420664
OxTG(22:6(OH)_22:2(OHOH)_22:6)+NH4,1096.81745,1025.75919,699.5346304,693.4877004,697.5189604,309.2212664,333.2787664,293.2263664
OxTG(22:6(OH)_22:3(OHOH)_14:0)+NH4,994.7705504,923.7122904,597.4877304,593.4564004,695.5033604,309.2212664,331.2631664,193.1950664
OxTG(22:6(OH)_22:3(OHOH)_14:1)+NH4,992.7549504,921.6966904,595.4721304,591.4408004,695.5033604,309.2212664,331.2631664,191.1794664
OxTG(22:6(OH)_22:3(OHOH)_16:0)+NH4,1022.80185,951.7435904,625.5190304,621.4877004,695.5033604,309.2212664,331.2631664,221.2263664
OxTG(22:6(OH)_22:3(OHOH)_16:1)+NH4,1020.78625,949.7279904,623.5034304,619.4721004,695.5033604,309.2212664,331.2631664,219.2107664
OxTG(22:6(OH)_22:3(OHOH)_18:0)+NH4,1050.83315,979.7748904,653.5503304,649.5190004,695.5033604,309.2212664,331.2631664,249.2576664
OxTG(22:6(OH)_22:3(OHOH)_18:1)+NH4,1048.81755,977.7592904,651.5347304,647.5034004,695.5033604,309.2212664,331.2631664,247.2420664
OxTG(22:6(OH)_22:3(OHOH)_18:2)+NH4,1046.80185,975.7435904,649.5190304,645.4877004,695.5033604,309.2212664,331.2631664,245.2263664
OxTG(22:6(OH)_22:3(OHOH)_18:3)+NH4,1044.78625,973.7279904,647.5034304,643.4721004,695.5033604,309.2212664,331.2631664,243.2107664
OxTG(22:6(OH)_22:3(OHOH)_18:4)+NH4,1042.77055,971.7122904,645.4877304,641.4564004,695.5033604,309.2212664,331.2631664,241.1950664
OxTG(22:6(OH)_22:3(OHOH)_20:4)+NH4,1070.80185,999.7435904,673.5190304,669.4877004,695.5033604,309.2212664,331.2631664,269.2263664
OxTG(22:6(OH)_22:3(OHOH)_20:5)+NH4,1068.78625,997.7279904,671.5034304,667.4721004,695.5033604,309.2212664,331.2631664,267.2107664
OxTG(22:6(OH)_22:3(OHOH)_22:5)+NH4,1096.81755,1025.75929,699.5347304,695.5034004,695.5033604,309.2212664,331.2631664,295.2420664
OxTG(22:6(OH)_22:3(OHOH)_22:6)+NH4,1094.80185,1023.74359,697.5190304,693.4877004,695.5033604,309.2212664,331.2631664,293.2263664
OxTG(22:6(OH)_22:4(OHOH)_14:0)+NH4,992.7548504,921.6965904,595.4720304,593.4564004,693.4876604,309.2212664,329.2474664,193.1950664
OxTG(22:6(OH)_22:4(OHOH)_14:1)+NH4,990.7392504,919.6809904,593.4564304,591.4408004,693.4876604,309.2212664,329.2474664,191.1794664
OxTG(22:6(OH)_22:4(OHOH)_16:0)+NH4,1020.78615,949.7278904,623.5033304,621.4877004,693.4876604,309.2212664,329.2474664,221.2263664
OxTG(22:6(OH)_22:4(OHOH)_16:1)+NH4,1018.77055,947.7122904,621.4877304,619.4721004,693.4876604,309.2212664,329.2474664,219.2107664
OxTG(22:6(OH)_22:4(OHOH)_18:0)+NH4,1048.81745,977.7591904,651.5346304,649.5190004,693.4876604,309.2212664,329.2474664,249.2576664
OxTG(22:6(OH)_22:4(OHOH)_18:1)+NH4,1046.80185,975.7435904,649.5190304,647.5034004,693.4876604,309.2212664,329.2474664,247.2420664
OxTG(22:6(OH)_22:4(OHOH)_18:2)+NH4,1044.78615,973.7278904,647.5033304,645.4877004,693.4876604,309.2212664,329.2474664,245.2263664
OxTG(22:6(OH)_22:4(OHOH)_18:3)+NH4,1042.77055,971.7122904,645.4877304,643.4721004,693.4876604,309.2212664,329.2474664,243.2107664
OxTG(22:6(OH)_22:4(OHOH)_18:4)+NH4,1040.75485,969.6965904,643.4720304,641.4564004,693.4876604,309.2212664,329.2474664,241.1950664
OxTG(22:6(OH)_22:4(OHOH)_20:4)+NH4,1068.78615,997.7278904,671.5033304,669.4877004,693.4876604,309.2212664,329.2474664,269.2263664
OxTG(22:6(OH)_22:4(OHOH)_20:5)+NH4,1066.77055,995.7122904,669.4877304,667.4721004,693.4876604,309.2212664,329.2474664,267.2107664
OxTG(22:6(OH)_22:4(OHOH)_22:5)+NH4,1094.80185,1023.74359,697.5190304,695.5034004,693.4876604,309.2212664,329.2474664,295.2420664
OxTG(22:6(OH)_22:4(OHOH)_22:6)+NH4,1092.78615,1021.72789,695.5033304,693.4877004,693.4876604,309.2212664,329.2474664,293.2263664
OxTG(22:6(OH)_22:5(OHOH)_14:0)+NH4,990.7392504,919.6809904,593.4564304,593.4564004,691.4720604,309.2212664,327.2318664,193.1950664
OxTG(22:6(OH)_22:5(OHOH)_14:1)+NH4,988.7236504,917.6653904,591.4408304,591.4408004,691.4720604,309.2212664,327.2318664,191.1794664
OxTG(22:6(OH)_22:5(OHOH)_16:0)+NH4,1018.77055,947.7122904,621.4877304,621.4877004,691.4720604,309.2212664,327.2318664,221.2263664
OxTG(22:6(OH)_22:5(OHOH)_16:1)+NH4,1016.75495,945.6966904,619.4721304,619.4721004,691.4720604,309.2212664,327.2318664,219.2107664
OxTG(22:6(OH)_22:5(OHOH)_18:0)+NH4,1046.80185,975.7435904,649.5190304,649.5190004,691.4720604,309.2212664,327.2318664,249.2576664
OxTG(22:6(OH)_22:5(OHOH)_18:1)+NH4,1044.78625,973.7279904,647.5034304,647.5034004,691.4720604,309.2212664,327.2318664,247.2420664
OxTG(22:6(OH)_22:5(OHOH)_18:2)+NH4,1042.77055,971.7122904,645.4877304,645.4877004,691.4720604,309.2212664,327.2318664,245.2263664
OxTG(22:6(OH)_22:5(OHOH)_18:3)+NH4,1040.75495,969.6966904,643.4721304,643.4721004,691.4720604,309.2212664,327.2318664,243.2107664
OxTG(22:6(OH)_22:5(OHOH)_18:4)+NH4,1038.73925,967.6809904,641.4564304,641.4564004,691.4720604,309.2212664,327.2318664,241.1950664
OxTG(22:6(OH)_22:5(OHOH)_20:4)+NH4,1066.77055,995.7122904,669.4877304,669.4877004,691.4720604,309.2212664,327.2318664,269.2263664
OxTG(22:6(OH)_22:5(OHOH)_20:5)+NH4,1064.75495,993.6966904,667.4721304,667.4721004,691.4720604,309.2212664,327.2318664,267.2107664
OxTG(22:6(OH)_22:5(OHOH)_22:5)+NH4,1092.78625,1021.72799,695.5034304,695.5034004,691.4720604,309.2212664,327.2318664,295.2420664
OxTG(22:6(OH)_22:5(OHOH)_22:6)+NH4,1090.77055,1019.71229,693.4877304,693.4877004,691.4720604,309.2212664,327.2318664,293.2263664
OxTG(22:6(OH)_22:6(OHOH)_14:0)+NH4,988.7235504,917.6652904,591.4407304,593.4564004,689.4563604,309.2212664,325.2161664,193.1950664
OxTG(22:6(OH)_22:6(OHOH)_14:1)+NH4,986.7079504,915.6496904,589.4251304,591.4408004,689.4563604,309.2212664,325.2161664,191.1794664
OxTG(22:6(OH)_22:6(OHOH)_16:0)+NH4,1016.75485,945.6965904,619.4720304,621.4877004,689.4563604,309.2212664,325.2161664,221.2263664
OxTG(22:6(OH)_22:6(OHOH)_16:1)+NH4,1014.73925,943.6809904,617.4564304,619.4721004,689.4563604,309.2212664,325.2161664,219.2107664
OxTG(22:6(OH)_22:6(OHOH)_18:0)+NH4,1044.78615,973.7278904,647.5033304,649.5190004,689.4563604,309.2212664,325.2161664,249.2576664
OxTG(22:6(OH)_22:6(OHOH)_18:1)+NH4,1042.77055,971.7122904,645.4877304,647.5034004,689.4563604,309.2212664,325.2161664,247.2420664
OxTG(22:6(OH)_22:6(OHOH)_18:2)+NH4,1040.75485,969.6965904,643.4720304,645.4877004,689.4563604,309.2212664,325.2161664,245.2263664
OxTG(22:6(OH)_22:6(OHOH)_18:3)+NH4,1038.73925,967.6809904,641.4564304,643.4721004,689.4563604,309.2212664,325.2161664,243.2107664
OxTG(22:6(OH)_22:6(OHOH)_18:4)+NH4,1036.72355,965.6652904,639.4407304,641.4564004,689.4563604,309.2212664,325.2161664,241.1950664
OxTG(22:6(OH)_22:6(OHOH)_20:4)+NH4,1064.75485,993.6965904,667.4720304,669.4877004,689.4563604,309.2212664,325.2161664,269.2263664
OxTG(22:6(OH)_22:6(OHOH)_20:5)+NH4,1062.73925,991.6809904,665.4564304,667.4721004,689.4563604,309.2212664,325.2161664,267.2107664
OxTG(22:6(OH)_22:6(OHOH)_22:5)+NH4,1090.77055,1019.71229,693.4877304,695.5034004,689.4563604,309.2212664,325.2161664,295.2420664
OxTG(22:6(OH)_22:6(OHOH)_22:6)+NH4,1088.75485,1017.69659,691.4720304,693.4877004,689.4563604,309.2212664,325.2161664,293.2263664
OxTG(22:6(OH)_24:1(OHOH)_14:0)+NH4,1026.83315,955.7748904,629.5503304,593.4564004,727.5659604,309.2212664,363.3257664,193.1950664
OxTG(22:6(OH)_24:1(OHOH)_14:1)+NH4,1024.81755,953.7592904,627.5347304,591.4408004,727.5659604,309.2212664,363.3257664,191.1794664
OxTG(22:6(OH)_24:1(OHOH)_16:0)+NH4,1054.86445,983.8061904,657.5816304,621.4877004,727.5659604,309.2212664,363.3257664,221.2263664
OxTG(22:6(OH)_24:1(OHOH)_16:1)+NH4,1052.84885,981.7905904,655.5660304,619.4721004,727.5659604,309.2212664,363.3257664,219.2107664
OxTG(22:6(OH)_24:1(OHOH)_18:0)+NH4,1082.89575,1011.83749,685.6129304,649.5190004,727.5659604,309.2212664,363.3257664,249.2576664
OxTG(22:6(OH)_24:1(OHOH)_18:1)+NH4,1080.88015,1009.82189,683.5973304,647.5034004,727.5659604,309.2212664,363.3257664,247.2420664
OxTG(22:6(OH)_24:1(OHOH)_18:2)+NH4,1078.86445,1007.80619,681.5816304,645.4877004,727.5659604,309.2212664,363.3257664,245.2263664
OxTG(22:6(OH)_24:1(OHOH)_18:3)+NH4,1076.84885,1005.79059,679.5660304,643.4721004,727.5659604,309.2212664,363.3257664,243.2107664
OxTG(22:6(OH)_24:1(OHOH)_18:4)+NH4,1074.83315,1003.77489,677.5503304,641.4564004,727.5659604,309.2212664,363.3257664,241.1950664
OxTG(22:6(OH)_24:1(OHOH)_20:4)+NH4,1102.86445,1031.80619,705.5816304,669.4877004,727.5659604,309.2212664,363.3257664,269.2263664
OxTG(22:6(OH)_24:1(OHOH)_20:5)+NH4,1100.84885,1029.79059,703.5660304,667.4721004,727.5659604,309.2212664,363.3257664,267.2107664
OxTG(22:6(OH)_24:1(OHOH)_22:5)+NH4,1128.88015,1057.82189,731.5973304,695.5034004,727.5659604,309.2212664,363.3257664,295.2420664
OxTG(22:6(OH)_24:1(OHOH)_22:6)+NH4,1126.86445,1055.80619,729.5816304,693.4877004,727.5659604,309.2212664,363.3257664,293.2263664
