OxTG,[M+NH4]+,[M+H-nH2O]+,[M+H-nH2O-R1COOH]+,[M+H-nH2O-R2COOH]+,[M+H-nH2O-R3COOH]+,[R1CO-nH2O]+,[R2CO-nH2O]+,[R3CO-nH2O]+
OxTG(22:5(OH)_22:2(OHOHOH)_18:4)+NH4,1062.79685,973.7280204,645.4877604,643.4721004,697.5190904,311.2369664,349.2737664,241.1950664
OxTG(22:5(OH)_22:2(OHOHOH)_20:4)+NH4,1090.82815,1001.75932,673.5190604,671.5034004,697.5190904,311.2369664,349.2737664,269.2263664
OxTG(22:5(OH)_22:2(OHOHOH)_20:5)+NH4,1088.81255,999.7437204,671.5034604,669.4878004,697.5190904,311.2369664,349.2737664,267.2107664
OxTG(22:5(OH)_22:2(OHOHOH)_22:5)+NH4,1116.84385,1027.77502,699.5347604,697.5191004,697.5190904,311.2369664,349.2737664,295.2420664
OxTG(22:5(OH)_22:2(OHOHOH)_22:6)+NH4,1114.82815,1025.75932,697.5190604,695.5034004,697.5190904,311.2369664,349.2737664,293.2263664
OxTG(22:5(OH)_22:3(OHOHOH)_14:0)+NH4,1012.78125,923.7124204,595.4721604,595.4721004,695.5034904,311.2369664,347.2581664,193.1950664
OxTG(22:5(OH)_22:3(OHOHOH)_14:1)+NH4,1010.76565,921.6968204,593.4565604,593.4565004,695.5034904,311.2369664,347.2581664,191.1794664
OxTG(22:5(OH)_22:3(OHOHOH)_16:0)+NH4,1040.81255,951.7437204,623.5034604,623.5034004,695.5034904,311.2369664,347.2581664,221.2263664
OxTG(22:5(OH)_22:3(OHOHOH)_16:1)+NH4,1038.79695,949.7281204,621.4878604,621.4878004,695.5034904,311.2369664,347.2581664,219.2107664
OxTG(22:5(OH)_22:3(OHOHOH)_18:0)+NH4,1068.84385,979.7750204,651.5347604,651.5347004,695.5034904,311.2369664,347.2581664,249.2576664
OxTG(22:5(OH)_22:3(OHOHOH)_18:1)+NH4,1066.82825,977.7594204,649.5191604,649.5191004,695.5034904,311.2369664,347.2581664,247.2420664
OxTG(22:5(OH)_22:3(OHOHOH)_18:2)+NH4,1064.81255,975.7437204,647.5034604,647.5034004,695.5034904,311.2369664,347.2581664,245.2263664
OxTG(22:5(OH)_22:3(OHOHOH)_18:3)+NH4,1062.79695,973.7281204,645.4878604,645.4878004,695.5034904,311.2369664,347.2581664,243.2107664
OxTG(22:5(OH)_22:3(OHOHOH)_18:4)+NH4,1060.78125,971.7124204,643.4721604,643.4721004,695.5034904,311.2369664,347.2581664,241.1950664
OxTG(22:5(OH)_22:3(OHOHOH)_20:4)+NH4,1088.81255,999.7437204,671.5034604,671.5034004,695.5034904,311.2369664,347.2581664,269.2263664
OxTG(22:5(OH)_22:3(OHOHOH)_20:5)+NH4,1086.79695,997.7281204,669.4878604,669.4878004,695.5034904,311.2369664,347.2581664,267.2107664
OxTG(22:5(OH)_22:3(OHOHOH)_22:5)+NH4,1114.82825,1025.75942,697.5191604,697.5191004,695.5034904,311.2369664,347.2581664,295.2420664
OxTG(22:5(OH)_22:3(OHOHOH)_22:6)+NH4,1112.81255,1023.74372,695.5034604,695.5034004,695.5034904,311.2369664,347.2581664,293.2263664
OxTG(22:5(OH)_22:4(OHOHOH)_14:0)+NH4,1010.76555,921.6967204,593.4564604,595.4721004,693.4877904,311.2369664,345.2424664,193.1950664
OxTG(22:5(OH)_22:4(OHOHOH)_14:1)+NH4,1008.74995,919.6811204,591.4408604,593.4565004,693.4877904,311.2369664,345.2424664,191.1794664
OxTG(22:5(OH)_22:4(OHOHOH)_16:0)+NH4,1038.79685,949.7280204,621.4877604,623.5034004,693.4877904,311.2369664,345.2424664,221.2263664
OxTG(22:5(OH)_22:4(OHOHOH)_16:1)+NH4,1036.78125,947.7124204,619.4721604,621.4878004,693.4877904,311.2369664,345.2424664,219.2107664
OxTG(22:5(OH)_22:4(OHOHOH)_18:0)+NH4,1066.82815,977.7593204,649.5190604,651.5347004,693.4877904,311.2369664,345.2424664,249.2576664
OxTG(22:5(OH)_22:4(OHOHOH)_18:1)+NH4,1064.81255,975.7437204,647.5034604,649.5191004,693.4877904,311.2369664,345.2424664,247.2420664
OxTG(22:5(OH)_22:4(OHOHOH)_18:2)+NH4,1062.79685,973.7280204,645.4877604,647.5034004,693.4877904,311.2369664,345.2424664,245.2263664
OxTG(22:5(OH)_22:4(OHOHOH)_18:3)+NH4,1060.78125,971.7124204,643.4721604,645.4878004,693.4877904,311.2369664,345.2424664,243.2107664
OxTG(22:5(OH)_22:4(OHOHOH)_18:4)+NH4,1058.76555,969.6967204,641.4564604,643.4721004,693.4877904,311.2369664,345.2424664,241.1950664
OxTG(22:5(OH)_22:4(OHOHOH)_20:4)+NH4,1086.79685,997.7280204,669.4877604,671.5034004,693.4877904,311.2369664,345.2424664,269.2263664
OxTG(22:5(OH)_22:4(OHOHOH)_20:5)+NH4,1084.78125,995.7124204,667.4721604,669.4878004,693.4877904,311.2369664,345.2424664,267.2107664
OxTG(22:5(OH)_22:4(OHOHOH)_22:5)+NH4,1112.81255,1023.74372,695.5034604,697.5191004,693.4877904,311.2369664,345.2424664,295.2420664
OxTG(22:5(OH)_22:4(OHOHOH)_22:6)+NH4,1110.79685,1021.72802,693.4877604,695.5034004,693.4877904,311.2369664,345.2424664,293.2263664
OxTG(22:5(OH)_22:5(OHOHOH)_14:0)+NH4,1008.74995,919.6811204,591.4408604,595.4721004,691.4721904,311.2369664,343.2268664,193.1950664
OxTG(22:5(OH)_22:5(OHOHOH)_14:1)+NH4,1006.73435,917.6655204,589.4252604,593.4565004,691.4721904,311.2369664,343.2268664,191.1794664
OxTG(22:5(OH)_22:5(OHOHOH)_16:0)+NH4,1036.78125,947.7124204,619.4721604,623.5034004,691.4721904,311.2369664,343.2268664,221.2263664
OxTG(22:5(OH)_22:5(OHOHOH)_16:1)+NH4,1034.76565,945.6968204,617.4565604,621.4878004,691.4721904,311.2369664,343.2268664,219.2107664
OxTG(22:5(OH)_22:5(OHOHOH)_18:0)+NH4,1064.81255,975.7437204,647.5034604,651.5347004,691.4721904,311.2369664,343.2268664,249.2576664
OxTG(22:5(OH)_22:5(OHOHOH)_18:1)+NH4,1062.79695,973.7281204,645.4878604,649.5191004,691.4721904,311.2369664,343.2268664,247.2420664
OxTG(22:5(OH)_22:5(OHOHOH)_18:2)+NH4,1060.78125,971.7124204,643.4721604,647.5034004,691.4721904,311.2369664,343.2268664,245.2263664
OxTG(22:5(OH)_22:5(OHOHOH)_18:3)+NH4,1058.76565,969.6968204,641.4565604,645.4878004,691.4721904,311.2369664,343.2268664,243.2107664
OxTG(22:5(OH)_22:5(OHOHOH)_18:4)+NH4,1056.74995,967.6811204,639.4408604,643.4721004,691.4721904,311.2369664,343.2268664,241.1950664
OxTG(22:5(OH)_22:5(OHOHOH)_20:4)+NH4,1084.78125,995.7124204,667.4721604,671.5034004,691.4721904,311.2369664,343.2268664,269.2263664
OxTG(22:5(OH)_22:5(OHOHOH)_20:5)+NH4,1082.76565,993.6968204,665.4565604,669.4878004,691.4721904,311.2369664,343.2268664,267.2107664
OxTG(22:5(OH)_22:5(OHOHOH)_22:5)+NH4,1110.79695,1021.72812,693.4878604,697.5191004,691.4721904,311.2369664,343.2268664,295.2420664
OxTG(22:5(OH)_22:5(OHOHOH)_22:6)+NH4,1108.78125,1019.71242,691.4721604,695.5034004,691.4721904,311.2369664,343.2268664,293.2263664
OxTG(22:5(OH)_22:6(OHOHOH)_14:0)+NH4,1006.73425,917.6654204,589.4251604,595.4721004,689.4564904,311.2369664,341.2111664,193.1950664
OxTG(22:5(OH)_22:6(OHOHOH)_14:1)+NH4,1004.71865,915.6498204,587.4095604,593.4565004,689.4564904,311.2369664,341.2111664,191.1794664
OxTG(22:5(OH)_22:6(OHOHOH)_16:0)+NH4,1034.76555,945.6967204,617.4564604,623.5034004,689.4564904,311.2369664,341.2111664,221.2263664
OxTG(22:5(OH)_22:6(OHOHOH)_16:1)+NH4,1032.74995,943.6811204,615.4408604,621.4878004,689.4564904,311.2369664,341.2111664,219.2107664
OxTG(22:5(OH)_22:6(OHOHOH)_18:0)+NH4,1062.79685,973.7280204,645.4877604,651.5347004,689.4564904,311.2369664,341.2111664,249.2576664
OxTG(22:5(OH)_22:6(OHOHOH)_18:1)+NH4,1060.78125,971.7124204,643.4721604,649.5191004,689.4564904,311.2369664,341.2111664,247.2420664
OxTG(22:5(OH)_22:6(OHOHOH)_18:2)+NH4,1058.76555,969.6967204,641.4564604,647.5034004,689.4564904,311.2369664,341.2111664,245.2263664
OxTG(22:5(OH)_22:6(OHOHOH)_18:3)+NH4,1056.74995,967.6811204,639.4408604,645.4878004,689.4564904,311.2369664,341.2111664,243.2107664
OxTG(22:5(OH)_22:6(OHOHOH)_18:4)+NH4,1054.73425,965.6654204,637.4251604,643.4721004,689.4564904,311.2369664,341.2111664,241.1950664
OxTG(22:5(OH)_22:6(OHOHOH)_20:4)+NH4,1082.76555,993.6967204,665.4564604,671.5034004,689.4564904,311.2369664,341.2111664,269.2263664
OxTG(22:5(OH)_22:6(OHOHOH)_20:5)+NH4,1080.74995,991.6811204,663.4408604,669.4878004,689.4564904,311.2369664,341.2111664,267.2107664
OxTG(22:5(OH)_22:6(OHOHOH)_22:5)+NH4,1108.78125,1019.71242,691.4721604,697.5191004,689.4564904,311.2369664,341.2111664,295.2420664
OxTG(22:5(OH)_22:6(OHOHOH)_22:6)+NH4,1106.76555,1017.69672,689.4564604,695.5034004,689.4564904,311.2369664,341.2111664,293.2263664
OxTG(22:5(OH)_24:1(OHOHOH)_14:0)+NH4,1044.84385,955.7750204,627.5347604,595.4721004,727.5660904,311.2369664,379.3207664,193.1950664
OxTG(22:5(OH)_24:1(OHOHOH)_14:1)+NH4,1042.82825,953.7594204,625.5191604,593.4565004,727.5660904,311.2369664,379.3207664,191.1794664
OxTG(22:5(OH)_24:1(OHOHOH)_16:0)+NH4,1072.87515,983.8063204,655.5660604,623.5034004,727.5660904,311.2369664,379.3207664,221.2263664
OxTG(22:5(OH)_24:1(OHOHOH)_16:1)+NH4,1070.85955,981.7907204,653.5504604,621.4878004,727.5660904,311.2369664,379.3207664,219.2107664
OxTG(22:5(OH)_24:1(OHOHOH)_18:0)+NH4,1100.90645,1011.83762,683.5973604,651.5347004,727.5660904,311.2369664,379.3207664,249.2576664
OxTG(22:5(OH)_24:1(OHOHOH)_18:1)+NH4,1098.89085,1009.82202,681.5817604,649.5191004,727.5660904,311.2369664,379.3207664,247.2420664
OxTG(22:5(OH)_24:1(OHOHOH)_18:2)+NH4,1096.87515,1007.80632,679.5660604,647.5034004,727.5660904,311.2369664,379.3207664,245.2263664
OxTG(22:5(OH)_24:1(OHOHOH)_18:3)+NH4,1094.85955,1005.79072,677.5504604,645.4878004,727.5660904,311.2369664,379.3207664,243.2107664
OxTG(22:5(OH)_24:1(OHOHOH)_18:4)+NH4,1092.84385,1003.77502,675.5347604,643.4721004,727.5660904,311.2369664,379.3207664,241.1950664
OxTG(22:5(OH)_24:1(OHOHOH)_20:4)+NH4,1120.87515,1031.80632,703.5660604,671.5034004,727.5660904,311.2369664,379.3207664,269.2263664
OxTG(22:5(OH)_24:1(OHOHOH)_20:5)+NH4,1118.85955,1029.79072,701.5504604,669.4878004,727.5660904,311.2369664,379.3207664,267.2107664
OxTG(22:5(OH)_24:1(OHOHOH)_22:5)+NH4,1146.89085,1057.82202,729.5817604,697.5191004,727.5660904,311.2369664,379.3207664,295.2420664
OxTG(22:5(OH)_24:1(OHOHOH)_22:6)+NH4,1144.87515,1055.80632,727.5660604,695.5034004,727.5660904,311.2369664,379.3207664,293.2263664
OxTG(22:6(OH)_22:6(OH)_14:0)+NH4,972.7286504,919.6809604,593.4564004,593.4564004,691.4720304,309.2212664,309.2212664,193.1950664
OxTG(22:6(OH)_22:6(OH)_14:1)+NH4,970.7130504,917.6653604,591.4408004,591.4408004,691.4720304,309.2212664,309.2212664,191.1794664
OxTG(22:6(OH)_22:6(OH)_16:0)+NH4,1000.75995,947.7122604,621.4877004,621.4877004,691.4720304,309.2212664,309.2212664,221.2263664
OxTG(22:6(OH)_22:6(OH)_16:1)+NH4,998.7443504,945.6966604,619.4721004,619.4721004,691.4720304,309.2212664,309.2212664,219.2107664
OxTG(22:6(OH)_22:6(OH)_18:0)+NH4,1028.79125,975.7435604,649.5190004,649.5190004,691.4720304,309.2212664,309.2212664,249.2576664
OxTG(22:6(OH)_22:6(OH)_18:1)+NH4,1026.77565,973.7279604,647.5034004,647.5034004,691.4720304,309.2212664,309.2212664,247.2420664
OxTG(22:6(OH)_22:6(OH)_18:2)+NH4,1024.75995,971.7122604,645.4877004,645.4877004,691.4720304,309.2212664,309.2212664,245.2263664
OxTG(22:6(OH)_22:6(OH)_18:3)+NH4,1022.74435,969.6966604,643.4721004,643.4721004,691.4720304,309.2212664,309.2212664,243.2107664
OxTG(22:6(OH)_22:6(OH)_18:4)+NH4,1020.72865,967.6809604,641.4564004,641.4564004,691.4720304,309.2212664,309.2212664,241.1950664
OxTG(22:6(OH)_22:6(OH)_20:4)+NH4,1048.75995,995.7122604,669.4877004,669.4877004,691.4720304,309.2212664,309.2212664,269.2263664
OxTG(22:6(OH)_22:6(OH)_20:5)+NH4,1046.74435,993.6966604,667.4721004,667.4721004,691.4720304,309.2212664,309.2212664,267.2107664
OxTG(22:6(OH)_22:6(OH)_22:5)+NH4,1074.77565,1021.72796,695.5034004,695.5034004,691.4720304,309.2212664,309.2212664,295.2420664
OxTG(22:6(OH)_22:6(OH)_22:6)+NH4,1072.75995,1019.71226,693.4877004,693.4877004,691.4720304,309.2212664,309.2212664,293.2263664
OxTG(22:6(OH)_24:1(OH)_14:0)+NH4,1010.83825,957.7905604,631.5660004,593.4564004,729.5816304,309.2212664,347.3308664,193.1950664
OxTG(22:6(OH)_24:1(OH)_14:1)+NH4,1008.82265,955.7749604,629.5504004,591.4408004,729.5816304,309.2212664,347.3308664,191.1794664
OxTG(22:6(OH)_24:1(OH)_16:0)+NH4,1038.86955,985.8218604,659.5973004,621.4877004,729.5816304,309.2212664,347.3308664,221.2263664
OxTG(22:6(OH)_24:1(OH)_16:1)+NH4,1036.85395,983.8062604,657.5817004,619.4721004,729.5816304,309.2212664,347.3308664,219.2107664
OxTG(22:6(OH)_24:1(OH)_18:0)+NH4,1066.90085,1013.85316,687.6286004,649.5190004,729.5816304,309.2212664,347.3308664,249.2576664
OxTG(22:6(OH)_24:1(OH)_18:1)+NH4,1064.88525,1011.83756,685.6130004,647.5034004,729.5816304,309.2212664,347.3308664,247.2420664
OxTG(22:6(OH)_24:1(OH)_18:2)+NH4,1062.86955,1009.82186,683.5973004,645.4877004,729.5816304,309.2212664,347.3308664,245.2263664
OxTG(22:6(OH)_24:1(OH)_18:3)+NH4,1060.85395,1007.80626,681.5817004,643.4721004,729.5816304,309.2212664,347.3308664,243.2107664
OxTG(22:6(OH)_24:1(OH)_18:4)+NH4,1058.83825,1005.79056,679.5660004,641.4564004,729.5816304,309.2212664,347.3308664,241.1950664
OxTG(22:6(OH)_24:1(OH)_20:4)+NH4,1086.86955,1033.82186,707.5973004,669.4877004,729.5816304,309.2212664,347.3308664,269.2263664
OxTG(22:6(OH)_24:1(OH)_20:5)+NH4,1084.85395,1031.80626,705.5817004,667.4721004,729.5816304,309.2212664,347.3308664,267.2107664
OxTG(22:6(OH)_24:1(OH)_22:5)+NH4,1112.88525,1059.83756,733.6130004,695.5034004,729.5816304,309.2212664,347.3308664,295.2420664
OxTG(22:6(OH)_24:1(OH)_22:6)+NH4,1110.86955,1057.82186,731.5973004,693.4877004,729.5816304,309.2212664,347.3308664,293.2263664
OxTG(22:6(OH)_14:1(OHOH)_14:0)+NH4,886.6766504,815.6183904,489.3938304,593.4564004,587.4094604,309.2212664,223.1692664,193.1950664
OxTG(22:6(OH)_14:1(OHOH)_14:1)+NH4,884.6610504,813.6027904,487.3782304,591.4408004,587.4094604,309.2212664,223.1692664,191.1794664
OxTG(22:6(OH)_14:1(OHOH)_16:0)+NH4,914.7079504,843.6496904,517.4251304,621.4877004,587.4094604,309.2212664,223.1692664,221.2263664
OxTG(22:6(OH)_14:1(OHOH)_16:1)+NH4,912.6923504,841.6340904,515.4095304,619.4721004,587.4094604,309.2212664,223.1692664,219.2107664
OxTG(22:6(OH)_14:1(OHOH)_18:0)+NH4,942.7392504,871.6809904,545.4564304,649.5190004,587.4094604,309.2212664,223.1692664,249.2576664
OxTG(22:6(OH)_14:1(OHOH)_18:1)+NH4,940.7236504,869.6653904,543.4408304,647.5034004,587.4094604,309.2212664,223.1692664,247.2420664
OxTG(22:6(OH)_14:1(OHOH)_18:2)+NH4,938.7079504,867.6496904,541.4251304,645.4877004,587.4094604,309.2212664,223.1692664,245.2263664
OxTG(22:6(OH)_14:1(OHOH)_18:3)+NH4,936.6923504,865.6340904,539.4095304,643.4721004,587.4094604,309.2212664,223.1692664,243.2107664
OxTG(22:6(OH)_14:1(OHOH)_18:4)+NH4,934.6766504,863.6183904,537.3938304,641.4564004,587.4094604,309.2212664,223.1692664,241.1950664
OxTG(22:6(OH)_14:1(OHOH)_20:4)+NH4,962.7079504,891.6496904,565.4251304,669.4877004,587.4094604,309.2212664,223.1692664,269.2263664
OxTG(22:6(OH)_14:1(OHOH)_20:5)+NH4,960.6923504,889.6340904,563.4095304,667.4721004,587.4094604,309.2212664,223.1692664,267.2107664
OxTG(22:6(OH)_14:1(OHOH)_22:5)+NH4,988.7236504,917.6653904,591.4408304,695.5034004,587.4094604,309.2212664,223.1692664,295.2420664
OxTG(22:6(OH)_14:1(OHOH)_22:6)+NH4,986.7079504,915.6496904,589.4251304,693.4877004,587.4094604,309.2212664,223.1692664,293.2263664
OxTG(22:6(OH)_15:1(OHOH)_14:0)+NH4,900.6922504,829.6339904,503.4094304,593.4564004,601.4250604,309.2212664,237.1848664,193.1950664
OxTG(22:6(OH)_15:1(OHOH)_14:1)+NH4,898.6766504,827.6183904,501.3938304,591.4408004,601.4250604,309.2212664,237.1848664,191.1794664
OxTG(22:6(OH)_15:1(OHOH)_16:0)+NH4,928.7235504,857.6652904,531.4407304,621.4877004,601.4250604,309.2212664,237.1848664,221.2263664
OxTG(22:6(OH)_15:1(OHOH)_16:1)+NH4,926.7079504,855.6496904,529.4251304,619.4721004,601.4250604,309.2212664,237.1848664,219.2107664
OxTG(22:6(OH)_15:1(OHOH)_18:0)+NH4,956.7548504,885.6965904,559.4720304,649.5190004,601.4250604,309.2212664,237.1848664,249.2576664
OxTG(22:6(OH)_15:1(OHOH)_18:1)+NH4,954.7392504,883.6809904,557.4564304,647.5034004,601.4250604,309.2212664,237.1848664,247.2420664
OxTG(22:6(OH)_15:1(OHOH)_18:2)+NH4,952.7235504,881.6652904,555.4407304,645.4877004,601.4250604,309.2212664,237.1848664,245.2263664
OxTG(22:6(OH)_15:1(OHOH)_18:3)+NH4,950.7079504,879.6496904,553.4251304,643.4721004,601.4250604,309.2212664,237.1848664,243.2107664
OxTG(22:6(OH)_15:1(OHOH)_18:4)+NH4,948.6922504,877.6339904,551.4094304,641.4564004,601.4250604,309.2212664,237.1848664,241.1950664
OxTG(22:6(OH)_15:1(OHOH)_20:4)+NH4,976.7235504,905.6652904,579.4407304,669.4877004,601.4250604,309.2212664,237.1848664,269.2263664
OxTG(22:6(OH)_15:1(OHOH)_20:5)+NH4,974.7079504,903.6496904,577.4251304,667.4721004,601.4250604,309.2212664,237.1848664,267.2107664
OxTG(22:6(OH)_15:1(OHOH)_22:5)+NH4,1002.73925,931.6809904,605.4564304,695.5034004,601.4250604,309.2212664,237.1848664,295.2420664
OxTG(22:6(OH)_15:1(OHOH)_22:6)+NH4,1000.72355,929.6652904,603.4407304,693.4877004,601.4250604,309.2212664,237.1848664,293.2263664
OxTG(22:6(OH)_16:1(OHOH)_14:0)+NH4,914.7079504,843.6496904,517.4251304,593.4564004,615.4407604,309.2212664,251.2005664,193.1950664
OxTG(22:6(OH)_16:1(OHOH)_14:1)+NH4,912.6923504,841.6340904,515.4095304,591.4408004,615.4407604,309.2212664,251.2005664,191.1794664
OxTG(22:6(OH)_16:1(OHOH)_16:0)+NH4,942.7392504,871.6809904,545.4564304,621.4877004,615.4407604,309.2212664,251.2005664,221.2263664
OxTG(22:6(OH)_16:1(OHOH)_16:1)+NH4,940.7236504,869.6653904,543.4408304,619.4721004,615.4407604,309.2212664,251.2005664,219.2107664
OxTG(22:6(OH)_16:1(OHOH)_18:0)+NH4,970.7705504,899.7122904,573.4877304,649.5190004,615.4407604,309.2212664,251.2005664,249.2576664
OxTG(22:6(OH)_16:1(OHOH)_18:1)+NH4,968.7549504,897.6966904,571.4721304,647.5034004,615.4407604,309.2212664,251.2005664,247.2420664
OxTG(22:6(OH)_16:1(OHOH)_18:2)+NH4,966.7392504,895.6809904,569.4564304,645.4877004,615.4407604,309.2212664,251.2005664,245.2263664
OxTG(22:6(OH)_16:1(OHOH)_18:3)+NH4,964.7236504,893.6653904,567.4408304,643.4721004,615.4407604,309.2212664,251.2005664,243.2107664
OxTG(22:6(OH)_16:1(OHOH)_18:4)+NH4,962.7079504,891.6496904,565.4251304,641.4564004,615.4407604,309.2212664,251.2005664,241.1950664
OxTG(22:6(OH)_16:1(OHOH)_20:4)+NH4,990.7392504,919.6809904,593.4564304,669.4877004,615.4407604,309.2212664,251.2005664,269.2263664
OxTG(22:6(OH)_16:1(OHOH)_20:5)+NH4,988.7236504,917.6653904,591.4408304,667.4721004,615.4407604,309.2212664,251.2005664,267.2107664
OxTG(22:6(OH)_16:1(OHOH)_22:5)+NH4,1016.75495,945.6966904,619.4721304,695.5034004,615.4407604,309.2212664,251.2005664,295.2420664
OxTG(22:6(OH)_16:1(OHOH)_22:6)+NH4,1014.73925,943.6809904,617.4564304,693.4877004,615.4407604,309.2212664,251.2005664,293.2263664
OxTG(22:6(OH)_17:1(OHOH)_14:0)+NH4,928.7235504,857.6652904,531.4407304,593.4564004,629.4563604,309.2212664,265.2161664,193.1950664
OxTG(22:6(OH)_17:1(OHOH)_14:1)+NH4,926.7079504,855.6496904,529.4251304,591.4408004,629.4563604,309.2212664,265.2161664,191.1794664
OxTG(22:6(OH)_17:1(OHOH)_16:0)+NH4,956.7548504,885.6965904,559.4720304,621.4877004,629.4563604,309.2212664,265.2161664,221.2263664
OxTG(22:6(OH)_17:1(OHOH)_16:1)+NH4,954.7392504,883.6809904,557.4564304,619.4721004,629.4563604,309.2212664,265.2161664,219.2107664
OxTG(22:6(OH)_17:1(OHOH)_18:0)+NH4,984.7861504,913.7278904,587.5033304,649.5190004,629.4563604,309.2212664,265.2161664,249.2576664
OxTG(22:6(OH)_17:1(OHOH)_18:1)+NH4,982.7705504,911.7122904,585.4877304,647.5034004,629.4563604,309.2212664,265.2161664,247.2420664
OxTG(22:6(OH)_17:1(OHOH)_18:2)+NH4,980.7548504,909.6965904,583.4720304,645.4877004,629.4563604,309.2212664,265.2161664,245.2263664
OxTG(22:6(OH)_17:1(OHOH)_18:3)+NH4,978.7392504,907.6809904,581.4564304,643.4721004,629.4563604,309.2212664,265.2161664,243.2107664
OxTG(22:6(OH)_17:1(OHOH)_18:4)+NH4,976.7235504,905.6652904,579.4407304,641.4564004,629.4563604,309.2212664,265.2161664,241.1950664
OxTG(22:6(OH)_17:1(OHOH)_20:4)+NH4,1004.75485,933.6965904,607.4720304,669.4877004,629.4563604,309.2212664,265.2161664,269.2263664
OxTG(22:6(OH)_17:1(OHOH)_20:5)+NH4,1002.73925,931.6809904,605.4564304,667.4721004,629.4563604,309.2212664,265.2161664,267.2107664
OxTG(22:6(OH)_17:1(OHOH)_22:5)+NH4,1030.77055,959.7122904,633.4877304,695.5034004,629.4563604,309.2212664,265.2161664,295.2420664
OxTG(22:6(OH)_17:1(OHOH)_22:6)+NH4,1028.75485,957.6965904,631.4720304,693.4877004,629.4563604,309.2212664,265.2161664,293.2263664
OxTG(22:6(OH)_17:2(OHOH)_14:0)+NH4,926.7079504,855.6496904,529.4251304,593.4564004,627.4407604,309.2212664,263.2005664,193.1950664
OxTG(22:6(OH)_17:2(OHOH)_14:1)+NH4,924.6923504,853.6340904,527.4095304,591.4408004,627.4407604,309.2212664,263.2005664,191.1794664
OxTG(22:6(OH)_17:2(OHOH)_16:0)+NH4,954.7392504,883.6809904,557.4564304,621.4877004,627.4407604,309.2212664,263.2005664,221.2263664
OxTG(22:6(OH)_17:2(OHOH)_16:1)+NH4,952.7236504,881.6653904,555.4408304,619.4721004,627.4407604,309.2212664,263.2005664,219.2107664
OxTG(22:6(OH)_17:2(OHOH)_18:0)+NH4,982.7705504,911.7122904,585.4877304,649.5190004,627.4407604,309.2212664,263.2005664,249.2576664
OxTG(22:6(OH)_17:2(OHOH)_18:1)+NH4,980.7549504,909.6966904,583.4721304,647.5034004,627.4407604,309.2212664,263.2005664,247.2420664
OxTG(22:6(OH)_17:2(OHOH)_18:2)+NH4,978.7392504,907.6809904,581.4564304,645.4877004,627.4407604,309.2212664,263.2005664,245.2263664
OxTG(22:6(OH)_17:2(OHOH)_18:3)+NH4,976.7236504,905.6653904,579.4408304,643.4721004,627.4407604,309.2212664,263.2005664,243.2107664
OxTG(22:6(OH)_17:2(OHOH)_18:4)+NH4,974.7079504,903.6496904,577.4251304,641.4564004,627.4407604,309.2212664,263.2005664,241.1950664
OxTG(22:6(OH)_17:2(OHOH)_20:4)+NH4,1002.73925,931.6809904,605.4564304,669.4877004,627.4407604,309.2212664,263.2005664,269.2263664
OxTG(22:6(OH)_17:2(OHOH)_20:5)+NH4,1000.72365,929.6653904,603.4408304,667.4721004,627.4407604,309.2212664,263.2005664,267.2107664
OxTG(22:6(OH)_17:2(OHOH)_22:5)+NH4,1028.75495,957.6966904,631.4721304,695.5034004,627.4407604,309.2212664,263.2005664,295.2420664
OxTG(22:6(OH)_17:2(OHOH)_22:6)+NH4,1026.73925,955.6809904,629.4564304,693.4877004,627.4407604,309.2212664,263.2005664,293.2263664
OxTG(22:6(OH)_18:1(OHOH)_14:0)+NH4,942.7392504,871.6809904,545.4564304,593.4564004,643.4720604,309.2212664,279.2318664,193.1950664
OxTG(22:6(OH)_18:1(OHOH)_14:1)+NH4,940.7236504,869.6653904,543.4408304,591.4408004,643.4720604,309.2212664,279.2318664,191.1794664
OxTG(22:6(OH)_18:1(OHOH)_16:0)+NH4,970.7705504,899.7122904,573.4877304,621.4877004,643.4720604,309.2212664,279.2318664,221.2263664
OxTG(22:6(OH)_18:1(OHOH)_16:1)+NH4,968.7549504,897.6966904,571.4721304,619.4721004,643.4720604,309.2212664,279.2318664,219.2107664
OxTG(22:6(OH)_18:1(OHOH)_18:0)+NH4,998.8018504,927.7435904,601.5190304,649.5190004,643.4720604,309.2212664,279.2318664,249.2576664
OxTG(22:6(OH)_18:1(OHOH)_18:1)+NH4,996.7862504,925.7279904,599.5034304,647.5034004,643.4720604,309.2212664,279.2318664,247.2420664
OxTG(22:6(OH)_18:1(OHOH)_18:2)+NH4,994.7705504,923.7122904,597.4877304,645.4877004,643.4720604,309.2212664,279.2318664,245.2263664
OxTG(22:6(OH)_18:1(OHOH)_18:3)+NH4,992.7549504,921.6966904,595.4721304,643.4721004,643.4720604,309.2212664,279.2318664,243.2107664
OxTG(22:6(OH)_18:1(OHOH)_18:4)+NH4,990.7392504,919.6809904,593.4564304,641.4564004,643.4720604,309.2212664,279.2318664,241.1950664
OxTG(22:6(OH)_18:1(OHOH)_20:4)+NH4,1018.77055,947.7122904,621.4877304,669.4877004,643.4720604,309.2212664,279.2318664,269.2263664
OxTG(22:6(OH)_18:1(OHOH)_20:5)+NH4,1016.75495,945.6966904,619.4721304,667.4721004,643.4720604,309.2212664,279.2318664,267.2107664
